,Title,Type,Release Year,Rating,Seasons,Genres,Vote Average
737,Superman: The Animated Series,SHOW,1996,TV-PG,4.0,"['scifi', 'action', 'animation', 'drama', 'family']",7.641
738,Superman: The Animated Series,SHOW,1996,TV-PG,4.0,"['scifi', 'action', 'animation', 'drama', 'family']",7.641
739,Superman: The Animated Series,SHOW,1996,TV-PG,4.0,"['scifi', 'action', 'animation', 'drama', 'family']",7.641
740,Superman: The Animated Series,SHOW,1996,TV-PG,4.0,"['scifi', 'action', 'animation', 'drama', 'family']",7.641
741,Superman: The Animated Series,SHOW,1996,TV-PG,4.0,"['scifi', 'action', 'animation', 'drama', 'family']",7.641
742,Blinded by the Lights,SHOW,2018,Unknown,1.0,"['drama', 'crime', 'european']",7.64
743,Blinded by the Lights,SHOW,2018,Unknown,1.0,"['drama', 'crime', 'european']",7.64
744,Blinded by the Lights,SHOW,2018,Unknown,1.0,"['drama', 'crime', 'european']",7.64
745,Dexter's Laboratory,SHOW,1996,TV-G,4.0,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",7.639
746,Dexter's Laboratory,SHOW,1996,TV-G,4.0,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",7.639
747,Dexter's Laboratory,SHOW,1996,TV-G,4.0,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",7.639
748,Dexter's Laboratory,SHOW,1996,TV-G,4.0,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",7.639
749,Dexter's Laboratory,SHOW,1996,TV-G,4.0,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",7.639
750,The Leftovers,SHOW,2014,TV-MA,3.0,"['scifi', 'drama', 'fantasy', 'thriller']",7.639
751,The Leftovers,SHOW,2014,TV-MA,3.0,"['scifi', 'drama', 'fantasy', 'thriller']",7.639
752,The Leftovers,SHOW,2014,TV-MA,3.0,"['scifi', 'drama', 'fantasy', 'thriller']",7.639
753,The Leftovers,SHOW,2014,TV-MA,3.0,"['scifi', 'drama', 'fantasy', 'thriller']",7.639
754,Insecure,SHOW,2016,TV-MA,5.0,"['drama', 'comedy', 'romance']",7.639
755,Insecure,SHOW,2016,TV-MA,5.0,"['drama', 'comedy', 'romance']",7.639
756,Insecure,SHOW,2016,TV-MA,5.0,"['drama', 'comedy', 'romance']",7.639
757,Doom Patrol,SHOW,2019,TV-MA,4.0,"['scifi', 'action', 'comedy', 'drama']",7.638
758,Doom Patrol,SHOW,2019,TV-MA,4.0,"['scifi', 'action', 'comedy', 'drama']",7.638
759,Doom Patrol,SHOW,2019,TV-MA,4.0,"['scifi', 'action', 'comedy', 'drama']",7.638
760,Doom Patrol,SHOW,2019,TV-MA,4.0,"['scifi', 'action', 'comedy', 'drama']",7.638
761,Atlanta's Missing and Murdered: The Lost Children,SHOW,2020,TV-MA,1.0,"['documentation', 'crime']",7.636
762,Atlanta's Missing and Murdered: The Lost Children,SHOW,2020,TV-MA,1.0,"['documentation', 'crime']",7.636
763,True Blood,SHOW,2008,TV-MA,7.0,"['scifi', 'drama', 'fantasy', 'horror', 'romance', 'thriller']",7.63
764,True Blood,SHOW,2008,TV-MA,7.0,"['scifi', 'drama', 'fantasy', 'horror', 'romance', 'thriller']",7.63
765,True Blood,SHOW,2008,TV-MA,7.0,"['scifi', 'drama', 'fantasy', 'horror', 'romance', 'thriller']",7.63
766,True Blood,SHOW,2008,TV-MA,7.0,"['scifi', 'drama', 'fantasy', 'horror', 'romance', 'thriller']",7.63
767,True Blood,SHOW,2008,TV-MA,7.0,"['scifi', 'drama', 'fantasy', 'horror', 'romance', 'thriller']",7.63
768,True Blood,SHOW,2008,TV-MA,7.0,"['scifi', 'drama', 'fantasy', 'horror', 'romance', 'thriller']",7.63
769,Robot Chicken,SHOW,2005,TV-MA,11.0,"['comedy', 'drama', 'thriller', 'animation', 'scifi', 'action']",7.625
770,Robot Chicken,SHOW,2005,TV-MA,11.0,"['comedy', 'drama', 'thriller', 'animation', 'scifi', 'action']",7.625
771,Robot Chicken,SHOW,2005,TV-MA,11.0,"['comedy', 'drama', 'thriller', 'animation', 'scifi', 'action']",7.625
772,Robot Chicken,SHOW,2005,TV-MA,11.0,"['comedy', 'drama', 'thriller', 'animation', 'scifi', 'action']",7.625
773,Robot Chicken,SHOW,2005,TV-MA,11.0,"['comedy', 'drama', 'thriller', 'animation', 'scifi', 'action']",7.625
774,Robot Chicken,SHOW,2005,TV-MA,11.0,"['comedy', 'drama', 'thriller', 'animation', 'scifi', 'action']",7.625
775,Clarence,SHOW,2014,TV-PG,3.0,"['comedy', 'family', 'animation']",7.622
776,Clarence,SHOW,2014,TV-PG,3.0,"['comedy', 'family', 'animation']",7.622
777,Clarence,SHOW,2014,TV-PG,3.0,"['comedy', 'family', 'animation']",7.622
778,Gotham,SHOW,2014,TV-14,5.0,"['scifi', 'crime', 'drama', 'thriller', 'action']",7.606
779,Gotham,SHOW,2014,TV-14,5.0,"['scifi', 'crime', 'drama', 'thriller', 'action']",7.606
780,Gotham,SHOW,2014,TV-14,5.0,"['scifi', 'crime', 'drama', 'thriller', 'action']",7.606
781,Gotham,SHOW,2014,TV-14,5.0,"['scifi', 'crime', 'drama', 'thriller', 'action']",7.606
782,Gotham,SHOW,2014,TV-14,5.0,"['scifi', 'crime', 'drama', 'thriller', 'action']",7.606
783,Degrassi,SHOW,2001,TV-14,14.0,"['drama', 'romance']",7.601
784,Degrassi,SHOW,2001,TV-14,14.0,"['drama', 'romance']",7.601
785,I Know This Much Is True,SHOW,2020,TV-MA,1.0,['drama'],7.6
786,That Damn Michael Che,SHOW,2021,TV-MA,2.0,['comedy'],7.6
787,The Dog House,SHOW,2019,TV-Y7,4.0,['reality'],7.6
788,The New Pope,SHOW,2020,TV-MA,1.0,['drama'],7.6
789,I May Destroy You,SHOW,2020,TV-MA,1.0,['drama'],7.6
790,Years and Years,SHOW,2019,TV-MA,1.0,"['war', 'scifi', 'drama']",7.6
791,Years and Years,SHOW,2019,TV-MA,1.0,"['war', 'scifi', 'drama']",7.6
792,Years and Years,SHOW,2019,TV-MA,1.0,"['war', 'scifi', 'drama']",7.6
793,Murder on Middle Beach,SHOW,2020,TV-MA,1.0,"['thriller', 'documentation', 'crime']",7.6
794,Murder on Middle Beach,SHOW,2020,TV-MA,1.0,"['thriller', 'documentation', 'crime']",7.6
795,Murder on Middle Beach,SHOW,2020,TV-MA,1.0,"['thriller', 'documentation', 'crime']",7.6
796,What's My Name | Muhammad Ali,SHOW,2019,TV-14,1.0,['documentation'],7.6
797,Full House,SHOW,1987,TV-G,8.0,"['comedy', 'drama', 'family']",7.592
798,Full House,SHOW,1987,TV-G,8.0,"['comedy', 'drama', 'family']",7.592
799,Full House,SHOW,1987,TV-G,8.0,"['comedy', 'drama', 'family']",7.592
800,Gossip Girl,SHOW,2007,TV-14,6.0,"['drama', 'thriller', 'romance']",8.346
801,Gossip Girl,SHOW,2021,TV-MA,2.0,"['drama', 'romance']",7.573
802,Gossip Girl,SHOW,2007,TV-14,6.0,"['drama', 'thriller', 'romance']",8.346
803,Gossip Girl,SHOW,2021,TV-MA,2.0,"['drama', 'romance']",7.573
804,And Just Like That...,SHOW,2021,TV-MA,2.0,"['comedy', 'drama', 'romance']",7.571
805,And Just Like That...,SHOW,2021,TV-MA,2.0,"['comedy', 'drama', 'romance']",7.571
806,And Just Like That...,SHOW,2021,TV-MA,2.0,"['comedy', 'drama', 'romance']",7.571
807,Superjail!,SHOW,2008,TV-MA,4.0,"['action', 'comedy', 'animation', 'crime', 'fantasy']",7.568
808,Superjail!,SHOW,2008,TV-MA,4.0,"['action', 'comedy', 'animation', 'crime', 'fantasy']",7.568
809,Superjail!,SHOW,2008,TV-MA,4.0,"['action', 'comedy', 'animation', 'crime', 'fantasy']",7.568
810,Superjail!,SHOW,2008,TV-MA,4.0,"['action', 'comedy', 'animation', 'crime', 'fantasy']",7.568
811,Superjail!,SHOW,2008,TV-MA,4.0,"['action', 'comedy', 'animation', 'crime', 'fantasy']",7.568
812,Olive Kitteridge,SHOW,2014,TV-14,1.0,['drama'],7.563
813,The White Lotus,SHOW,2021,TV-MA,2.0,"['crime', 'drama', 'comedy']",7.561
814,The White Lotus,SHOW,2021,TV-MA,2.0,"['crime', 'drama', 'comedy']",7.561
815,The White Lotus,SHOW,2021,TV-MA,2.0,"['crime', 'drama', 'comedy']",7.561
816,The Middle,SHOW,2009,TV-PG,9.0,"['comedy', 'family']",7.556
817,The Middle,SHOW,2009,TV-PG,9.0,"['comedy', 'family']",7.556
818,The Sex Lives of College Girls,SHOW,2021,TV-MA,2.0,"['comedy', 'drama']",7.554
819,The Sex Lives of College Girls,SHOW,2021,TV-MA,2.0,"['comedy', 'drama']",7.554
820,Batman: The Brave and the Bold,SHOW,2008,TV-Y7,3.0,"['action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",7.545
821,Batman: The Brave and the Bold,SHOW,2008,TV-Y7,3.0,"['action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",7.545
822,Batman: The Brave and the Bold,SHOW,2008,TV-Y7,3.0,"['action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",7.545
823,Batman: The Brave and the Bold,SHOW,2008,TV-Y7,3.0,"['action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",7.545
824,Batman: The Brave and the Bold,SHOW,2008,TV-Y7,3.0,"['action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",7.545
825,Batman: The Brave and the Bold,SHOW,2008,TV-Y7,3.0,"['action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",7.545
826,The Undoing,SHOW,2020,TV-MA,1.0,"['drama', 'thriller', 'crime']",7.544
827,The Undoing,SHOW,2020,TV-MA,1.0,"['drama', 'thriller', 'crime']",7.544
828,The Undoing,SHOW,2020,TV-MA,1.0,"['drama', 'thriller', 'crime']",7.544
829,Our Boys,SHOW,2019,TV-MA,1.0,['drama'],7.54
830,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
831,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
832,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
833,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
834,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
835,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
836,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
837,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
838,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
839,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
840,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
841,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
842,Men of a Certain Age,SHOW,2009,TV-MA,2.0,"['comedy', 'drama']",7.525
843,Men of a Certain Age,SHOW,2009,TV-MA,2.0,"['comedy', 'drama']",7.525
844,Dawson's Creek,SHOW,1998,TV-PG,6.0,"['drama', 'romance']",7.5
845,Dawson's Creek,SHOW,1998,TV-PG,6.0,"['drama', 'romance']",7.5
846,Chewing Gum,SHOW,2015,TV-MA,2.0,"['comedy', 'european']",7.5
847,Chewing Gum,SHOW,2015,TV-MA,2.0,"['comedy', 'european']",7.5
848,The Shivering Truth,SHOW,2018,TV-MA,2.0,"['comedy', 'animation', 'fantasy', 'horror', 'scifi']",7.5
849,The Shivering Truth,SHOW,2018,TV-MA,2.0,"['comedy', 'animation', 'fantasy', 'horror', 'scifi']",7.5
850,The Shivering Truth,SHOW,2018,TV-MA,2.0,"['comedy', 'animation', 'fantasy', 'horror', 'scifi']",7.5
851,The Shivering Truth,SHOW,2018,TV-MA,2.0,"['comedy', 'animation', 'fantasy', 'horror', 'scifi']",7.5
852,The Shivering Truth,SHOW,2018,TV-MA,2.0,"['comedy', 'animation', 'fantasy', 'horror', 'scifi']",7.5
853,Witness,SHOW,2012,TV-MA,1.0,"['documentation', 'crime']",7.5
854,Witness,SHOW,2012,TV-MA,1.0,"['documentation', 'crime']",7.5
855,Crashing,SHOW,2017,TV-MA,3.0,"['comedy', 'drama']",7.5
856,Crashing,SHOW,2017,TV-MA,3.0,"['comedy', 'drama']",7.5
857,Real Sports with Bryant Gumbel,SHOW,1995,TV-PG,29.0,['sport'],7.5
858,George Harrison: Living in the Material World,SHOW,2011,Unknown,1.0,['documentation'],7.5
859,The Head,SHOW,2020,TV-14,2.0,['drama'],7.495
860,Scooby-Doo and Scrappy-Doo,SHOW,1979,TV-G,6.0,"['comedy', 'animation', 'thriller', 'crime', 'family']",7.483
861,Scooby-Doo and Scrappy-Doo,SHOW,1979,TV-G,6.0,"['comedy', 'animation', 'thriller', 'crime', 'family']",7.483
862,Scooby-Doo and Scrappy-Doo,SHOW,1979,TV-G,6.0,"['comedy', 'animation', 'thriller', 'crime', 'family']",7.483
863,Scooby-Doo and Scrappy-Doo,SHOW,1979,TV-G,6.0,"['comedy', 'animation', 'thriller', 'crime', 'family']",7.483
864,Scooby-Doo and Scrappy-Doo,SHOW,1979,TV-G,6.0,"['comedy', 'animation', 'thriller', 'crime', 'family']",7.483
865,The Comeback,SHOW,2005,TV-MA,2.0,"['comedy', 'drama']",7.472
866,The Comeback,SHOW,2005,TV-MA,2.0,"['comedy', 'drama']",7.472
867,Beware the Batman,SHOW,2013,TV-PG,1.0,"['action', 'scifi', 'animation', 'crime', 'drama']",7.451
868,Beware the Batman,SHOW,2013,TV-PG,1.0,"['action', 'scifi', 'animation', 'crime', 'drama']",7.451
869,Beware the Batman,SHOW,2013,TV-PG,1.0,"['action', 'scifi', 'animation', 'crime', 'drama']",7.451
870,Beware the Batman,SHOW,2013,TV-PG,1.0,"['action', 'scifi', 'animation', 'crime', 'drama']",7.451
871,Beware the Batman,SHOW,2013,TV-PG,1.0,"['action', 'scifi', 'animation', 'crime', 'drama']",7.451
872,Awkwafina Is Nora from Queens,SHOW,2020,TV-MA,3.0,['comedy'],7.435
873,Harry Potter: Hogwarts Tournament of Houses,SHOW,2021,TV-PG,1.0,"['reality', 'action']",7.423
874,Harry Potter: Hogwarts Tournament of Houses,SHOW,2021,TV-PG,1.0,"['reality', 'action']",7.423
875,The Republic of Sarah,SHOW,2021,TV-14,1.0,['drama'],7.417
876,Hacks,SHOW,2021,TV-MA,2.0,"['drama', 'comedy']",7.407
877,Hacks,SHOW,2021,TV-MA,2.0,"['drama', 'comedy']",7.407
878,We Own This City,SHOW,2022,TV-MA,1.0,"['crime', 'drama']",7.4
879,We Own This City,SHOW,2022,TV-MA,1.0,"['crime', 'drama']",7.4
880,Frisky Dingo,SHOW,2006,TV-MA,2.0,"['animation', 'comedy', 'scifi']",7.4
881,Frisky Dingo,SHOW,2006,TV-MA,2.0,"['animation', 'comedy', 'scifi']",7.4
882,Frisky Dingo,SHOW,2006,TV-MA,2.0,"['animation', 'comedy', 'scifi']",7.4
883,The Brak Show,SHOW,2000,TV-PG,3.0,"['comedy', 'animation', 'scifi']",7.4
884,The Brak Show,SHOW,2000,TV-PG,3.0,"['comedy', 'animation', 'scifi']",7.4
885,The Brak Show,SHOW,2000,TV-PG,3.0,"['comedy', 'animation', 'scifi']",7.4
886,Three Busy Debras,SHOW,2020,TV-MA,2.0,['comedy'],7.4
887,Tim and Eric's Bedtime Stories,SHOW,2014,TV-14,2.0,"['comedy', 'horror']",7.4
888,Tim and Eric's Bedtime Stories,SHOW,2014,TV-14,2.0,"['comedy', 'horror']",7.4
889,I'll Be Gone in the Dark,SHOW,2020,TV-MA,1.0,"['documentation', 'crime']",7.4
890,I'll Be Gone in the Dark,SHOW,2020,TV-MA,1.0,"['documentation', 'crime']",7.4
891,"PCC, Secret Power",SHOW,2022,TV-MA,1.0,"['crime', 'documentation']",7.4
892,"PCC, Secret Power",SHOW,2022,TV-MA,1.0,"['crime', 'documentation']",7.4
893,The Carbonaro Effect,SHOW,2014,TV-14,6.0,['comedy'],7.4
894,A Brutal Pact: The Murder of Daniella Perez,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",7.4
895,A Brutal Pact: The Murder of Daniella Perez,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",7.4
896,Sex and the City,SHOW,1998,TV-MA,6.0,"['comedy', 'drama', 'romance']",7.4
897,Sex and the City,SHOW,1998,TV-MA,6.0,"['comedy', 'drama', 'romance']",7.4
898,Sex and the City,SHOW,1998,TV-MA,6.0,"['comedy', 'drama', 'romance']",7.4
899,12 oz. Mouse,SHOW,2005,TV-MA,3.0,"['comedy', 'action', 'fantasy', 'thriller', 'animation']",7.4
900,12 oz. Mouse,SHOW,2005,TV-MA,3.0,"['comedy', 'action', 'fantasy', 'thriller', 'animation']",7.4
901,12 oz. Mouse,SHOW,2005,TV-MA,3.0,"['comedy', 'action', 'fantasy', 'thriller', 'animation']",7.4
902,12 oz. Mouse,SHOW,2005,TV-MA,3.0,"['comedy', 'action', 'fantasy', 'thriller', 'animation']",7.4
903,12 oz. Mouse,SHOW,2005,TV-MA,3.0,"['comedy', 'action', 'fantasy', 'thriller', 'animation']",7.4
904,gen:LOCK,SHOW,2019,TV-14,2.0,"['animation', 'action', 'scifi', 'fantasy']",7.4
905,gen:LOCK,SHOW,2019,TV-14,2.0,"['animation', 'action', 'scifi', 'fantasy']",7.4
906,gen:LOCK,SHOW,2019,TV-14,2.0,"['animation', 'action', 'scifi', 'fantasy']",7.4
907,gen:LOCK,SHOW,2019,TV-14,2.0,"['animation', 'action', 'scifi', 'fantasy']",7.4
908,"Tim and Eric Awesome Show, Great Job!",SHOW,2007,TV-MA,5.0,"['comedy', 'music']",7.4
909,"Tim and Eric Awesome Show, Great Job!",SHOW,2007,TV-MA,5.0,"['comedy', 'music']",7.4
910,Without a Trace,SHOW,2002,TV-14,7.0,"['action', 'drama', 'crime', 'thriller']",7.4
911,Without a Trace,SHOW,2002,TV-14,7.0,"['action', 'drama', 'crime', 'thriller']",7.4
912,Without a Trace,SHOW,2002,TV-14,7.0,"['action', 'drama', 'crime', 'thriller']",7.4
913,Without a Trace,SHOW,2002,TV-14,7.0,"['action', 'drama', 'crime', 'thriller']",7.4
914,Wahl Street,SHOW,2021,TV-MA,2.0,['documentation'],7.4
915,Two Weeks to Live,SHOW,2020,TV-MA,1.0,"['comedy', 'crime', 'drama', 'action']",7.395
916,Two Weeks to Live,SHOW,2020,TV-MA,1.0,"['comedy', 'crime', 'drama', 'action']",7.395
917,Two Weeks to Live,SHOW,2020,TV-MA,1.0,"['comedy', 'crime', 'drama', 'action']",7.395
918,Two Weeks to Live,SHOW,2020,TV-MA,1.0,"['comedy', 'crime', 'drama', 'action']",7.395
919,Aqua Teen Hunger Force,SHOW,2000,TV-MA,11.0,"['animation', 'comedy']",7.387
920,Aqua Teen Hunger Force,SHOW,2000,TV-MA,11.0,"['animation', 'comedy']",7.387
921,Loiter Squad,SHOW,2012,TV-MA,3.0,['comedy'],7.385
922,Top Gear,SHOW,2002,TV-PG,33.0,"['comedy', 'reality', 'european', 'music']",7.38
923,Top Gear,SHOW,2002,TV-PG,33.0,"['comedy', 'reality', 'european', 'music']",7.38
924,Top Gear,SHOW,2002,TV-PG,33.0,"['comedy', 'reality', 'european', 'music']",7.38
925,Top Gear,SHOW,2002,TV-PG,33.0,"['comedy', 'reality', 'european', 'music']",7.38
926,The Outsider,SHOW,2020,TV-MA,1.0,"['crime', 'drama', 'thriller', 'fantasy', 'documentation', 'action']",7.378
927,The Outsider,SHOW,2020,TV-MA,1.0,"['crime', 'drama', 'thriller', 'fantasy', 'documentation', 'action']",7.378
928,The Outsider,SHOW,2020,TV-MA,1.0,"['crime', 'drama', 'thriller', 'fantasy', 'documentation', 'action']",7.378
929,The Outsider,SHOW,2020,TV-MA,1.0,"['crime', 'drama', 'thriller', 'fantasy', 'documentation', 'action']",7.378
930,The Outsider,SHOW,2020,TV-MA,1.0,"['crime', 'drama', 'thriller', 'fantasy', 'documentation', 'action']",7.378
931,The Outsider,SHOW,2020,TV-MA,1.0,"['crime', 'drama', 'thriller', 'fantasy', 'documentation', 'action']",7.378
932,Veep,SHOW,2012,TV-MA,7.0,['comedy'],7.373
933,The Flintstones,SHOW,1960,TV-G,6.0,"['comedy', 'animation', 'family']",7.371
934,The Flintstones,SHOW,1960,TV-G,6.0,"['comedy', 'animation', 'family']",7.371
935,The Flintstones,SHOW,1960,TV-G,6.0,"['comedy', 'animation', 'family']",7.371
936,Somebody Somewhere,SHOW,2022,TV-MA,2.0,"['comedy', 'drama']",7.364
937,Somebody Somewhere,SHOW,2022,TV-MA,2.0,"['comedy', 'drama']",7.364
938,The Flight Attendant,SHOW,2020,TV-MA,2.0,"['drama', 'thriller', 'comedy']",7.36
939,The Flight Attendant,SHOW,2020,TV-MA,2.0,"['drama', 'thriller', 'comedy']",7.36
940,The Flight Attendant,SHOW,2020,TV-MA,2.0,"['drama', 'thriller', 'comedy']",7.36
941,Eastbound & Down,SHOW,2009,TV-MA,4.0,"['comedy', 'drama', 'sport']",7.342
942,Eastbound & Down,SHOW,2009,TV-MA,4.0,"['comedy', 'drama', 'sport']",7.342
943,Eastbound & Down,SHOW,2009,TV-MA,4.0,"['comedy', 'drama', 'sport']",7.342
944,Bored to Death,SHOW,2009,TV-MA,3.0,"['crime', 'comedy', 'drama', 'thriller']",7.341
945,Bored to Death,SHOW,2009,TV-MA,3.0,"['crime', 'comedy', 'drama', 'thriller']",7.341
946,Bored to Death,SHOW,2009,TV-MA,3.0,"['crime', 'comedy', 'drama', 'thriller']",7.341
947,Bored to Death,SHOW,2009,TV-MA,3.0,"['crime', 'comedy', 'drama', 'thriller']",7.341
948,How to Make It in America,SHOW,2010,TV-MA,2.0,"['drama', 'comedy']",7.337
949,How to Make It in America,SHOW,2010,TV-MA,2.0,"['drama', 'comedy']",7.337
950,The Lady and the Dale,SHOW,2021,TV-14,1.0,"['crime', 'documentation']",7.333
951,The Lady and the Dale,SHOW,2021,TV-14,1.0,"['crime', 'documentation']",7.333
952,"The Heart, She Holler",SHOW,2011,TV-MA,3.0,"['comedy', 'horror']",7.333
953,"The Heart, She Holler",SHOW,2011,TV-MA,3.0,"['comedy', 'horror']",7.333
954,Entourage,SHOW,2004,TV-MA,8.0,"['drama', 'comedy']",7.329
955,Entourage,SHOW,2004,TV-MA,8.0,"['drama', 'comedy']",7.329
956,White House Farm,SHOW,2020,TV-MA,1.0,"['drama', 'crime', 'history', 'thriller']",7.329
957,White House Farm,SHOW,2020,TV-MA,1.0,"['drama', 'crime', 'history', 'thriller']",7.329
958,White House Farm,SHOW,2020,TV-MA,1.0,"['drama', 'crime', 'history', 'thriller']",7.329
959,White House Farm,SHOW,2020,TV-MA,1.0,"['drama', 'crime', 'history', 'thriller']",7.329
960,La Jauría,SHOW,2020,TV-MA,2.0,"['drama', 'crime', 'thriller']",7.327
961,La Jauría,SHOW,2020,TV-MA,2.0,"['drama', 'crime', 'thriller']",7.327
962,La Jauría,SHOW,2020,TV-MA,2.0,"['drama', 'crime', 'thriller']",7.327
963,George Carlin's American Dream,SHOW,2022,TV-MA,1.0,"['documentation', 'comedy']",7.308
964,George Carlin's American Dream,SHOW,2022,TV-MA,1.0,"['documentation', 'comedy']",7.308
965,Q: Into the Storm,SHOW,2021,TV-MA,1.0,['documentation'],7.304
966,The Jetsons,SHOW,1962,TV-G,3.0,"['animation', 'comedy', 'scifi', 'family']",7.3
967,The Jetsons,SHOW,1962,TV-G,3.0,"['animation', 'comedy', 'scifi', 'family']",7.3
968,The Jetsons,SHOW,1962,TV-G,3.0,"['animation', 'comedy', 'scifi', 'family']",7.3
969,The Jetsons,SHOW,1962,TV-G,3.0,"['animation', 'comedy', 'scifi', 'family']",7.3
970,In the House,SHOW,1995,TV-14,5.0,"['reality', 'comedy', 'documentation']",7.3
971,In the House,SHOW,1995,TV-14,5.0,"['reality', 'comedy', 'documentation']",7.3
972,In the House,SHOW,1995,TV-14,5.0,"['reality', 'comedy', 'documentation']",7.3
973,The Trial of Christine Keeler,SHOW,2019,Unknown,1.0,"['drama', 'history', 'war']",7.3
974,The Trial of Christine Keeler,SHOW,2019,Unknown,1.0,"['drama', 'history', 'war']",7.3
975,The Trial of Christine Keeler,SHOW,2019,Unknown,1.0,"['drama', 'history', 'war']",7.3
976,"Lucy, the Daughter of the Devil",SHOW,2005,TV-MA,1.0,"['comedy', 'animation', 'horror']",7.3
977,"Lucy, the Daughter of the Devil",SHOW,2005,TV-MA,1.0,"['comedy', 'animation', 'horror']",7.3
978,"Lucy, the Daughter of the Devil",SHOW,2005,TV-MA,1.0,"['comedy', 'animation', 'horror']",7.3
979,Patria,SHOW,2020,TV-14,1.0,"['war', 'drama']",7.3
980,Patria,SHOW,2020,TV-14,1.0,"['war', 'drama']",7.3
981,Being Serena,SHOW,2018,TV-PG,1.0,"['documentation', 'sport']",7.3
982,Being Serena,SHOW,2018,TV-PG,1.0,"['documentation', 'sport']",7.3
983,Major Crimes,SHOW,2012,TV-14,6.0,"['drama', 'action', 'crime']",7.3
984,Major Crimes,SHOW,2012,TV-14,6.0,"['drama', 'action', 'crime']",7.3
985,Major Crimes,SHOW,2012,TV-14,6.0,"['drama', 'action', 'crime']",7.3
986,Looking,SHOW,2014,TV-MA,2.0,"['comedy', 'drama', 'romance']",7.3
987,Looking,SHOW,2014,TV-MA,2.0,"['comedy', 'drama', 'romance']",7.3
988,Looking,SHOW,2014,TV-MA,2.0,"['comedy', 'drama', 'romance']",7.3
989,Anthony Bourdain: Parts Unknown,SHOW,2013,TV-PG,12.0,['documentation'],7.3
990,Torchwood,SHOW,2006,TV-MA,4.0,"['action', 'drama', 'scifi', 'fantasy', 'horror', 'thriller', 'european']",7.292
991,Torchwood,SHOW,2006,TV-MA,4.0,"['action', 'drama', 'scifi', 'fantasy', 'horror', 'thriller', 'european']",7.292
992,Torchwood,SHOW,2006,TV-MA,4.0,"['action', 'drama', 'scifi', 'fantasy', 'horror', 'thriller', 'european']",7.292
993,Torchwood,SHOW,2006,TV-MA,4.0,"['action', 'drama', 'scifi', 'fantasy', 'horror', 'thriller', 'european']",7.292
994,Torchwood,SHOW,2006,TV-MA,4.0,"['action', 'drama', 'scifi', 'fantasy', 'horror', 'thriller', 'european']",7.292
995,Torchwood,SHOW,2006,TV-MA,4.0,"['action', 'drama', 'scifi', 'fantasy', 'horror', 'thriller', 'european']",7.292
996,Torchwood,SHOW,2006,TV-MA,4.0,"['action', 'drama', 'scifi', 'fantasy', 'horror', 'thriller', 'european']",7.292
997,Betty,SHOW,2020,TV-MA,2.0,"['drama', 'comedy']",7.273
998,Betty,SHOW,2020,TV-MA,2.0,"['drama', 'comedy']",7.273
999,Lovecraft Country,SHOW,2020,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",7.266
1000,Lovecraft Country,SHOW,2020,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",7.266
