,Title,Type,Country,Director,Cast,Release Year,Rating,Duration,Vote Average
116,Okja,Movie, United States,Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito",2017,TV-MA,121 min,8.1
117,Stonehearst Asylum,Movie,United States,Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley",2014,PG-13,113 min,8.1
118,"Our Lady of San Juan, Four Centuries of Miracles",Movie,Mexico,Noé González,"Alejandro Peña Arenzana, Alejandra Yañez Reynoso, Giuliana Baker, Mauricio López, Antia Nazarely Reynoso, Felipe De Jesus Hernández, Fernanda Michelle Torres",2020,TV-PG,123 min,8.1
119,Like Father,Movie,United States,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",2018,TV-MA,104 min,8.086
120,Young Tiger,Movie,Hong Kong,Mu Chu,"Qiu Yuen, Charlie Chin, Jackie Chan, Hu Chin, Nan Chiang",1973,NR,81 min,8.082
121,Rogue City,Movie,France,Olivier Marchal,"Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal",2020,TV-MA,116 min,8.075
122,2 States,Movie,India,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",2014,TV-PG,143 min,8.071
123,Dolly Kitty Aur Woh Chamakte Sitare,Movie,India,Alankrita Shrivastava,"Bhumi Pednekar, Konkona Sen Sharma, Vikrant Massey, Amol Parashar, Aamir Bashir, Karan Kundra, Kalp Shah, Hearty Singh, Neelima Azim, Kubbra Sait",2020,TV-MA,120 min,8.059
124,Chhota Bheem: Bheem vs Aliens,Movie,nan,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",2010,TV-Y7,69 min,8.056
125,Jim Jefferies: This Is Me Now,Movie,United States,Scott Zabielski,Jim Jefferies,2018,TV-MA,71 min,8.05
126,Krish Trish and Baltiboy: Face Your Fears,Movie,India,Tilak Shetty,"Tarun Ratnani, Smita Malhotra, Deepak Chachra",2017,TV-Y7,65 min,8.049
127,Elizabeth at 90: A Family Tribute,Movie,United Kingdom,John Bridcut,Unknown,2016,TV-G,90 min,8.046
128,Chippa,Movie,India,Safdar Rahman,"Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya",2020,TV-14,92 min,8.024
129,Ocean's Eleven,Movie,United States,Lewis Milestone,"Frank Sinatra, Dean Martin, Sammy Davis Jr., Peter Lawford, Angie Dickinson, Richard Conte, Cesar Romero, Patrice Wymore, Joey Bishop",1960,TV-PG,127 min,8.012
130,Bad Day for the Cut,Movie,United Kingdom,Chris Baugh,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",2017,TV-MA,99 min,8.012
131,An Unremarkable Christmas,Movie,Colombia,Juan Camilo Pinzon,"Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil",2020,TV-14,83 min,8.008
132,Jagame Thandhiram,Movie,nan,Karthik Subbaraj,"Dhanush, Aishwarya Lekshmi, James Cosmo, Joju George, Kalaiyarasan",2021,TV-MA,159 min,8.0
133,Franco Escamilla: Por la anécdota,Movie,Mexico,Ulises Valencia,Franco Escamilla,2018,TV-MA,66 min,8.0
134,Escape from Mr. Lemoncello’s Library,Movie,United States,Scott McAboy,"Casey Simpson, Breanna Yde, Klarke Pipkin, Angel Luis Rivera Jr., Russell Roberts, Ty Consiglio, Hayley Scherpenisse, Patti Allan, Katey Hoffman",2017,TV-Y,69 min,8.0
135,Hey Arnold! The Jungle Movie,Movie,United States,"Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui",2017,TV-PG,81 min,8.0
136,Hey Arnold! The Jungle Movie,Movie, South Korea,"Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui",2017,TV-PG,81 min,8.0
137,Hey Arnold! The Jungle Movie,Movie, Japan,"Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui",2017,TV-PG,81 min,8.0
138,15 August,Movie,India,Swapnaneel Jayakar,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",2019,TV-14,124 min,8.0
139,Across the Universe,Movie,United States,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff",2007,PG-13,133 min,8.0
140,Across the Universe,Movie, United Kingdom,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff",2007,PG-13,133 min,8.0
141,Candy Jar,Movie,United States,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",2018,TV-14,93 min,8.0
142,Kambili: The Whole 30 Yards,Movie,Nigeria,Kayode Kasum,"Nancy Isime, Jide Kene Achufusi, Sharon Ooja, Mawuli Gavor, Venita Akpofure, Koye Kekere Ekun, Elvina Ibru, Uzor Arukwe, Toyin Abraham",2020,TV-14,119 min,8.0
143,Cirque du Freak: The Vampire's Assistant,Movie,United States,Paul Weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal",2009,PG-13,109 min,8.0
144,Sturgill Simpson Presents Sound & Fury,Movie,United States,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",Unknown,2019,TV-MA,42 min,8.0
145,Mobile Suit Gundam I,Movie,nan,"Yoshiyuki Tomino, Yoshikazu Yasuhiko","Toru Furuya, Shuichi Ikeda, Hirotaka Suzuoki, Rumiko Ukai, Fuyumi Shiraishi, Yo Inoue, Toshio Furukawa, Kiyonobu Suzuki, Keiko Toda, Shozo Iizuka",1981,TV-14,139 min,8.0
146,Amar Akbar Anthony,Movie,India,Manmohan Desai,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Neetu Singh, Parveen Babi, Shabana Azmi, Nirupa Roy, Pran",1977,TV-14,172 min,8.0
147,Dead in a Week (Or Your Money Back),Movie,United Kingdom,Tom Edmunds,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic",2018,TV-MA,90 min,8.0
148,District 9,Movie,South Africa,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt",2009,R,112 min,8.0
149,District 9,Movie, United States,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt",2009,R,112 min,8.0
150,District 9,Movie, New Zealand,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt",2009,R,112 min,8.0
151,District 9,Movie, Canada,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt",2009,R,112 min,8.0
152,Life of Crime,Movie,United States,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",2013,R,101 min,8.0
153,Rogue Warfare: Death of a Nation,Movie,United States,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",2020,R,99 min,8.0
154,20th Century Women,Movie,United States,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",2016,R,119 min,8.0
155,Going for Gold,Movie,Australia,Clay Glen,"Kelli Berglund, Emily Morris, Terry Rogers, Jess Kuss, Jo Stone, Elysia Markou, Daisy Anderson, Ruth Natalie Fallon, Henry Turczynowicz, Martha Lott",2018,TV-G,88 min,8.0
156,Chris D'Elia: No Pain,Movie,United States,Matt D'Elia,Chris D'Elia,2020,TV-MA,55 min,8.0
157,Anchor Baby,Movie,Canada,Lonzo Nzekwe,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius",2010,TV-MA,97 min,8.0
158,Anchor Baby,Movie, Nigeria,Lonzo Nzekwe,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius",2010,TV-MA,97 min,8.0
159,Deathgrip,Movie,United Kingdom,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",2017,TV-MA,53 min,8.0
160,The Accidental Spy,Movie,Nigeria,Roger Russell,"Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",2017,TV-MA,104 min,8.0
161,Elles étaient en guerre (1914-1918),Movie,France,"Fabien Beziat, Hugues Nancy",Nathalie Baye,2014,TV-14,93 min,8.0
162,Joe Cocker: Mad Dog with Soul,Movie,United Kingdom,John Edginton,Unknown,2017,TV-14,90 min,8.0
163,LEGO Marvel Super Heroes: Avengers Reassembled!,Movie,United States,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin, Grant George, JP Karliak, Jim Meskimen, Bumper Robinson, Roger Craig Smith, Fred Tatasciore, Travis Willingham, Mick Wingert",2015,TV-Y7,22 min,8.0
164,Motu Patlu in Hong Kong: Kung Fu Kings 3,Movie,nan,Suhas Kadav,"Saurav Chakraborty, Sankalp Rastogi, Anamaya Varma, Aditya Raaj, Manoj Pandey",2017,TV-Y7,84 min,8.0
165,Marco Luque: Tamo Junto,Movie,Brazil,Caio Cobra,Marco Luque,2017,TV-MA,73 min,8.0
166,Pan's Labyrinth,Movie,Mexico,Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez",2006,R,119 min,8.0
167,Pan's Labyrinth,Movie, Spain,Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez",2006,R,119 min,8.0
168,Justin Bieber: Never Say Never,Movie,United States,Jon M. Chu,"Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men",2011,G,106 min,8.0
169,Fishpeople,Movie,nan,Keith Malloy,Unknown,2017,TV-14,49 min,8.0
170,Louis C.K. 2017,Movie,United States,Louis C.K.,Louis C.K.,2017,74 min,Unknown,8.0
171,Banyuki,Movie,nan,Hidenori Inoue,"Takaya Kamikawa, Izumi Inamori, Taichi Saotome, Jun Hashimoto, Shoko Takada, Makoto Awane, Takaya Yamauchi, Akira Yamamoto, Tetsuya Chiba, Masato Sakai",2009,TV-PG,182 min,8.0
172,Dear Ex,Movie,Taiwan,"Hsu Chih-yen, Mag Hsu","Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen",2018,TV-MA,100 min,8.0
173,Irada Pakka,Movie,India,Kedar Shinde,"Smita Jaykar, Siddarth Jadhav",2010,TV-14,137 min,8.0
174,Audrie & Daisy,Movie,United States,"Bonni Cohen, Jon Shenk",Unknown,2016,TV-MA,99 min,8.0
175,History of Joy,Movie,India,Vishnu Govindhan,"Vishnu Vinay, Vinay Forrt, Saikumar, Joju George, Nobi, Sreekumar, Nandu, Sunil Sukhada",2017,TV-14,118 min,8.0
176,George Lopez: We'll Do It For Half,Movie,United States,Troy Miller,George Lopez,2020,TV-MA,52 min,8.0
177,Haseena Maan Jaayegi,Movie,India,David Dhawan,"Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra, Kader Khan, Paresh Rawal, Satish Kaushik, Aruna Irani, Anupam Kher, Ashish Vidyarthi, Aashif Sheikh, Asrani, Razak Khan, Shakti Kapoor, Bindu, Mahavir Shah, Mohan Joshi, Anil Dhawan",1999,TV-PG,151 min,8.0
178,Evolution,Movie,United States,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",2001,PG-13,102 min,8.0
179,What the Health,Movie,United States,"Kip Andersen, Keegan Kuhn",Unknown,2017,TV-PG,92 min,8.0
180,Seth Meyers: Lobby Baby,Movie,United States,Neal Brennan,Seth Meyers,2019,TV-MA,61 min,8.0
181,The Lovers,Movie,United States,Azazel Jacobs,"Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger",2017,R,98 min,8.0
182,Ottaal,Movie,India,Jayaraj Rajasekharan Nair,"Ashanth K. Shah, Kumarakom Vasudevan, Shine Tom Chacko, Sabitha Jayaraj, Thomas J. Kannampuzha",2014,TV-PG,88 min,7.995
183,Molly's Game,Movie,China,Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Brian d’Arcy James",2017,R,141 min,7.988
184,Molly's Game,Movie, Canada,Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Brian d’Arcy James",2017,R,141 min,7.988
185,Molly's Game,Movie, United States,Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Brian d’Arcy James",2017,R,141 min,7.988
186,Taxi Ballad,Movie,Lebanon,Daniel Joseph,"Talal El-Jordi, Karina Logue, Badih Abou Chakra, Tariq Tamim, Omar Mikati, Hiam Abou Chedid, Mahmoud Mabsout, Aida Sabra",2012,TV-MA,81 min,7.988
187,Taxi Ballad,Movie, United States,Daniel Joseph,"Talal El-Jordi, Karina Logue, Badih Abou Chakra, Tariq Tamim, Omar Mikati, Hiam Abou Chedid, Mahmoud Mabsout, Aida Sabra",2012,TV-MA,81 min,7.988
188,Taxi Ballad,Movie, United Arab Emirates,Daniel Joseph,"Talal El-Jordi, Karina Logue, Badih Abou Chakra, Tariq Tamim, Omar Mikati, Hiam Abou Chedid, Mahmoud Mabsout, Aida Sabra",2012,TV-MA,81 min,7.988
189,Love,Movie,India,Khalid Rahman,"Shine Tom Chacko, Rajisha Vijayan, Gokulan, Sudhi Koppa, Veena Nandakumar, Johny Antony",2020,TV-14,91 min,7.981
190,Raman Raghav 2.0,Movie,India,Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra, Anuschka Sawhney, Vipin Sharma, Deepali Suryakant Badekar, Ashok Lokhande, Harssh Singh, Rajesh Jais, Hitesh Dave",2016,TV-MA,133 min,7.979
191,High Society,Movie,South Korea,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",2018,TV-MA,137 min,7.975
192,Air Force One,Movie,United States,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Paul Guilfoyle, William H. Macy, Liesel Matthews, Dean Stockwell, Xander Berkeley, Bill Smitrovich, Elya Baskin, David Vadim, Tom Everett, Spencer Garrett, Philip Baker Hall",1997,R,125 min,7.971
193,Air Force One,Movie, Germany,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Paul Guilfoyle, William H. Macy, Liesel Matthews, Dean Stockwell, Xander Berkeley, Bill Smitrovich, Elya Baskin, David Vadim, Tom Everett, Spencer Garrett, Philip Baker Hall",1997,R,125 min,7.971
194,Thug Life,Movie,India,Mukesh Vohra,"Harish Verma, Jass Bajwa, Rajiv Thakur, Ihana Dhillon, Yograj Singh, Karamjit Anmol, Anita Devgan, Vrajesh Hirjee, Rana Jung Bahadur, Hobby Dhaliwal",2017,TV-14,133 min,7.96
195,"My Teacher, My Obsession",Movie,United States,Damián Romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",2018,TV-14,86 min,7.956
196,Paper Lives,Movie,Turkey,Can Ulkay,"Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk, Osman İskender Bayer, Tomris Çetinel, Volkan Çalışkan, Mehmet Bahattin Genç, Okşan Büyük",2021,TV-MA,97 min,7.954
197,VS.,Movie,United Kingdom,Ed Lilly,"Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James",2018,TV-MA,99 min,7.952
198,I Don't Know How She Does It,Movie,United States,Douglas McGrath,"Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks, Kelsey Grammer, Seth Meyers, Olivia Munn, Jane Curtin, Mark Blum, Busy Philipps, Sarah Shahi, Jessica Szohr",2011,PG-13,89 min,7.944
199,Domino,Movie,Denmark,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,R,89 min,7.935
200,Domino,Movie, France,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,R,89 min,7.935
201,Domino,Movie, Belgium,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,R,89 min,7.935
202,Domino,Movie, Italy,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,R,89 min,7.935
203,Domino,Movie, Netherlands,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,R,89 min,7.935
204,Domino,Movie, United States,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,R,89 min,7.935
205,Domino,Movie, United Kingdom,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,R,89 min,7.935
206,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,India,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",2008,TV-14,119 min,7.933
207,A Private War,Movie,United Kingdom,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan",2018,R,110 min,7.933
208,A Private War,Movie, United States,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan",2018,R,110 min,7.933
209,Tell Me Who I Am,Movie,United Kingdom,Ed Perkins,Unknown,2019,TV-MA,86 min,7.933
210,Super Monsters: Santa’s Super Monster Helpers,Movie,nan,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie",2020,TV-Y,24 min,7.932
211,Tears of the Sun,Movie,United States,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie",2003,R,121 min,7.926
212,Charlie's Angels: Full Throttle,Movie,United States,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",2003,PG-13,106 min,7.925
213,The Crying Game,Movie,United Kingdom,Neil Jordan,"Stephen Rea, Miranda Richardson, Forest Whitaker, Jaye Davidson, Adrian Dunbar, Breffini McKenna, Joe Savino, Birdie Sweeney, Andree Bernard, Jim Broadbent",1992,R,112 min,7.924
214,The Crying Game,Movie, Japan,Neil Jordan,"Stephen Rea, Miranda Richardson, Forest Whitaker, Jaye Davidson, Adrian Dunbar, Breffini McKenna, Joe Savino, Birdie Sweeney, Andree Bernard, Jim Broadbent",1992,R,112 min,7.924
215,The Crying Game,Movie, United States,Neil Jordan,"Stephen Rea, Miranda Richardson, Forest Whitaker, Jaye Davidson, Adrian Dunbar, Breffini McKenna, Joe Savino, Birdie Sweeney, Andree Bernard, Jim Broadbent",1992,R,112 min,7.924
216,Monster High: New Ghoul at School,Movie,United States,"Audu Paden, Eric Radomski","Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal, Audu Paden, Troy Baker, Erin Fitzgerald",2010,TV-Y7,23 min,7.923
217,Si saben cómo me pongo ¿pá qué me invitan?,Movie,Colombia,Fernando Ayllón,"Ricardo Quevedo, Iván Marín, Freddy Beltrán, Nelson Polanía, Fabiola Posada, Liss Pereira, Jessica Sanjuan, Lina Cardona",2018,TV-MA,89 min,7.92
218,The Breaker Upperers,Movie,New Zealand,"Jackie van Beek, Madeleine Sami","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement",2018,TV-MA,82 min,7.918
219,MFKZ,Movie,France,"Shojiro Nishimi, Guillaume Renard","Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez",2017,R,95 min,7.916
220,MFKZ,Movie, Japan,"Shojiro Nishimi, Guillaume Renard","Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez",2017,R,95 min,7.916
221,The November Man,Movie,United States,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Eliza Taylor, Caterina Scorsone, Bill Smitrovich, Will Patton, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic",2014,R,108 min,7.914
222,The November Man,Movie, United Kingdom,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Eliza Taylor, Caterina Scorsone, Bill Smitrovich, Will Patton, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic",2014,R,108 min,7.914
223,Sky Tour: The Movie,Movie,Vietnam,Nguyen Thanh Tung,Son Tung M-TP,2020,TV-G,93 min,7.914
224,Polaroid,Movie,United States,Lars Klevberg,"Kathryn Prescott, Mitch Pileggi, Grace Zabriskie, Tyler Young, Samantha Logan, Javier Botet, Katie Stevens, Madelaine Petsch, Priscilla Quintana, Davi Santos, Keenan Tracey",2019,PG-13,88 min,7.91
