,Title,Type,Country,Director,Cast,Release Year,Rating,Duration,Vote Average
3954,Miss Julie,Movie, Ireland,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy",2014,PG-13,130 min,5.3
3955,Cowspiracy: The Sustainability Secret,Movie,United States,"Kip Andersen, Keegan Kuhn",Kip Andersen,2014,TV-PG,90 min,5.3
3956,A Perfect Ending,Movie,United States,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",2012,TV-MA,110 min,5.3
3957,Barbie: Spy Squad,Movie,United States,Conrad Helten,"Erica Lindbeck, Stephanie Sheh, Jenny Pellicer, Alyssya Swales, Elizabeth Irving, Brian Dobson, Rebecca Husain, Cathy Weseluck",2016,TV-Y,75 min,5.3
3958,Barbie: Spy Squad,Movie, Canada,Conrad Helten,"Erica Lindbeck, Stephanie Sheh, Jenny Pellicer, Alyssya Swales, Elizabeth Irving, Brian Dobson, Rebecca Husain, Cathy Weseluck",2016,TV-Y,75 min,5.3
3959,Ordinary World,Movie,United States,Lee Kirk,"Billie Joe Armstrong, Fred Armisen, Judy Greer, Selma Blair, Chris Messina, Brian Baumgartner, John Doman, Madisyn Shipman, Kevin Corrigan, Mia Dillon, Lucas Papaelias",2016,TV-14,87 min,5.3
3960,Bittersweet,Movie,Egypt,Khaled Marei,"Ahmed Helmy, Lotfy Labib, Edward, Enaam Salousa",2010,TV-MA,132 min,5.3
3961,Lagos Real Fake Life,Movie,nan,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively",2018,TV-MA,118 min,5.3
3962,The Informant!,Movie,United States,Steven Soderbergh,"Matt Damon, Scott Bakula, Joel McHale, Melanie Lynskey, Thomas F. Wilson, Patton Oswalt, Tony Hale, Eddie Jemison, Paul F. Tompkins, Tom Papa",2009,R,108 min,5.3
3963,Deliha 2,Movie,Turkey,Gupse Özay,"Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner",2018,TV-PG,102 min,5.3
3964,The Package,Movie,United States,Jake Szymanski,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",2018,TV-MA,95 min,5.3
3965,We Are All For The Fatherland,Movie,Lebanon,Unknown,Unknown,1979,TV-14,74 min,5.3
3966,We Are All For The Fatherland,Movie, Canada,Unknown,Unknown,1979,TV-14,74 min,5.3
3967,We Are All For The Fatherland,Movie, France,Unknown,Unknown,1979,TV-14,74 min,5.3
3968,Zindagi Kitni Haseen Hay,Movie,Pakistan,Anjum Shahzad,"Feroze Khan, Sajal Ali, Jibrayl Ahmed Rajput, Alyy Khan, Shafqat Cheema, Nayyar Ejaz, Rashid Farooqi",2016,TV-14,126 min,5.3
3969,River's Edge,Movie,Japan,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",2018,TV-MA,118 min,5.3
3970,The Black Godfather,Movie,United States,Reginald Hudlin,"Clarence Avant, Quincy Jones",2019,TV-MA,118 min,5.3
3971,Horse Girl,Movie,United States,Jeff Baena,"Alison Brie, Debby Ryan, Paul Reiser, John Reynolds, Molly Shannon, John Ortiz, Meredith Hagner, Jake Picking, David Paymer, Jay Duplass",2020,R,104 min,5.3
3972,Good Burger,Movie,United States,Brian Robbins,"Kenan Thompson, Kel Mitchell, Abe Vigoda, Dan Schneider, Shar Jackson, Jan Schweiterman, Linda Cardellini, Sinbad, Ron Lester, Josh Server, Ginny Schreiber",1997,PG,96 min,5.3
3973,A Ghost Story,Movie,United States,David Lowery,"Casey Affleck, Rooney Mara, Liz Franke, Rob Zabrecky, Will Oldham, Sonia Acevedo",2017,R,92 min,5.3
3974,Jiro Dreams of Sushi,Movie,United States,David Gelb,Jiro Ono,2011,PG,79 min,5.3
3975,All My Friends Are Dead,Movie,Poland,Jan Belcl,"Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk, Monika Krzywkowska, Nikodem Rozbicki, Kamil Piotrowski, Adam Bobik, Paulina Gałązka, Magdalena Perlińska, Katarzyna Chojnacka, Konrad Żygadło, Szymon Roszak, Michał Sikorski, Aleksandra Pisula, Wojciech Łozowski, Michał Meyer, Adam Woronowicz",2020,TV-MA,97 min,5.3
3976,Smoke & Mirrors,Movie,Spain,Alberto Rodríguez,"Eduard Fernández, José Coronado, Marta Etura, Carlos Santos, Enric Benavent, Philippe Rebbot, Israel Elejalde, Tomás del Estal, Emilio Gutiérrez Caba",2016,TV-14,123 min,5.296
3977,Just Another Love Story,Movie,Denmark,Ole Bornedal,"Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas, Charlotte Fich, Dejan Cukic, Karsten Jansfort, Flemming Enevold, Bent Mejding, Ewa Fröling, Josephine Raahauge, Timm Vladimir, Ditte Hansen",2007,TV-MA,104 min,5.294
3978,We Have Always Lived in the Castle,Movie,United States,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford",2018,TV-14,95 min,5.286
3979,Ma Chu Ka,Movie,India,Jayan Vannery,"Pasupathy, Janani Iyer, Pratap Pothen",2017,TV-14,117 min,5.281
3980,Giving Voice,Movie,United States,"James D. Stern, Fernando Villena","Viola Davis, Denzel Washington, Stephen Henderson, Freedom Martin, Nia Sarfo, Cody Merridith, Gerardo Navarro, Aaron Guy, Callie Holley",2020,PG-13,91 min,5.281
3981,Marvel's Iron Man & Hulk: Heroes United,Movie,United States,"Leo Riley, Eric Radomski","Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye",2013,PG,72 min,5.277
3982,Hope Frozen: A Quest to Live Twice,Movie,Thailand,Pailin Wedel,Unknown,2020,TV-PG,80 min,5.275
3983,Hope Frozen: A Quest to Live Twice,Movie, United States,Pailin Wedel,Unknown,2020,TV-PG,80 min,5.275
3984,A Christmas Prince: The Royal Wedding,Movie,United States,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh",2018,TV-PG,93 min,5.274
3985,Hell and Back,Movie,United States,"Tom Gianas, Ross R. Shuman","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford",2015,R,86 min,5.269
3986,The Holiday Calendar,Movie,United States,Bradley Walsh,"Kat Graham, Quincy Brown, Ethan Peck, Ron Cephas Jones, Genelle Williams, Ali Hassan, Rodrigo Fernandez-Stoll, Laura de Carteret, Kevin Hanchard, Romaine Waite",2018,TV-G,95 min,5.264
3987,The Iron Lady,Movie,United Kingdom,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge",2011,PG-13,105 min,5.263
3988,The Iron Lady,Movie, France,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge",2011,PG-13,105 min,5.263
3989,NOVA: First Face of America,Movie,United States,Graham Townsley,Jay O. Sanders,2018,TV-PG,53 min,5.262
3990,Russell Peters: Notorious,Movie,United States,Dave Higby,Russell Peters,2013,NR,72 min,5.255
3991,We Are Your Friends,Movie,United Kingdom,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams",2015,R,96 min,5.254
3992,We Are Your Friends,Movie, France,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams",2015,R,96 min,5.254
3993,We Are Your Friends,Movie, United States,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams",2015,R,96 min,5.254
3994,Camp X-Ray,Movie,United States,Peter Sattler,"Kristen Stewart, Peyman Moaadi, John Carroll Lynch, Lane Garrison, Joseph Julian Soria, Ser'Darius Blain, Cory Michael Smith, Julia Duffy",2014,R,117 min,5.253
3995,The Body,Movie,India,Jeethu Joseph,"Rishi Kapoor, Emraan Hashmi, Sobhita Dhulipala, Vedika, Anupam Bhattacharya, Chandan Anand, Arif Zakaria, Rukhsar Ahmed",2019,TV-14,101 min,5.252
3996,7 Khoon Maaf,Movie,India,Vishal Bhardwaj,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",2011,TV-MA,148 min,5.25
3997,3 Days to Kill,Movie,United States,McG,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney",2014,PG-13,117 min,5.25
3998,3 Days to Kill,Movie, France,McG,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney",2014,PG-13,117 min,5.25
3999,3 Days to Kill,Movie, Serbia,McG,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney",2014,PG-13,117 min,5.25
4000,Wazir,Movie,India,Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, Manav Kaul, Neil Nitin Mukesh, John Abraham",2016,TV-14,98 min,5.25
4001,Speech & Debate,Movie,United States,Dan Harris,"Liam James, Sarah Steele, Austin McKenzie, Roger Bart, Janeane Garofalo, Wendi McLendon-Covey, Kal Penn, Kimberly Williams-Paisley, Skylar Astin, Edgar Arreola, Sarah Baker",2017,PG-13,96 min,5.248
4002,The Hurricane Heist,Movie,United Kingdom,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",2018,PG-13,103 min,5.246
4003,The Hurricane Heist,Movie, United States,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",2018,PG-13,103 min,5.246
4004,Bill Hicks: Revelations,Movie,United Kingdom,Chris Bould,Bill Hicks,1993,TV-MA,56 min,5.246
4005,Brothers,Movie,India,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana",2015,TV-14,155 min,5.244
4006,Brothers,Movie, United States,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana",2015,TV-14,155 min,5.244
4007,The Conjuring,Movie,United States,James Wan,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver, Shannon Kook",2013,R,112 min,5.243
4008,Dark Skies,Movie,United States,Scott Stewart,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",2013,PG-13,97 min,5.239
4009,The Incredible Story of the Giant Pear,Movie,Denmark,"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick","Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas",2018,TV-G,75 min,5.238
4010,A 2nd Chance,Movie,Australia,Clay Glen,"Nina Pearce, Adam Tuominen, Emily Morris, Amy Handley, Carmel Johnson, Alanah Gilbert, Hapi Murphy, Lilly Blacker, Julie Kay Lumasag, Elysia Markou",2011,PG,95 min,5.224
4011,Company,Movie,India,Ram Gopal Varma,"Ajay Devgn, Vivek Oberoi, Mohanlal, Manisha Koirala, Seema Biswas, Antara Mali, Akash Khurana, Madan Joshi, Vijay Raaz, Rajpal Yadav",2002,TV-MA,137 min,5.222
4012,Felipe Esparza: They're Not Going to Laugh at You,Movie,United States,Scott L. Montoya,Felipe Esparza,2012,TV-MA,58 min,5.22
4013,An Evening with Beverly Luff Linn,Movie,United Kingdom,Jim Hosking,"Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex",2018,R,108 min,5.218
4014,An Evening with Beverly Luff Linn,Movie, United States,Jim Hosking,"Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex",2018,R,108 min,5.218
4015,Bibi & Tina: Girls Versus Boys,Movie,Germany,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Tilman Pörzgen, Philipp Laude, Charly Hübner, Louis Held, Benjamin Lutzke, Max von der Groeben, Kostja Ullmann, Michael Maertens, Fabian Buch, Winnie Böwe",2016,TV-14,107 min,5.218
4016,Uncut Gems,Movie,United States,"Josh Safdie, Benny Safdie","Adam Sandler, LaKeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye",2019,R,135 min,5.213
4017,The Hows of Us,Movie,Philippines,Cathy Garcia-Molina,"Kathryn Bernardo, Daniel Padilla, Darren Espanto, Jean Garcia, Susan Africa, Ria Atayde, Kit Thompson, Odette Khan, Alwyn Uytingco, Juan Miguel Severo",2018,TV-14,120 min,5.213
4018,Shikari,Movie,India,"Latif Faiziyev, Umesh Mehra","Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar, Gulshan Grover, Anjana Mumtaz, Amrish Puri, Amrit Pal, Achyut Potdar, Lilliput",1991,TV-14,163 min,5.208
4019,Shikari,Movie, Soviet Union,"Latif Faiziyev, Umesh Mehra","Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar, Gulshan Grover, Anjana Mumtaz, Amrish Puri, Amrit Pal, Achyut Potdar, Lilliput",1991,TV-14,163 min,5.208
4020,Shootout at Lokhandwala,Movie,India,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Arbaaz Khan, Abhishek Bachchan, Vivek Oberoi, Tusshar Kapoor, Rohit Roy, Shabbir Ahluwalia, Dia Mirza, Amrita Singh, Neha Dhupia",2007,TV-MA,116 min,5.202
4021,Jeremy Scott: The People's Designer,Movie,United States,Vlad Yudin,Jeremy Scott,2015,PG-13,109 min,5.2
4022,Naledi: A Baby Elephant's Tale,Movie,United States,"Ben Bowie, Geoff Luck",Unknown,2016,TV-PG,91 min,5.2
4023,Naledi: A Baby Elephant's Tale,Movie, Botswana,"Ben Bowie, Geoff Luck",Unknown,2016,TV-PG,91 min,5.2
4024,Us and Them,Movie,China,Rene Liu,"Jing Boran, Zhou Dongyu, Zhuangzhuang Tian, Qu Zheming, Zhang Zixian",2018,TV-MA,119 min,5.2
4025,Furthest Witness,Movie,United States,Adam Del Giudice,"Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel",2017,TV-MA,88 min,5.2
4026,Furthest Witness,Movie, United Kingdom,Adam Del Giudice,"Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel",2017,TV-MA,88 min,5.2
4027,The Seven Five,Movie,United States,Tiller Russell,Unknown,2014,R,104 min,5.2
4028,X: Past Is Present,Movie,India,"Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma","Anshuman Jha, Rajat Kapoor, Pooja Ruparel, Piaa Bajpai, Huma Qureshi, Usha Uthup, Radhika Apte, Swara Bhaskar",2015,TV-MA,105 min,5.2
4029,Legend of the Guardians: The Owls of Ga'Hoole,Movie,United States,Zack Snyder,"Helen Mirren, Geoffrey Rush, Jim Sturgess, Hugo Weaving, Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Sam Neill",2010,PG,97 min,5.2
4030,Legend of the Guardians: The Owls of Ga'Hoole,Movie, Australia,Zack Snyder,"Helen Mirren, Geoffrey Rush, Jim Sturgess, Hugo Weaving, Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Sam Neill",2010,PG,97 min,5.2
4031,Kill the Messenger,Movie,United States,Michael Cuesta,"Jeremy Renner, Rosemarie DeWitt, Ray Liotta, Tim Blake Nelson, Oliver Platt, Barry Pepper, Michael Sheen, Paz Vega, Michael Kenneth Williams, Mary Elizabeth Winstead, Andy Garcia, Robert Patrick",2014,R,112 min,5.2
4032,Saawan,Movie,Pakistan,Farhan Alam,"Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz",2016,TV-14,128 min,5.2
4033,Samudri Lootere,Movie,nan,Anirban Majumder,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",2018,TV-Y,65 min,5.2
4034,Baahubali 2: The Conclusion (Tamil Version),Movie,nan,S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju",2017,TV-MA,166 min,5.2
4035,A Home with A View,Movie,Hong Kong,Herman Yau,"Francis Chun-Yu Ng, Louis Koo, Anita Yuen, Tat-Ming Cheung, Jocelyn Choi, Ng Siu-hin, Lam Suet, Anthony Wong Chau-Sang, Lo Hoi-pang",2019,TV-MA,92 min,5.2
4036,Minnaminugu the FireFly,Movie,India,Anil Thomas,"Surabhi Lakshmi, Krishnan Balakrishnan, Rebecca Santhosh, Prem Prakash, Archana Padmini",2017,TV-14,128 min,5.2
4037,20 Feet From Stardom,Movie,United States,Morgan Neville,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",2013,PG-13,91 min,5.2
4038,St. Agatha,Movie,United States,Darren Lynn Bousman,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Shaun Fletcher, Lindsay Seim, Hannah Fierman, Trin Miller, Seth Michaels, Justin Miles",2018,TV-MA,103 min,5.2
4039,Filmworker,Movie,United States,Tony Zierra,Leon Vitali,2017,TV-MA,94 min,5.2
4040,Tremors: Shrieker Island,Movie,United States,Don Michael Paul,"Michael Gross, Jon Heder, Caroline Langrishe, Cassie Clare, Matthew Douglas, Sahajak Boonthanakit, David Asavanond, Jackie Cruz, Richard Brake",2020,PG-13,102 min,5.2
4041,November Criminals,Movie,United States,Sacha Gervasi,"Ansel Elgort, Chloë Grace Moretz, David Strathairn, Catherine Keener, Terry Kinney, Cory Hardrict, Philip Ettinger, Danny Flaherty, Victor Williams, Tessa Albertson",2017,PG-13,86 min,5.2
4042,Guatemala: Heart of the Mayan World,Movie,Uruguay,"Luis Ara, Ignacio Jaunsolo",Christian Morales,2019,TV-G,67 min,5.2
4043,Guatemala: Heart of the Mayan World,Movie, Guatemala,"Luis Ara, Ignacio Jaunsolo",Christian Morales,2019,TV-G,67 min,5.2
4044,Ms. Mammy,Movie,Egypt,Wael Ihsan,"Yasmin Abdulaziz, Hassan El Raddad, Ahmed Fouad Selim, Entessar, Hesham Ismail, Badria Tolba, Ghassan Mattar, Eman El-Sayed, Saad El Soghayar, Soleiman Eid, Youssef Eid, Hassan Abdulfattah, Mohamed Lotfy, Hala Fakher",2012,TV-14,90 min,5.2
4045,The Incredibles 2,Movie,United States,Brad Bird,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Sarah Vowell, Huck Milner, Catherine Keener, Bob Odenkirk, Sophia Bush, Brad Bird, John Ratzenberger",2018,PG,118 min,5.2
4046,Harud,Movie,India,Aamir Bashir,"Mohammad Amir Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai, Mudessir Ahmed Khan, Rayes Mohiuddin",2010,TV-MA,100 min,5.2
4047,Haunting on Fraternity Row,Movie,United States,Brant Sersen,"Jacob Artist, Jayson Blair, Shanley Caswell, Claudia Lee, Ashton Moio, Cameron Moulene, Molly Tarlov, Chester Rushing",2018,TV-MA,99 min,5.2
4048,There Will Be Blood,Movie,United States,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier, Sydney McCallister, David Willis, David Warshofsky, Colton Woodward, Russell Harvard",2007,R,158 min,5.2
4049,The Karate Kid,Movie,United States,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",1984,PG,127 min,5.2
4050,The Strangers,Movie,United States,Bryan Bertino,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton, Alex Fisher, Peter Clayton-Luce",2008,R,85 min,5.2
4051,The Fury of a Patient Man,Movie,Spain,Raúl Arévalo,"Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio",2016,TV-MA,92 min,5.2
4052,Roots,Movie,nan,Shweta Basu Prasad,Unknown,2016,TV-PG,62 min,5.2
4053,NiNoKuni,Movie,Japan,Yoshiyuki Momose,"Kento Yamazaki, Mackenyu, Mei Nagano, Mamoru Miyano, Maaya Sakamoto, Yuki Kaji, Kenjiro Tsuda, Koichi Yamadera, Masatoh Ibu, Tsuyoshi Muro",2019,TV-14,107 min,5.2
4054,Catching Feelings,Movie,South Africa,Kagiso Lediga,"Kagiso Lediga, Pearl Thusi, Akin Omotoso, Andrew Buckland",2018,TV-MA,117 min,5.194
4055,Mark Gatiss: A Study in Sherlock,Movie,nan,Nathan Landeg,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Steven Moffat",2016,TV-14,29 min,5.188
4056,Soul to Keep,Movie,United States,"David Allensworth, Monière","Sandra Mae Frank, Aurora Heimbach, Craig Fogel, Tony Spitz, Jordan Theodore, Kate Rose Reynolds, Jessie Jordan, Derek Long, Sophia Getz, Amelia Sheeler",2019,TV-MA,94 min,5.183
4057,The Bleeding Edge,Movie,Australia,Kirby Dick,Unknown,2018,TV-14,101 min,5.177
4058,The Bleeding Edge,Movie, United States,Kirby Dick,Unknown,2018,TV-14,101 min,5.177
4059,Manmadhudu 2,Movie,India,Rahul Ravindran,"Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti",2019,TV-MA,152 min,5.174
4060,Charlie's Angels,Movie,United States,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson",2000,PG-13,98 min,5.171
4061,Charlie's Angels,Movie, Germany,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson",2000,PG-13,98 min,5.171
4062,The Old Ways,Movie,United States,Christopher Alender,"Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez",2020,TV-MA,90 min,5.168
