,Title,Type,Country,Release Year,Rating,Duration,Vote Average
2732,Women of Troy,MOVIE,['US'],2020,Unknown,59,5.5
2733,Superman III,MOVIE,['US',1983,PG,125,5.5
2734,Superman III,MOVIE, 'GB'],1983,PG,125,5.5
2735,"Yvonne Orji: Momma, I Made It!",MOVIE,['US'],2020,Unknown,65,5.5
2736,Volunteers,MOVIE,['US',1985,R,107,5.5
2737,Volunteers,MOVIE, 'TH'],1985,R,107,5.5
2738,Lil Rel Howery: Live in Crenshaw,MOVIE,['US'],2019,Unknown,64,5.5
2739,Supergirl,MOVIE,['GB',1984,PG,124,5.478
2740,Supergirl,MOVIE, 'US'],1984,PG,124,5.478
2741,Iron Eagle,MOVIE,['IL',1986,PG-13,117,5.458
2742,Iron Eagle,MOVIE, 'US',1986,PG-13,117,5.458
2743,Iron Eagle,MOVIE, 'CA'],1986,PG-13,117,5.458
2744,A Vigilante,MOVIE,['US'],2019,R,91,5.443
2745,Hellraiser: Inferno,MOVIE,['US'],2000,R,99,5.428
2746,"10,000 BC",MOVIE,['US',2008,PG-13,109,5.421
2747,"10,000 BC",MOVIE, 'ZA'],2008,PG-13,109,5.421
2748,We Met in Virtual Reality,MOVIE,['US',2022,R,91,5.417
2749,We Met in Virtual Reality,MOVIE, 'GB'],2022,R,91,5.417
2750,Spawn,MOVIE,['US'],1997,PG-13,96,5.404
2751,Fahrenheit 451,MOVIE,['US'],2018,PG-13,100,5.4
2752,Bud Greenspan Presents Vancouver 2010: Stories of Olympic Glory,MOVIE,['US'],2011,Unknown,116,5.4
2753,The Olympic Games Held at Chamonix in 1924,MOVIE,['FR'],1924,Unknown,37,5.4
2754,Revenge of the Green Dragons,MOVIE,['US',2014,R,95,5.4
2755,Revenge of the Green Dragons,MOVIE, 'HK'],2014,R,95,5.4
2756,Marlon Wayans: You Know What It Is,MOVIE,['US'],2021,R,58,5.4
2757,Well Groomed,MOVIE,['US'],2020,Unknown,88,5.4
2758,Moonlight Sonata: Deafness in Three Movements,MOVIE,['US'],2019,Unknown,90,5.4
2759,Buzz,MOVIE,['US'],2019,PG,90,5.4
2760,Paparazzi,MOVIE,['US'],2004,R,84,5.4
2761,A Happening of Monumental Proportions,MOVIE,['US'],2018,R,81,5.4
2762,An Impossible Balancing Feat,MOVIE,['FR'],1902,Unknown,1,5.4
2763,The Haunting,MOVIE,['US'],1999,PG-13,113,5.4
2764,The Adderall Diaries,MOVIE,['US'],2016,R,105,5.4
2765,House Party 4: Down to the Last Minute,MOVIE,['US'],2001,R,79,5.4
2766,Transhood,MOVIE,['US'],2020,Unknown,96,5.4
2767,"There Is No ""I"" in Threesome",MOVIE,['NZ'],2021,Unknown,87,5.4
2768,Batman Forever,MOVIE,['US'],1995,PG-13,121,5.4
2769,Piranha 3D,MOVIE,['US'],2010,R,88,5.393
2770,Snakes on a Plane,MOVIE,['US'],2006,R,105,5.392
2771,Zoom,MOVIE,['US'],2006,PG,83,5.356
2772,Little Black Book,MOVIE,['US'],2004,PG-13,111,5.349
2773,Navy Seals,MOVIE,['US'],1990,R,113,5.319
2774,Stuck on You,MOVIE,['US'],2003,PG-13,119,5.311
2775,The Grand Olympics,MOVIE,['IT'],1961,Unknown,142,5.3
2776,The Last Truck: Closing of a GM Plant,MOVIE,['US'],2012,Unknown,41,5.3
2777,"Love, Lizzo",MOVIE,['US'],2022,Unknown,89,5.3
2778,The Olympic Games in Paris 1924,MOVIE,['FR'],1925,Unknown,174,5.3
2779,The Fastest Woman on Earth,MOVIE,['US',2022,Unknown,104,5.3
2780,The Fastest Woman on Earth,MOVIE, 'GB'],2022,Unknown,104,5.3
2781,Addiction,MOVIE,['US'],2007,Unknown,86,5.3
2782,Robert Klein: Unfair & Unbalanced,MOVIE,['US'],2010,Unknown,60,5.3
2783,Nikki Glaser: Good Clean Filth,MOVIE,['US'],2022,Unknown,59,5.3
2784,Mimic 2,MOVIE,['US'],2001,R,83,5.3
2785,Hard as Nails,MOVIE,['US'],2007,Unknown,78,5.3
2786,House Party 2,MOVIE,['US'],1991,R,94,5.3
2787,Daybreak,MOVIE,['US'],1993,R,91,5.3
2788,Tammy,MOVIE,['US'],2014,R,97,5.3
2789,George Lopez: The Wall,MOVIE,['US'],2017,Unknown,60,5.3
2790,Person to Person,MOVIE,['US'],2017,Unknown,84,5.3
2791,The Soul of America,MOVIE,['US'],2020,Unknown,77,5.3
2792,Yvonne Orji: A Whole Me,MOVIE,[],2022,Unknown,70,5.3
2793,Coneheads,MOVIE,['US'],1993,PG,87,5.3
2794,Graveyard Shift,MOVIE,['US',1990,R,89,5.3
2795,Graveyard Shift,MOVIE, 'JP'],1990,R,89,5.3
2796,House Party 3,MOVIE,['US'],1994,R,100,5.3
2797,Conan the Barbarian,MOVIE,['US'],2011,R,112,5.292
2798,The X from Outer Space,MOVIE,['JP'],1967,PG,89,5.271
2799,Equinox,MOVIE,['US'],1970,PG,80,5.255
2800,A Forbidden Orange,MOVIE,['ES'],2021,R,85,5.25
2801,Hellraiser: Bloodline,MOVIE,['US'],1996,R,86,5.249
2802,Daredevil,MOVIE,['US'],2003,PG-13,103,5.24
2803,Blair Witch,MOVIE,['CA',2016,R,89,5.21
2804,Blair Witch,MOVIE, 'US'],2016,R,89,5.21
2805,Club Dread,MOVIE,['US'],2004,R,104,5.2
2806,Green Lantern,MOVIE,['US'],2011,PG-13,114,5.2
2807,The Last Outlaw,MOVIE,['US'],1993,R,93,5.2
2808,Nothing but Trouble,MOVIE,['US'],1991,PG-13,94,5.2
2809,John Lewis: Good Trouble,MOVIE,['US'],2020,PG,96,5.2
2810,"The Olympic Games, Amsterdam 1928",MOVIE,['IT'],1928,Unknown,192,5.2
2811,A Good Job: Stories of the FDNY,MOVIE,['US'],2014,G,60,5.2
2812,The Infamous Future,MOVIE,['US'],2019,Unknown,40,5.2
2813,City Slickers II: The Legend of Curly's Gold,MOVIE,['US'],1994,PG-13,116,5.2
2814,Precious Cargo,MOVIE,['CA'],2016,R,99,5.2
2815,Angel Rodriguez,MOVIE,['US'],2005,Unknown,82,5.2
2816,D.L. Hughley: Going Home,MOVIE,['US'],1999,Unknown,57,5.2
2817,Crocodile Dundee in Los Angeles,MOVIE,['AU',2001,PG,95,5.2
2818,Crocodile Dundee in Los Angeles,MOVIE, 'US'],2001,PG,95,5.2
2819,Paycheck to Paycheck: The Life & Times of Katrina Gilbert,MOVIE,['US'],2014,Unknown,74,5.2
2820,Freedomland,MOVIE,['US'],2006,R,113,5.2
2821,The Unborn,MOVIE,['US'],2009,PG-13,87,5.192
2822,Next Day Air,MOVIE,['US'],2009,R,84,5.188
2823,Balls Out: Gary the Tennis Coach,MOVIE,['US'],2009,R,87,5.146
2824,How to Survive a Pandemic,MOVIE,['US'],2022,Unknown,109,5.143
2825,Malibu's Most Wanted,MOVIE,['US'],2003,PG-13,86,5.14
2826,Escape Plan 2: Hades,MOVIE,['CN',2018,R,93,5.126
2827,Escape Plan 2: Hades,MOVIE, 'US'],2018,R,93,5.126
2828,When We Were Bullies,MOVIE,['US',2021,Unknown,36,5.1
2829,When We Were Bullies,MOVIE, 'DE'],2021,Unknown,36,5.1
2830,Cops & Robbersons,MOVIE,['US'],1994,PG,89,5.1
2831,Cheech & Chong's The Corsican Brothers,MOVIE,['US'],1984,PG,82,5.1
2832,The Legend of the Underground,MOVIE,['NG',2021,Unknown,86,5.1
2833,The Legend of the Underground,MOVIE, 'US'],2021,Unknown,86,5.1
2834,Wolf,MOVIE,['PL',2022,R,100,5.1
2835,Wolf,MOVIE, 'IE'],2022,R,100,5.1
2836,The Olympic Games as They Were Practiced in Ancient Greece,MOVIE,[],1924,Unknown,8,5.1
2837,The Bad News Bears Go to Japan,MOVIE,['US'],1978,PG,91,5.1
2838,The Fever,MOVIE,['US',2004,R,83,5.1
2839,The Fever,MOVIE, 'GB'],2004,R,83,5.1
2840,Mojave,MOVIE,['US'],2015,R,93,5.092
2841,Snow Day,MOVIE,['DE',2000,PG,89,5.065
2842,Snow Day,MOVIE, 'US'],2000,PG,89,5.065
2843,Prom Night,MOVIE,['US'],2008,PG-13,88,5.044
2844,xXx: State of the Union,MOVIE,['US'],2005,PG-13,101,5.005
2845,My Boss's Daughter,MOVIE,['US'],2003,PG-13,83,5.0
2846,Calgary ’88: 16 Days of Glory,MOVIE,['US'],1989,Unknown,202,5.0
2847,Vampire in Brooklyn,MOVIE,['US'],1995,R,98,5.0
2848,Skinheads USA: Soldiers of the Race War,MOVIE,['US'],1993,Unknown,45,5.0
2849,The Urban Crisis and the New Militants: Module 3 - Law and Order vs. Dissent,MOVIE,[],1968,Unknown,12,5.0
2850,First Man into Space,MOVIE,['GB'],1959,Unknown,77,5.0
2851,"IX Olympic Winter Games, Innsbruck 1964",MOVIE,['AT'],1965,Unknown,96,5.0
2852,The Urban Crisis and the New Militants: Module 1 - The Right to Dissent: A Press Conference,MOVIE,[],1968,Unknown,9,5.0
2853,Questioning Darwin,MOVIE,['US'],2014,Unknown,56,5.0
2854,Home Videos,MOVIE,['US'],2019,Unknown,29,5.0
2855,Beauty and the Bandit,MOVIE,['US'],1946,PG-13,69,5.0
2856,Jackson,MOVIE,['US'],2016,Unknown,92,5.0
2857,Meet the Donors: Does Money Talk?,MOVIE,['US'],2016,Unknown,66,5.0
2858,A Christmas Dream,MOVIE,['XC'],1945,Unknown,11,5.0
2859,"It's Me, Hilary: The Man Who Drew Eloise",MOVIE,['US'],2015,Unknown,36,5.0
2860,The Truth About Killer Robots,MOVIE,['US'],2018,PG-13,85,5.0
2861,41,MOVIE,['US'],2012,G,120,5.0
2862,One Nation Under Stress,MOVIE,['US'],2019,Unknown,70,5.0
2863,Finding the Way Home,MOVIE,['US'],2019,Unknown,97,5.0
2864,About Face: Supermodels Then and Now,MOVIE,['US'],2012,Unknown,75,5.0
2865,Under the Stars,MOVIE,['FR'],2022,PG,52,5.0
2866,Robert Klein: The Amorous Busboy of Decatur Avenue,MOVIE,['US'],2005,Unknown,60,5.0
2867,Habla Men,MOVIE,['US'],2014,Unknown,58,5.0
2868,Whoopi Goldberg: Back to Broadway,MOVIE,['US'],2005,Unknown,90,5.0
2869,Colin Quinn & Friends: A Parking Lot Comedy Show,MOVIE,['US'],2020,Unknown,49,5.0
2870,Marc Maron: From Bleak to Dark,MOVIE,['US'],2023,Unknown,65,5.0
2871,Bob Saget: That Ain't Right,MOVIE,['US'],2007,Unknown,60,5.0
2872,Welcome to Mooseport,MOVIE,['US',2004,PG-13,110,5.0
2873,Welcome to Mooseport,MOVIE, 'DE'],2004,PG-13,110,5.0
2874,The IX Olympiad in Amsterdam,MOVIE,['IT'],1928,Unknown,251,5.0
2875,The Cookout,MOVIE,['US'],2004,PG-13,97,5.0
2876,Yun,MOVIE,['CL'],2020,Unknown,17,5.0
2877,A Family Is a Family Is a Family: A Rosie O'Donnell Celebration,MOVIE,['US'],2010,Unknown,41,5.0
2878,All Monsters Attack,MOVIE,['JP'],1969,G,70,4.996
2879,All About Steve,MOVIE,['US'],2009,PG-13,99,4.926
2880,Hellraiser: Hellseeker,MOVIE,['US',2002,R,89,4.921
2881,Hellraiser: Hellseeker,MOVIE, 'CA'],2002,R,89,4.921
2882,Furry Vengeance,MOVIE,['AE',2010,PG,92,4.91
2883,Furry Vengeance,MOVIE, 'US'],2010,PG,92,4.91
2884,Mimic: Sentinel,MOVIE,['US'],2003,R,77,4.9
2885,Graffiti Bridge,MOVIE,['US'],1990,PG-13,78,4.9
2886,Mom and Dad Save the World,MOVIE,['US'],1992,PG,88,4.9
2887,Tracy Morgan: Black & Blue,MOVIE,['US'],2010,Unknown,58,4.9
2888,From Dusk Till Dawn 3: The Hangman's Daughter,MOVIE,['US'],1999,R,93,4.876
2889,Nice and Friendly,MOVIE,['US'],1922,Unknown,11,4.848
2890,Hellraiser: Hellworld,MOVIE,['RO',2005,R,91,4.822
2891,Hellraiser: Hellworld,MOVIE, 'US'],2005,R,91,4.822
2892,Once Upon a Time in Brooklyn,MOVIE,['US'],2013,R,116,4.818
2893,Dennis Miller: The Raw Feed,MOVIE,['US'],2003,Unknown,60,4.8
2894,"The VI Olympic Winter Games, Oslo 1952",MOVIE,['NO'],1952,Unknown,103,4.7
2895,The Last Airbender,MOVIE,['US'],2010,PG,103,4.7
2896,DC Super Hero Girls: Legends of Atlantis,MOVIE,['US'],2018,Unknown,75,4.7
2897,El cuartito,MOVIE,['PR'],2021,Unknown,94,4.7
2898,"Say Hey, Willie Mays!",MOVIE,['US'],2022,Unknown,98,4.7
2899,Dim Sum Funeral,MOVIE,['CA',2008,R,95,4.678
2900,Dim Sum Funeral,MOVIE, 'US'],2008,R,95,4.678
2901,College,MOVIE,['US'],2008,R,94,4.674
2902,Hellraiser: Deader,MOVIE,['US',2005,R,88,4.639
2903,Hellraiser: Deader,MOVIE, 'RO'],2005,R,88,4.639
2904,I Was a Teenage Zombie,MOVIE,['US'],1987,Unknown,91,4.6
2905,Games of the XXI Olympiad,MOVIE,['CA'],1977,Unknown,118,4.6
2906,Catwoman,MOVIE,['US'],2004,PG-13,104,4.59
2907,Devil's Due,MOVIE,['US'],2014,R,89,4.576
2908,From Dusk Till Dawn 2: Texas Blood Money,MOVIE,['US'],1999,R,88,4.5
2909,Just a Boy From Tupelo: Bringing Elvis to the Big Screen,MOVIE,[],2023,PG-13,27,4.5
2910,Jury Duty,MOVIE,['US'],1995,PG-13,88,4.5
2911,One Nation Under Dog,MOVIE,['US'],2012,Unknown,73,4.5
2912,Days of the Whale,MOVIE,['CO'],2019,Unknown,80,4.5
2913,Superman IV: The Quest for Peace,MOVIE,['GB',1987,PG,90,4.5
2914,Superman IV: The Quest for Peace,MOVIE, 'US'],1987,PG,90,4.5
2915,Slice,MOVIE,['US'],2018,R,82,4.446
2916,Street Fighter: The Legend of Chun-Li,MOVIE,['US',2009,PG-13,97,4.4
2917,Street Fighter: The Legend of Chun-Li,MOVIE, 'CA',2009,PG-13,97,4.4
2918,Street Fighter: The Legend of Chun-Li,MOVIE, 'IN',2009,PG-13,97,4.4
2919,Street Fighter: The Legend of Chun-Li,MOVIE, 'JP'],2009,PG-13,97,4.4
2920,Iron Eagle II,MOVIE,['CA',1988,PG,105,4.4
2921,Iron Eagle II,MOVIE, 'IL'],1988,PG,105,4.4
2922,This One's for the Ladies,MOVIE,['US'],2019,NC-17,82,4.4
2923,Piranha 3DD,MOVIE,['US'],2012,R,83,4.358
2924,Batman & Robin,MOVIE,['US'],1997,PG-13,130,4.319
2925,Simmer,MOVIE,['US'],2020,Unknown,96,4.3
2926,Our Towns,MOVIE,['US'],2021,Unknown,97,4.3
2927,A Glimpse Inside the Mind of Charles Swan III,MOVIE,['US'],2013,R,86,4.3
2928,Urge,MOVIE,['US'],2016,R,89,4.27
2929,The Trials of Ted Haggard,MOVIE,['US'],2009,Unknown,44,4.25
2930,Cats,MOVIE,['US',2019,PG,110,4.2
2931,Cats,MOVIE, 'GB'],2019,PG,110,4.2
2932,David Spade: Take the Hit,MOVIE,['US'],1998,Unknown,56,4.2
2933,Caddyshack II,MOVIE,['US'],1988,PG-13,94,4.115
2934,Return of the Scarlet Pimpernel,MOVIE,['GB'],1937,Unknown,88,4.1
2935,Teen Wolf Too,MOVIE,['US'],1987,PG,91,4.069
2936,Marlon Wayans Presents: The Headliners,MOVIE,[],2022,R,60,4.0
2937,Habla Loud,MOVIE,[],2022,Unknown,59,4.0
2938,Autism: The Sequel,MOVIE,['US'],2019,Unknown,40,4.0
2939,Citizen USA: A 50 State Road Trip,MOVIE,['US'],2011,Unknown,51,4.0
2940,Meet the Spartans,MOVIE,['US'],2008,PG-13,84,4.0
2941,Fall to Grace,MOVIE,['US'],2013,Unknown,48,4.0
2942,Cedric the Entertainer: Taking You Higher,MOVIE,['US'],2006,Unknown,60,4.0
2943,The Leisure Class,MOVIE,['US'],2015,Unknown,81,4.0
2944,Someone Had to Be Benny,MOVIE,[],1996,Unknown,46,4.0
2945,Calladita,MOVIE,['ES'],2020,Unknown,15,4.0
2946,The Trouble with Spies,MOVIE,['US'],1987,PG-13,91,3.7
2947,Pelosi in the House,MOVIE,['US'],2022,Unknown,110,3.6
2948,Love Crimes Of Kabul,MOVIE,['US'],2011,Unknown,71,3.5
2949,Muy Gay Too Mexicano,MOVIE,['US'],2020,Unknown,13,3.5
2950,Lil Rel Howery: I Said It. Y'all Thinking It.,MOVIE,['US'],2022,R,65,3.3
2951,Homeless: The Motel Kids of Orange County,MOVIE,['US'],2010,Unknown,60,3.0
2952,Crabs in a Barrel,MOVIE,['US'],2021,Unknown,18,3.0
2953,The Monster at the End of This Story,MOVIE,['US'],2020,G,31,3.0
2954,Dragonball Evolution,MOVIE,['US',2009,PG,85,2.855
2955,Dragonball Evolution,MOVIE, 'HK',2009,PG,85,2.855
2956,Dragonball Evolution,MOVIE, 'GB'],2009,PG,85,2.855
2957,"Marcella Arguello: Bitch, Grow Up!",MOVIE,['US'],2023,R,37,2.0
2958,The Cypher,MOVIE,['US'],2020,Unknown,15,2.0
2959,Master of Light,MOVIE,['US',2022,Unknown,83,2.0
2960,Master of Light,MOVIE, 'NL'],2022,Unknown,83,2.0
2961,Mama's Boy,MOVIE,['US'],2022,Unknown,102,2.0
2962,Lizzo: Live in Concert,MOVIE,['GB',2022,Unknown,91,2.0
2963,Lizzo: Live in Concert,MOVIE, 'US'],2022,Unknown,91,2.0
2964,My So-Called High School Rank,MOVIE,['US'],2022,Unknown,101,2.0
2965,A Tree of Life: The Pittsburgh Synagogue Shooting,MOVIE,['US'],2022,R,85,2.0
2966,Entre Nos Presents: Jesus Sepulveda: Mr. Tough Life,MOVIE,['US'],2022,PG-13,29,2.0
2967,Goyo: En Letra de Otro,MOVIE,['US'],2022,PG,46,2.0
2968,Algo Azul,MOVIE,['PA'],2022,Unknown,90,2.0
2969,Ricky Velez: Here's Everything,MOVIE,['US'],2021,Unknown,57,2.0
2970,The Family Meeting,MOVIE,[],2023,Unknown,15,2.0
2971,Jason Kuller: Goodbye Yellow Brick Joke,MOVIE,['US'],1999,Unknown,29,1.5
2972,Don't Divorce Me! Kids' Rules for Parents on Divorce,MOVIE,['US'],2012,Unknown,30,1.0
2973,Mandrake,MOVIE,['BR'],2013,Unknown,170,1.0
