,Title,Type,Country,Release Year,Rating,Duration,Vote Average
775,The Iceman and the Psychiatrist,MOVIE,['US'],2004,Unknown,48,7.3
776,Juliet of the Spirits,MOVIE,['FR',1965,Unknown,148,7.3
777,Juliet of the Spirits,MOVIE, 'IT'],1965,Unknown,148,7.3
778,Arthur Miller: Writer,MOVIE,['US'],2017,PG,101,7.3
779,Journey to Italy,MOVIE,['FR',1954,Unknown,79,7.3
780,Journey to Italy,MOVIE, 'IT'],1954,Unknown,79,7.3
781,Lone Wolf and Cub: Baby Cart in the Land of Demons,MOVIE,['JP'],1973,Unknown,89,7.3
782,The River,MOVIE,['FR',1951,Unknown,99,7.3
783,The River,MOVIE, 'IN',1951,Unknown,99,7.3
784,The River,MOVIE, 'US'],1951,Unknown,99,7.3
785,Blow Out,MOVIE,['US'],1981,R,107,7.3
786,Mamá o papá,MOVIE,['ES'],2021,Unknown,103,7.3
787,Argo,MOVIE,['GB',2012,R,120,7.3
788,Argo,MOVIE, 'US'],2012,R,120,7.3
789,Hereditary,MOVIE,['US'],2018,R,128,7.3
790,Sawdust and Tinsel,MOVIE,['SE'],1953,Unknown,93,7.3
791,Top Hat,MOVIE,['US'],1935,Unknown,101,7.3
792,Ghost Dog: The Way of the Samurai,MOVIE,['US',1999,R,116,7.3
793,Ghost Dog: The Way of the Samurai,MOVIE, 'FR',1999,R,116,7.3
794,Ghost Dog: The Way of the Samurai,MOVIE, 'JP',1999,R,116,7.3
795,Ghost Dog: The Way of the Samurai,MOVIE, 'DE'],1999,R,116,7.3
796,An Enemy of the People,MOVIE,['IN'],1990,Unknown,99,7.3
797,Wit,MOVIE,['US'],2001,PG-13,99,7.3
798,Sarah's Key,MOVIE,['FR'],2010,PG-13,111,7.3
799,Jerrod Carmichael: 8,MOVIE,['US'],2017,R,59,7.3
800,Batman Beyond: Return of the Joker,MOVIE,['US'],2000,PG-13,76,7.3
801,Sydney 2000: Stories of Olympic Glory,MOVIE,['US'],2001,Unknown,116,7.3
802,The Criminal Life of Archibaldo de la Cruz,MOVIE,['MX'],1955,Unknown,89,7.3
803,Brute Force,MOVIE,['US'],1947,Unknown,98,7.3
804,Seance on a Wet Afternoon,MOVIE,['GB'],1964,Unknown,111,7.3
805,From Here to Eternity,MOVIE,['US'],1953,Unknown,118,7.3
806,Of Mice and Men,MOVIE,['US'],1940,PG,106,7.3
807,Sublet,MOVIE,['US',2021,Unknown,89,7.3
808,Sublet,MOVIE, 'IL'],2021,Unknown,89,7.3
809,Vampyr,MOVIE,['DE',1932,Unknown,75,7.3
810,Vampyr,MOVIE, 'FR'],1932,Unknown,75,7.3
811,Law Abiding Citizen,MOVIE,['US'],2009,R,109,7.3
812,At the Heart of Gold: Inside the USA Gymnastics Scandal,MOVIE,['US'],2019,PG-13,88,7.3
813,Europe '51,MOVIE,['IT'],1953,Unknown,118,7.3
814,The Guilty,MOVIE,['DK'],2018,R,85,7.3
815,"One Sings, the Other Doesn't",MOVIE,['FR',1977,Unknown,120,7.3
816,"One Sings, the Other Doesn't",MOVIE, 'SU'],1977,Unknown,120,7.3
817,The Bitter Tears of Petra von Kant,MOVIE,['DE'],1974,Unknown,124,7.3
818,Salesman,MOVIE,['US'],2021,G,90,7.3
819,Chimes at Midnight,MOVIE,['CH',1967,Unknown,113,7.3
820,Chimes at Midnight,MOVIE, 'ES'],1967,Unknown,113,7.3
821,Dead Man,MOVIE,['JP',1995,R,121,7.3
822,Dead Man,MOVIE, 'US',1995,R,121,7.3
823,Dead Man,MOVIE, 'DE'],1995,R,121,7.3
824,Trick or Treat Scooby-Doo!,MOVIE,['US'],2022,G,72,7.3
825,Justice League vs. Teen Titans,MOVIE,['US'],2016,PG-13,78,7.3
826,Freeheld,MOVIE,['US'],2015,PG-13,103,7.3
827,Batman: Year One,MOVIE,['US'],2011,PG-13,64,7.3
828,Dolores Claiborne,MOVIE,['US'],1995,R,131,7.3
829,Total Recall,MOVIE,['US'],1990,R,113,7.3
830,12th & Delaware,MOVIE,['US'],2010,Unknown,90,7.3
831,Race,MOVIE,['CA',2016,PG-13,134,7.3
832,Race,MOVIE, 'DE'],2016,PG-13,134,7.3
833,One Year in a Life of Crime,MOVIE,['US'],1989,Unknown,55,7.3
834,Heir To An Execution,MOVIE,['US'],2004,Unknown,99,7.3
835,Star Trek: First Contact,MOVIE,['US'],1996,PG-13,110,7.298
836,Justice League Dark,MOVIE,['US'],2017,R,75,7.297
837,Blood Simple,MOVIE,['US'],1985,R,99,7.297
838,20 Feet from Stardom,MOVIE,['US'],2013,PG-13,91,7.294
839,Citizen X,MOVIE,['US'],1995,R,105,7.29
840,Fox and His Friends,MOVIE,['DE'],1975,Unknown,125,7.285
841,Days of Being Wild,MOVIE,['HK'],1990,Unknown,94,7.284
842,Symbiopsychotaxiplasm: Take One,MOVIE,['US'],1968,R,75,7.282
843,Norma Rae,MOVIE,['US'],1979,PG,110,7.28
844,Airplane!,MOVIE,['US'],1980,PG,88,7.279
845,Milk,MOVIE,['US'],2008,R,128,7.271
846,(500) Days of Summer,MOVIE,['US'],2009,PG-13,95,7.268
847,Conspiracy,MOVIE,['GB',2001,R,96,7.267
848,Conspiracy,MOVIE, 'US'],2001,R,96,7.267
849,Man Bites Dog,MOVIE,['BE'],1992,Unknown,96,7.266
850,Grey Gardens,MOVIE,['US'],1976,PG,94,7.264
851,Grey Gardens,MOVIE,['US'],2009,PG,104,7.1
852,Only Lovers Left Alive,MOVIE,['GB',2013,R,123,7.264
853,Only Lovers Left Alive,MOVIE, 'FR',2013,R,123,7.264
854,Only Lovers Left Alive,MOVIE, 'DE',2013,R,123,7.264
855,Only Lovers Left Alive,MOVIE, 'GR'],2013,R,123,7.264
856,The Impossible Voyage,MOVIE,['FR'],1904,Unknown,20,7.264
857,A Brief History of Time,MOVIE,['JP',1991,G,80,7.263
858,A Brief History of Time,MOVIE, 'GB',1991,G,80,7.263
859,A Brief History of Time,MOVIE, 'US'],1991,G,80,7.263
860,The Home and the World,MOVIE,['IN'],1985,Unknown,132,7.261
861,The War Room,MOVIE,['US'],1993,PG,96,7.26
862,Samurai III: Duel at Ganryu Island,MOVIE,['JP'],1956,Unknown,105,7.259
863,The Invisible War,MOVIE,['US'],2012,Unknown,93,7.255
864,Babette's Feast,MOVIE,['DK'],1987,G,102,7.255
865,The Outsiders,MOVIE,['US'],1983,PG,95,7.251
866,Desert Hearts,MOVIE,['US'],1986,R,96,7.248
867,The Naked City,MOVIE,['US'],1948,Unknown,96,7.244
868,Shoot the Piano Player,MOVIE,['FR'],1960,Unknown,85,7.242
869,The Menu,MOVIE,['US'],2022,R,107,7.24
870,Wonder Woman,MOVIE,['US'],2017,PG-13,141,7.24
871,Wonder Woman,MOVIE,['US'],2009,PG-13,74,7.231
872,Capturing the Friedmans,MOVIE,['US'],2003,Unknown,107,7.238
873,Faces,MOVIE,['US'],1968,PG-13,130,7.235
874,Pépé le Moko,MOVIE,['FR'],1937,Unknown,94,7.234
875,The Sunset Limited,MOVIE,['US'],2011,R,90,7.234
876,Navalny,MOVIE,['US'],2022,R,99,7.234
877,Wonder Woman,MOVIE,['US'],2017,PG-13,141,7.24
878,Wonder Woman,MOVIE,['US'],2009,PG-13,74,7.231
879,Great Expectations,MOVIE,['GB'],1947,Unknown,118,7.23
880,Gold Diggers of 1933,MOVIE,['US'],1930,Unknown,97,7.226
881,Driving Miss Daisy,MOVIE,['US'],1990,PG,99,7.222
882,Kung Fu Panda,MOVIE,['US'],2008,PG,90,7.221
883,Senso,MOVIE,['IT'],1955,Unknown,118,7.22
884,Samurai I: Musashi Miyamoto,MOVIE,['JP'],1954,Unknown,93,7.218
885,De Palma,MOVIE,['US'],2016,R,108,7.218
886,Woman at War,MOVIE,['IS',2018,Unknown,101,7.216
887,Woman at War,MOVIE, 'UA',2018,Unknown,101,7.216
888,Woman at War,MOVIE, 'FR'],2018,Unknown,101,7.216
889,Batman: Bad Blood,MOVIE,['US'],2016,PG-13,72,7.215
890,The Player,MOVIE,['US'],1992,R,124,7.214
891,Batman,MOVIE,['US'],1989,PG-13,126,7.21
892,Batman,MOVIE,['US'],1966,PG,105,6.302
893,Miracle in Milan,MOVIE,['IT'],1951,Unknown,92,7.206
894,Superbad,MOVIE,['US'],2007,R,113,7.206
895,Tenet,MOVIE,['GB',2020,PG-13,150,7.204
896,Tenet,MOVIE, 'US'],2020,PG-13,150,7.204
897,F9,MOVIE,['US'],2021,PG-13,143,7.202
898,Saudi Women's Driving School,MOVIE,['US'],2019,Unknown,65,7.2
899,Quadrophenia,MOVIE,['GB'],1979,R,120,7.2
900,Watership Down,MOVIE,['GB'],1978,PG,88,7.2
901,Rosetta,MOVIE,['FR',1999,R,95,7.2
902,Rosetta,MOVIE, 'BE'],1999,R,95,7.2
903,Eighth Grade,MOVIE,['US'],2018,R,94,7.2
904,The Survivor,MOVIE,['US',2022,R,129,7.2
905,The Survivor,MOVIE, 'CA'],2022,R,129,7.2
906,That Hamilton Woman,MOVIE,['US'],1941,Unknown,125,7.2
907,Samurai II: Duel at Ichijoji Temple,MOVIE,['JP'],1955,Unknown,104,7.2
908,Original Cast Album: Company,MOVIE,['US'],1970,PG,53,7.2
909,Trumbo,MOVIE,['US'],2015,R,124,7.2
910,Pete Holmes: Faces and Sounds,MOVIE,['US'],2016,Unknown,57,7.2
911,The Lego Batman Movie,MOVIE,['US',2017,PG,90,7.2
912,The Lego Batman Movie,MOVIE, 'DK'],2017,PG,90,7.2
913,Pom Poko,MOVIE,['JP'],1994,PG,119,7.2
914,Superman: Man of Tomorrow,MOVIE,['US'],2020,PG-13,86,7.2
915,The Immortal Story,MOVIE,['FR'],1968,Unknown,58,7.2
916,People on Sunday,MOVIE,['DE'],1930,Unknown,74,7.2
917,4 Little Girls,MOVIE,['US'],1997,Unknown,102,7.2
918,Primo,MOVIE,['GB',2007,Unknown,84,7.2
919,Primo,MOVIE, 'US'],2007,Unknown,84,7.2
920,Picnic at Hanging Rock,MOVIE,['AU'],1976,PG,117,7.2
921,Ingrid Bergman: In Her Own Words,MOVIE,['NL',2015,Unknown,116,7.2
922,Ingrid Bergman: In Her Own Words,MOVIE, 'SE',2015,Unknown,116,7.2
923,Ingrid Bergman: In Her Own Words,MOVIE, 'FI',2015,Unknown,116,7.2
924,Ingrid Bergman: In Her Own Words,MOVIE, 'DE'],2015,Unknown,116,7.2
925,Lone Wolf and Cub: Baby Cart to Hades,MOVIE,['JP'],1972,PG,89,7.2
926,Batman: Hush,MOVIE,['US'],2019,PG-13,82,7.2
927,Batman vs. Robin,MOVIE,['US'],2015,PG-13,72,7.2
928,Looking: The Movie,MOVIE,['US'],2016,Unknown,86,7.2
929,Village of the Damned,MOVIE,['US',1960,Unknown,77,7.2
930,Village of the Damned,MOVIE, 'GB'],1960,Unknown,77,7.2
931,Mapplethorpe: Look at the Pictures,MOVIE,['DE',2016,Unknown,108,7.2
932,Mapplethorpe: Look at the Pictures,MOVIE, 'US'],2016,Unknown,108,7.2
933,The Inventor: Out for Blood in Silicon Valley,MOVIE,['US'],2019,Unknown,119,7.2
934,Taking Chance,MOVIE,['US'],2009,Unknown,85,7.2
935,Superman: Red Son,MOVIE,['US'],2020,PG-13,84,7.2
936,The Soft Skin,MOVIE,['FR'],1964,Unknown,113,7.2
937,The Master,MOVIE,['US'],2012,R,144,7.2
938,Chris Gethard: Career Suicide,MOVIE,['US'],2017,Unknown,89,7.2
939,Hugo,MOVIE,['GB',2011,PG,126,7.2
940,Hugo,MOVIE, 'US'],2011,PG,126,7.2
941,My Life as a Dog,MOVIE,['SE'],1985,Unknown,102,7.2
942,The Last Metro,MOVIE,['FR'],1980,PG,131,7.2
943,The Case Against 8,MOVIE,['US'],2014,Unknown,109,7.2
944,Belle,MOVIE,['GB'],2021,PG,122,7.9
945,Belle,MOVIE,['GB'],2014,PG,104,7.2
946,Maria Full of Grace,MOVIE,['US',2004,R,101,7.2
947,Maria Full of Grace,MOVIE, 'EC',2004,R,101,7.2
948,Maria Full of Grace,MOVIE, 'CO'],2004,R,101,7.2
949,Momentum Generation,MOVIE,['US'],2018,Unknown,104,7.2
950,Casualties of War,MOVIE,['US',1989,R,113,7.2
951,Casualties of War,MOVIE, 'TH'],1989,R,113,7.2
952,Becoming Warren Buffett,MOVIE,['US'],2017,PG-13,90,7.2
953,The Dreamers,MOVIE,['GB',2003,NC-17,112,7.2
954,The Dreamers,MOVIE, 'FR',2003,NC-17,112,7.2
955,The Dreamers,MOVIE, 'IT'],2003,NC-17,112,7.2
956,Batman: Death in the Family,MOVIE,['US'],2020,R,31,7.2
957,Love in the Afternoon,MOVIE,['FR'],1972,R,97,7.2
958,Love in the Afternoon,MOVIE,['FR'],1957,Unknown,130,7.078
959,David Bowie: The Last Five Years,MOVIE,['GB'],2017,G,90,7.2
960,"If You're Not In The Obit, Eat Breakfast",MOVIE,['US'],2017,PG-13,90,7.2
961,Marley & Me,MOVIE,['US'],2008,PG,115,7.2
962,Stranger Than Paradise,MOVIE,['DE',1984,R,90,7.2
963,Stranger Than Paradise,MOVIE, 'US'],1984,R,90,7.2
964,Do It Like An Hombre,MOVIE,['MX'],2017,R,109,7.2
965,Student Athlete,MOVIE,['US'],2018,PG,92,7.2
966,Dating Amber,MOVIE,['IE'],2020,Unknown,92,7.2
967,On the Record,MOVIE,['US'],2020,Unknown,95,7.2
968,Shiva Baby,MOVIE,['US'],2020,Unknown,78,7.2
969,Thin,MOVIE,['US'],2006,PG-13,102,7.2
970,Les Misérables,MOVIE,['US'],1998,PG-13,134,7.2
971,The Flowers of St. Francis,MOVIE,['IT'],1950,Unknown,87,7.2
972,Very Ralph,MOVIE,['US'],2019,Unknown,108,7.2
973,Life According to Sam,MOVIE,['US'],2013,G,90,7.2
974,Jezebel,MOVIE,['US'],1938,Unknown,103,7.2
975,The Beales of Grey Gardens,MOVIE,['US'],2006,Unknown,91,7.2
976,Stardust,MOVIE,['IS',2007,PG-13,127,7.2
977,Stardust,MOVIE, 'GB',2007,PG-13,127,7.2
978,Stardust,MOVIE, 'US'],2007,PG-13,127,7.2
979,Sometimes in April,MOVIE,['US',2005,Unknown,140,7.2
980,Sometimes in April,MOVIE, 'RW',2005,Unknown,140,7.2
981,Sometimes in April,MOVIE, 'FR'],2005,Unknown,140,7.2
982,In the Same Breath,MOVIE,['US',2021,Unknown,98,7.2
983,In the Same Breath,MOVIE, 'CN'],2021,Unknown,98,7.2
984,Sleepy Hollow,MOVIE,['DE',1999,R,105,7.2
985,Sleepy Hollow,MOVIE, 'US'],1999,R,105,7.2
986,3:10 to Yuma,MOVIE,['US'],1957,Unknown,92,7.2
987,3:10 to Yuma,MOVIE,['US'],2007,R,122,7.199
988,3:10 to Yuma,MOVIE,['US'],1957,Unknown,92,7.2
989,3:10 to Yuma,MOVIE,['US'],2007,R,122,7.199
990,American Splendor,MOVIE,['US'],2003,R,101,7.198
991,The Cat Returns,MOVIE,['JP'],2002,G,75,7.195
992,Invasion of the Body Snatchers,MOVIE,['US'],1978,PG,116,7.194
993,Breaker Morant,MOVIE,['AU'],1980,PG,107,7.194
994,Set It Off,MOVIE,['US'],1996,R,123,7.194
995,Lola,MOVIE,['DE'],1981,R,113,7.194
996,Ratcatcher,MOVIE,['FR',1999,Unknown,94,7.193
997,Ratcatcher,MOVIE, 'GB'],1999,Unknown,94,7.193
998,Star Trek IV: The Voyage Home,MOVIE,['US'],1986,PG,119,7.191
999,Superman/Batman: Apocalypse,MOVIE,['US'],2010,PG-13,78,7.19
1000,Revanche,MOVIE,['AT'],2008,Unknown,121,7.186
1001,Five Easy Pieces,MOVIE,['US'],1970,R,95,7.186
1002,Weekend,MOVIE,['FR'],1967,R,105,7.184
1003,The Lodger: A Story of the London Fog,MOVIE,['GB'],1927,Unknown,91,7.183
1004,Murder in the First,MOVIE,['FR',1995,R,122,7.182
1005,Murder in the First,MOVIE, 'US'],1995,R,122,7.182
1006,Constantine: The House of Mystery,MOVIE,['US'],2022,R,27,7.18
1007,A Cinderella Story: Starstruck,MOVIE,['US'],2021,PG,100,7.18
1008,Limitless,MOVIE,['US'],2011,PG-13,105,7.18
1009,The Music Man,MOVIE,['US'],1962,G,151,7.179
1010,The Lincoln Lawyer,MOVIE,['US'],2011,R,118,7.174
1011,Amazing Grace,MOVIE,['US'],2019,G,87,7.171
1012,The Maze Runner,MOVIE,['US',2014,PG-13,113,7.171
1013,The Maze Runner,MOVIE, 'GB'],2014,PG-13,113,7.171
1014,Adam's Rib,MOVIE,['US'],1949,Unknown,101,7.168
1015,Baghdad ER,MOVIE,['US'],2006,Unknown,64,7.167
1016,"Ghidorah, the Three-Headed Monster",MOVIE,['JP'],1964,Unknown,92,7.165
1017,The Secret Life of Walter Mitty,MOVIE,['US',2013,PG,114,7.162
1018,The Secret Life of Walter Mitty,MOVIE, 'GB'],2013,PG,114,7.162
1019,Gravity,MOVIE,['GB',2013,PG-13,93,7.16
1020,Gravity,MOVIE, 'US'],2013,PG-13,93,7.16
1021,Variety Lights,MOVIE,['IT'],1953,Unknown,93,7.16
1022,The French Dispatch,MOVIE,['US',2021,R,108,7.157
1023,The French Dispatch,MOVIE, 'DE'],2021,R,108,7.157
1024,Unpregnant,MOVIE,['US'],2020,PG-13,104,7.156
1025,The 3 Penny Opera,MOVIE,['DE'],1932,Unknown,112,7.156
1026,For Heaven's Sake,MOVIE,['US'],1926,Unknown,58,7.156
1027,The Trial of Joan of Arc,MOVIE,['FR'],1963,Unknown,62,7.153
1028,Dead Ringers,MOVIE,['US',1988,R,116,7.151
1029,Dead Ringers,MOVIE, 'CA'],1988,R,116,7.151
1030,Across the Universe,MOVIE,['US'],2007,PG-13,133,7.146
1031,Matilda,MOVIE,['US'],1996,PG,98,7.145
1032,Scoob!,MOVIE,['US'],2020,PG,93,7.144
1033,Suicide Squad: Hell to Pay,MOVIE,['US'],2018,R,80,7.143
1034,Justice League: Gods and Monsters,MOVIE,['US'],2015,PG-13,76,7.143
1035,Saving Face,MOVIE,['US',2012,Unknown,40,7.143
1036,Saving Face,MOVIE, 'PK'],2012,Unknown,40,7.143
1037,Richard III,MOVIE,['GB'],1956,Unknown,155,7.143
1038,Richard III,MOVIE,['GB'],1996,R,104,6.765
1039,Belfast,MOVIE,['GB'],2021,PG-13,98,7.142
1040,Lone Wolf and Cub: White Heaven in Hell,MOVIE,['JP'],1974,Unknown,83,7.139
1041,The Killing of a Chinese Bookie,MOVIE,['US'],1976,R,135,7.137
1042,Mike Tyson: Undisputed Truth,MOVIE,['US'],2013,Unknown,90,7.136
1043,Kill!,MOVIE,['JP'],1968,Unknown,115,7.134
1044,Black Adam,MOVIE,['US'],2022,PG-13,125,7.132
1045,The Long Good Friday,MOVIE,['GB'],1981,R,114,7.131
1046,Greenland,MOVIE,['GB',2020,PG-13,120,7.131
1047,Greenland,MOVIE, 'US'],2020,PG-13,120,7.131
1048,Welcome to Chechnya,MOVIE,['US'],2020,Unknown,107,7.129
1049,The Blood of a Poet,MOVIE,['FR'],2010,Unknown,55,7.129
1050,An Angel at My Table,MOVIE,['NZ',1990,R,158,7.128
1051,An Angel at My Table,MOVIE, 'AU',1990,R,158,7.128
1052,An Angel at My Table,MOVIE, 'GB'],1990,R,158,7.128
1053,Red Dust,MOVIE,['US'],1932,Unknown,83,7.125
1054,The Tuskegee Airmen,MOVIE,['US'],1995,PG-13,106,7.124
1055,Chicago,MOVIE,['DE',2002,PG-13,113,7.122
1056,Chicago,MOVIE, 'CA',2002,PG-13,113,7.122
1057,Chicago,MOVIE, 'US'],2002,PG-13,113,7.122
1058,A Star Is Born,MOVIE,['US'],2018,R,135,7.505
1059,A Star Is Born,MOVIE,['US'],1954,PG,176,7.12
1060,A Star Is Born,MOVIE,['US'],1973,R,139,6.0
1061,Gia,MOVIE,['US'],1998,R,126,7.117
1062,Kick-Ass,MOVIE,['US',2010,R,117,7.116
1063,Kick-Ass,MOVIE, 'GB'],2010,R,117,7.116
1064,The Forever Purge,MOVIE,['US'],2021,R,103,7.116
1065,Indictment: The McMartin Trial,MOVIE,['US'],1995,R,135,7.111
1066,Profile,MOVIE,['US',2021,R,106,7.102
1067,Profile,MOVIE, 'RU'],2021,R,106,7.102
1068,You Don't Know Jack,MOVIE,['US'],2010,R,134,7.101
1069,Too Big to Fail,MOVIE,['US'],2011,Unknown,97,7.1
1070,Iron Jawed Angels,MOVIE,['US'],2004,Unknown,125,7.1
1071,Lego DC Batman: Family Matters,MOVIE,['US',2019,Unknown,72,7.1
1072,Lego DC Batman: Family Matters,MOVIE, 'DK'],2019,Unknown,72,7.1
1073,Mavis!,MOVIE,['US'],2016,Unknown,80,7.1
1074,Grey Gardens,MOVIE,['US'],1976,PG,94,7.264
1075,Grey Gardens,MOVIE,['US'],2009,PG,104,7.1
1076,The Loving Story,MOVIE,['US'],2011,Unknown,77,7.1
1077,Beth Stelling: Girl Daddy,MOVIE,['US'],2020,Unknown,57,7.1
1078,The Assassination of Jesse James by the Coward Robert Ford,MOVIE,['US',2007,R,160,7.1
1079,The Assassination of Jesse James by the Coward Robert Ford,MOVIE, 'CA',2007,R,160,7.1
1080,The Assassination of Jesse James by the Coward Robert Ford,MOVIE, 'GB'],2007,R,160,7.1
1081,Chef,MOVIE,['US'],2014,R,114,7.1
1082,Finding Forrester,MOVIE,['US'],2001,PG-13,136,7.1
1083,Cleopatra,MOVIE,['US',1963,G,192,7.1
1084,Cleopatra,MOVIE, 'GB',1963,G,192,7.1
1085,Cleopatra,MOVIE, 'CH'],1963,G,192,7.1
1086,Street Gang: How We Got to Sesame Street,MOVIE,['US'],2021,PG,107,7.1
1087,El verano que vivimos,MOVIE,['ES'],2020,Unknown,119,7.1
1088,Gasland Part II,MOVIE,['US'],2013,Unknown,125,7.1
1089,Crisis Hotline: Veterans Press 1,MOVIE,['US'],2013,Unknown,40,7.1
1090,Superman,MOVIE,['US',1978,PG,143,7.1
1091,Superman,MOVIE, 'GB'],1978,PG,143,7.1
1092,Master and Commander: The Far Side of the World,MOVIE,['US'],2003,PG-13,138,7.1
1093,Reign of the Supermen,MOVIE,['US'],2019,PG-13,87,7.1
1094,Game of Thrones: The Last Watch,MOVIE,['US'],2019,Unknown,114,7.1
1095,Point Break,MOVIE,['US'],1991,R,122,7.1
1096,Warning: This Drug May Kill You,MOVIE,['US'],2017,Unknown,60,7.1
1097,Adventures of the Scarlet Pimpernel - Volume 1,MOVIE,['GB'],1934,Unknown,97,7.1
1098,Terms of Endearment,MOVIE,['US'],1983,PG,132,7.1
1099,The Wife,MOVIE,['SE',2018,R,99,7.1
1100,The Wife,MOVIE, 'GB',2018,R,99,7.1
1101,The Wife,MOVIE, 'US'],2018,R,99,7.1
1102,Solitary,MOVIE,['US'],2017,Unknown,81,7.1
1103,Black Art: In the Absence of Light,MOVIE,['US'],2021,Unknown,85,7.1
1104,The Final Year,MOVIE,['US'],2018,Unknown,89,7.1
1105,Say Her Name: The Life and Death of Sandra Bland,MOVIE,['US'],2018,R,105,7.1
1106,Mortal Kombat,MOVIE,['US'],2021,R,110,7.1
1107,The Leisure Seeker,MOVIE,['IT',2018,R,112,7.1
1108,The Leisure Seeker,MOVIE, 'FR'],2018,R,112,7.1
1109,Body Heat,MOVIE,['US'],1981,R,113,7.1
1110,Ellen DeGeneres: The Beginning,MOVIE,['US'],2000,Unknown,66,7.1
1111,The Thief of Bagdad,MOVIE,['GB'],1940,Unknown,106,7.1
1112,Hoosiers,MOVIE,['US'],1987,PG,114,7.1
1113,The Bob's Burgers Movie,MOVIE,['US'],2020,PG-13,102,7.1
1114,The Tale,MOVIE,['US',2018,R,109,7.1
1115,The Tale,MOVIE, 'DE'],2018,R,109,7.1
1116,Downton Abbey,MOVIE,['US',2019,PG,122,7.1
1117,Downton Abbey,MOVIE, 'GB'],2019,PG,122,7.1
1118,This Boy's Life,MOVIE,['US'],1993,R,114,7.1
1119,Garden State,MOVIE,['US'],2004,R,102,7.098
1120,Dodes'ka-den,MOVIE,['JP'],1971,Unknown,140,7.095
1121,The Four Feathers,MOVIE,['GB'],1939,Unknown,129,7.095
1122,The Man from U.N.C.L.E.,MOVIE,['US'],2015,PG-13,116,7.091
1123,Religulous,MOVIE,['US'],2008,R,101,7.089
1124,Love Don't Co$t a Thing,MOVIE,['US'],2003,PG-13,100,7.084
1125,Shadows,MOVIE,['US'],1959,PG,87,7.079
1126,The End of the Tour,MOVIE,['US'],2015,R,106,7.078
1127,Love in the Afternoon,MOVIE,['US'],1972,R,97,7.2
1128,Love in the Afternoon,MOVIE,['US'],1957,Unknown,130,7.078
1129,Mothra vs. Godzilla,MOVIE,['JP'],1964,Unknown,89,7.078
1130,Sideways,MOVIE,['HU',2004,R,126,7.07
1131,Sideways,MOVIE, 'US'],2004,R,126,7.07
1132,West Side Story,MOVIE,['US'],2021,PG-13,157,7.07
1133,Nanook of the North,MOVIE,['US',1922,Unknown,79,7.068
1134,Nanook of the North,MOVIE, 'FR'],1922,Unknown,79,7.068
1135,Waiting for Guffman,MOVIE,['US'],1997,R,84,7.067
1136,The Last Detail,MOVIE,['US'],1974,R,104,7.066
1137,Jim Jefferies: I Swear to God,MOVIE,['US'],2009,Unknown,58,7.065
1138,An American in Paris,MOVIE,['US'],1951,Unknown,113,7.059
1139,Black Orpheus,MOVIE,['BR',1959,PG,100,7.05
1140,Black Orpheus,MOVIE, 'FR',1959,PG,100,7.05
1141,Black Orpheus,MOVIE, 'IT'],1959,PG,100,7.05
1142,The Fly,MOVIE,['US'],1986,R,96,7.4
1143,The Fly,MOVIE,['US'],1958,Unknown,94,7.05
1144,The Freshman,MOVIE,['US'],1925,Unknown,76,7.049
1145,The Freshman,MOVIE,['US'],1990,PG,103,6.253
1146,Wonder Woman: Bloodlines,MOVIE,['US'],2019,PG-13,83,7.045
1147,Shazam!,MOVIE,['US'],2019,PG-13,132,7.039
1148,Son of Batman,MOVIE,['US'],2014,PG-13,74,7.037
1149,The Swimming Pool,MOVIE,['FR',1969,PG,122,7.035
1150,The Swimming Pool,MOVIE, 'IT'],1969,PG,122,7.035
1151,Godzilla vs. Mechagodzilla,MOVIE,['JP'],1974,G,84,7.033
1152,Constantine,MOVIE,['DE',2005,R,116,7.033
1153,Constantine,MOVIE, 'US'],2005,R,116,7.033
1154,Pay Day,MOVIE,['US'],1922,Unknown,21,7.031
1155,First Reformed,MOVIE,['US',2018,R,113,7.025
1156,First Reformed,MOVIE, 'AU',2018,R,113,7.025
1157,First Reformed,MOVIE, 'GB'],2018,R,113,7.025
1158,The Thirteenth Floor,MOVIE,['DE',1999,R,100,7.025
1159,The Thirteenth Floor,MOVIE, 'US'],1999,R,100,7.025
1160,Star Trek VI: The Undiscovered Country,MOVIE,['US'],1991,PG,113,7.023
1161,The Rainmaker,MOVIE,['US'],1997,PG-13,135,7.02
1162,The Big Shave,MOVIE,['US'],1967,Unknown,6,7.02
1163,Nightmare Alley,MOVIE,['US'],2021,R,150,7.02
1164,Fantastic Beasts: A Natural History,MOVIE,['GB'],2022,Unknown,58,7.02
1165,Pygmalion,MOVIE,['GB'],1939,Unknown,96,7.019
1166,Journey to the Center of the Earth,MOVIE,['US'],1960,Unknown,132,7.019
1167,Cutie and the Boxer,MOVIE,['US'],2013,R,81,7.016
1168,From Dusk Till Dawn,MOVIE,['US'],1996,R,108,7.007
1169,The Full Monty,MOVIE,['GB'],1997,R,91,7.006
1170,Coup de Torchon,MOVIE,['FR'],1981,Unknown,128,7.006
1171,61*,MOVIE,['US'],2001,R,129,7.005
1172,Oliver!,MOVIE,['GB'],1968,G,153,7.004
1173,Mr. Arkadin,MOVIE,['ES',1955,PG,95,7.004
1174,Mr. Arkadin,MOVIE, 'CH',1955,PG,95,7.004
