,Type,Title,Country,Release Year,Rating,Duration,Genres,Vote Average
112,MOVIE,A Day's Pleasure,['US'],1919,Unknown,18,['comedy'],6.113
156,MOVIE,Young Mr. Jazz,['US'],1919,Unknown,10,['comedy'],6.111
1773,MOVIE,Justice League,['US'],2017,PG-13,121,"['action', 'scifi', 'fantasy']",6.107
1418,MOVIE,A Thousand Words,['US'],2012,PG-13,91,"['drama', 'comedy', 'fantasy']",6.105
1233,MOVIE,Bernard and Doris,"['GB', 'US']",2006,Unknown,103,"['comedy', 'drama', 'romance']",6.1
1667,MOVIE,Whitney Cummings: I'm Your Girlfriend,['US'],2016,Unknown,70,['comedy'],6.1
345,MOVIE,...And God Created Woman,['FR'],1956,PG,95,"['drama', 'european', 'romance']",6.1
1776,MOVIE,Rememory,"['US', 'CA']",2017,PG-13,111,"['scifi', 'drama', 'thriller']",6.1
2044,MOVIE,Never Grow Old,"['IE', 'LU', 'BE', 'FR']",2019,R,101,"['western', 'drama', 'action', 'european']",6.1
1271,MOVIE,Shanghai,"['CN', 'US']",2010,R,105,"['drama', 'thriller', 'crime', 'romance']",6.1
1803,MOVIE,Drew Michael,['US'],2018,Unknown,60,['comedy'],6.1
1104,MOVIE,What Happens in Vegas,['US'],2008,PG-13,99,"['comedy', 'romance']",6.1
431,MOVIE,Shaft's Big Score!,['US'],1972,R,104,"['thriller', 'action', 'drama', 'crime']",6.1
1801,MOVIE,How to Talk to Girls at Parties,"['US', 'GB']",2017,R,103,"['scifi', 'comedy', 'music', 'romance']",6.1
261,MOVIE,Lucia,['CU'],1970,Unknown,160,['drama'],6.1
667,MOVIE,Cannery Row,['US'],1982,Unknown,120,"['romance', 'comedy', 'drama']",6.1
297,MOVIE,The Brave One,['US'],1956,Unknown,100,"['drama', 'family']",6.1
1853,MOVIE,Batman and Harley Quinn,['US'],2017,PG-13,74,"['action', 'animation', 'family', 'comedy', 'crime', 'fantasy', 'scifi']",6.1
2260,MOVIE,Space Is the Place,['US'],2021,R,82,"['scifi', 'music']",6.1
1786,MOVIE,Never Goin' Back,['US'],2018,R,87,"['comedy', 'crime', 'drama']",6.1
1663,MOVIE,Heist,['US'],2015,R,93,"['crime', 'thriller', 'action', 'drama']",6.1
1404,MOVIE,Ginger & Rosa,"['CA', 'DK', 'DE', 'GB']",2012,PG-13,87,"['drama', 'european']",6.1
1064,MOVIE,Anger Management,['US'],2003,PG-13,106,['comedy'],6.1
744,MOVIE,Rising Sun,['US'],1993,R,125,"['thriller', 'action', 'drama', 'crime']",6.1
1577,MOVIE,Every Secret Thing,['US'],2014,R,93,"['thriller', 'crime', 'drama']",6.1
1875,MOVIE,Traffic Stop,['US'],2017,Unknown,31,['documentation'],6.1
144,MOVIE,XIVth Olympiad: The Glory of Sport,['GB'],1948,Unknown,138,"['documentation', 'sport']",6.1
1200,MOVIE,My Life in Ruins,"['US', 'GR']",2009,PG-13,95,"['romance', 'comedy', 'european']",6.1
1559,MOVIE,Jerrod Carmichael: Love at the Store,['US'],2014,Unknown,54,"['comedy', 'documentation']",6.1
1436,MOVIE,The Girl,"['ZA', 'GB', 'US', 'DE']",2012,Unknown,91,['drama'],6.1
1131,MOVIE,Divine Secrets of the Ya-Ya Sisterhood,['US'],2002,PG-13,116,"['drama', 'comedy']",6.1
1141,MOVIE,A Man Apart,"['US', 'DE']",2003,R,110,"['action', 'drama', 'crime', 'thriller']",6.1
768,MOVIE,Wayne's World 2,['US'],1993,PG-13,95,"['comedy', 'music']",6.1
765,MOVIE,Vegas Vacation,['US'],1997,PG,93,['comedy'],6.1
1172,MOVIE,Maid in Manhattan,['US'],2002,PG-13,105,"['drama', 'comedy', 'romance']",6.1
2167,MOVIE,Aqua Teen Forever: Plantasm,['US'],2022,R,76,"['animation', 'comedy', 'scifi']",6.1
2305,MOVIE,Bill Maher: #Adulting,['US'],2022,R,67,['comedy'],6.1
2053,MOVIE,Ramy Youssef: Feelings,['US'],2019,Unknown,60,['comedy'],6.1
1757,MOVIE,Geostorm,['US'],2017,PG-13,109,"['action', 'thriller', 'scifi']",6.1
1311,MOVIE,Jim Norton: Monster Rain,['US'],2007,R,60,"['comedy', 'documentation']",6.1
35,MOVIE,Two Monks,['MX'],1935,Unknown,85,"['drama', 'horror', 'romance']",6.1
1298,MOVIE,Dirty War,"['GB', 'US']",2004,Unknown,90,"['thriller', 'drama']",6.1
1643,MOVIE,Allegiant,['US'],2016,PG-13,120,"['action', 'thriller', 'scifi']",6.1
1433,MOVIE,God is the Bigger Elvis,['US'],2012,Unknown,37,['documentation'],6.1
1654,MOVIE,Equals,['US'],2016,PG-13,101,"['drama', 'scifi', 'romance']",6.1
1522,MOVIE,Laggies,['US'],2014,R,100,"['romance', 'drama', 'comedy']",6.1
1505,MOVIE,300: Rise of an Empire,['US'],2014,R,103,"['drama', 'history', 'fantasy', 'war', 'action']",6.09
1280,MOVIE,Real Women Have Curves,['US'],2002,PG-13,86,"['comedy', 'drama']",6.088
648,MOVIE,Permanent Vacation,['US'],1984,Unknown,75,"['drama', 'comedy']",6.087
598,MOVIE,Airplane II: The Sequel,['US'],1982,PG,88,"['comedy', 'scifi']",6.084
686,MOVIE,The Vanishing,['US'],1993,R,109,"['horror', 'thriller', 'drama']",6.083
1632,MOVIE,American Ultra,"['US', 'CH']",2015,R,125,"['action', 'comedy', 'scifi']",6.077
747,MOVIE,So I Married an Axe Murderer,['US'],1993,PG-13,93,"['comedy', 'crime', 'romance']",6.076
1163,MOVIE,Hotel for Dogs,['US'],2009,PG,100,"['comedy', 'family', 'scifi', 'european']",6.063
876,MOVIE,Excess Baggage,['US'],1997,PG-13,101,"['romance', 'action', 'comedy', 'crime']",6.057
402,MOVIE,Jubilee,['GB'],1980,Unknown,106,"['drama', 'comedy', 'fantasy', 'music', 'european']",6.055
772,MOVIE,Mimic,['US'],1997,R,105,"['horror', 'thriller', 'scifi']",6.053
458,MOVIE,What's a Nice Girl Like You Doing in a Place Like This?,['US'],1963,Unknown,9,['drama'],6.037
1430,MOVIE,Thunderstruck,['US'],2012,PG,94,"['comedy', 'family', 'drama', 'fantasy', 'sport']",6.036
584,MOVIE,Sweetie,['AU'],1989,R,96,"['drama', 'comedy']",6.033
755,MOVIE,Black Sheep,['US'],1996,PG-13,87,"['comedy', 'european']",6.03
847,MOVIE,Jennifer Eight,['US'],1992,R,124,"['drama', 'thriller', 'crime']",6.029
1391,MOVIE,What to Expect When You're Expecting,['US'],2012,PG-13,110,"['romance', 'comedy', 'drama']",6.028
901,MOVIE,Against the Wall,['US'],1994,Unknown,111,"['drama', 'history', 'thriller', 'action', 'european']",6.023
329,MOVIE,Private Benjamin,['US'],1980,R,109,"['comedy', 'war']",6.019
2045,MOVIE,Little Woods,['US'],2019,R,103,"['drama', 'thriller', 'crime', 'western']",6.019
472,MOVIE,The Entertainer,['GB'],1960,Unknown,96,['drama'],6.013
842,MOVIE,The Truth About Cats & Dogs,['US'],1996,PG-13,93,"['romance', 'comedy']",6.011
1148,MOVIE,Bee Movie,['US'],2007,PG,91,"['comedy', 'animation', 'drama', 'family', 'romance', 'fantasy']",6.004
2347,MOVIE,Brie's Bake Off Challenge,['US'],2022,Unknown,100,"['family', 'comedy']",6.0
1333,MOVIE,Diagnosis Bipolar: Five Families Search for Answers,['US'],2010,Unknown,48,['documentation'],6.0
923,MOVIE,The Sissy Duckling,['US'],1999,Unknown,34,"['animation', 'family']",6.0
1324,MOVIE,A Rape in a Small Town: The Florence Holway Story,['US'],2005,Unknown,72,"['documentation', 'crime']",6.0
1407,MOVIE,Hemingway & Gellhorn,['US'],2012,Unknown,148,"['drama', 'romance']",6.0
1328,MOVIE,Bud Greenspan’s Torino 2006: Stories of Olympic Glory,['US'],2007,Unknown,88,"['documentation', 'sport']",6.0
2090,MOVIE,Scandalous: The Untold Story of the National Enquirer,['US'],2019,Unknown,97,['documentation'],6.0
2255,MOVIE,This Is Not a War Story,['US'],2021,Unknown,112,"['drama', 'war']",6.0
1978,MOVIE,Coastal Elites,['US'],2020,R,87,"['comedy', 'drama']",6.0
488,MOVIE,The Story of a Three-Day Pass,['FR'],1968,Unknown,87,"['drama', 'romance']",6.0
1412,MOVIE,In Tahrir Square: 18 Days of Egypt's Unfinished Revolution,"['EG', 'US']",2012,Unknown,36,['documentation'],6.0
1774,MOVIE,Support the Girls,['US'],2018,R,91,"['drama', 'comedy']",6.0
854,MOVIE,My Fellow Americans,['US'],1996,PG-13,101,['comedy'],6.0
1337,MOVIE,Billie Jean King: Portrait of a Pioneer,['US'],2006,PG,60,['documentation'],6.0
602,MOVIE,Fellow Traveller,"['GB', 'US']",1989,Unknown,97,['drama'],6.0
1949,MOVIE,O.G.,['US'],2019,R,113,['drama'],6.0
1697,MOVIE,Blow Up of 'Blow-Up',['IT'],2016,Unknown,52,"['documentation', 'european']",6.0
1431,MOVIE,Cinema Verite,['US'],2011,Unknown,86,['drama'],6.0
2306,MOVIE,Reopening Night,['US'],2021,PG-13,85,['documentation'],6.0
469,MOVIE,"It's Not Just You, Murray!",['US'],1964,Unknown,17,['comedy'],6.0
2315,MOVIE,Frederick Douglass: In Five Speeches,['US'],2022,Unknown,58,"['history', 'documentation']",6.0
2404,MOVIE,Super-Vilains: l'Enquête,['FR'],2023,PG-13,62,['documentation'],6.0
2087,MOVIE,Sermon on the Mount,['US'],2019,Unknown,46,['documentation'],6.0
449,MOVIE,Shaft in Africa,['US'],1973,R,112,"['action', 'thriller', 'crime', 'drama']",6.0
1449,MOVIE,Triangle: Remembering the Fire,['US'],2011,Unknown,40,['documentation'],6.0
1561,MOVIE,Thanks for Sharing,['US'],2013,R,112,"['drama', 'comedy', 'romance']",6.0
2127,MOVIE,The Anniversary,"['CL', 'UY']",2019,Unknown,16,['drama'],6.0
142,MOVIE,The Prince of Magicians,['FR'],1901,Unknown,2,['comedy'],6.0
1018,MOVIE,Hot Tub Time Machine,['US'],2010,R,101,"['comedy', 'action', 'scifi']",6.0
1322,MOVIE,Shot Heard 'Round the World,['US'],2001,Unknown,60,"['documentation', 'history', 'sport']",6.0
405,MOVIE,Don't Play Us Cheap,['US'],1972,Unknown,95,"['comedy', 'romance']",6.0
789,MOVIE,Without Warning: The James Brady Story,['US'],1991,R,90,['drama'],6.0
2385,MOVIE,Swimsuit,[],2021,Unknown,10,['drama'],6.0
1455,MOVIE,Silencing the Song: An Afghan Fallen Star,[],2011,Unknown,35,['documentation'],6.0
1779,MOVIE,The Sentence,['US'],2018,Unknown,87,"['documentation', 'crime']",6.0
2357,MOVIE,Love and Baseball,['US'],2021,Unknown,88,"['comedy', 'drama', 'romance']",6.0
1216,MOVIE,Mr. Conservative: Goldwater on Goldwater,['US'],2006,Unknown,82,['documentation'],6.0
494,MOVIE,The Urban Crisis and the New Militants: Module 5 - Police Power and Freedom of Assembly: The Gregory March,[],1968,Unknown,8,['documentation'],6.0
677,MOVIE,Seoul 1988,['KR'],1989,Unknown,139,"['documentation', 'sport']",6.0
277,MOVIE,A Star Is Born,['US'],1973,R,139,"['drama', 'romance', 'music']",6.0
1706,MOVIE,DC Super Hero Girls: Hero of the Year,['US'],2016,Unknown,85,"['action', 'animation']",6.0
2251,MOVIE,Cry Macho,['US'],2021,PG-13,104,"['drama', 'western', 'thriller']",6.0
2345,MOVIE,Reefa,['US'],2021,Unknown,96,['drama'],6.0
2340,MOVIE,Camilo: El Primer Tour de Mi Vida,['US'],2022,Unknown,79,"['music', 'documentation']",6.0
2339,MOVIE,Dreamland: The Burning of Black Wall Street,['US'],2021,Unknown,98,['documentation'],6.0
495,MOVIE,The Urban Crisis and the New Militants: Module 4 - The People’s Right to Know: Police vs. Reporters,[],1968,Unknown,15,['documentation'],6.0
1162,MOVIE,Heidi Fleiss: The Would-be Madam of Crystal,['US'],2008,Unknown,70,['documentation'],6.0
1677,MOVIE,Morris from America,"['US', 'DE']",2016,R,89,"['drama', 'comedy', 'romance', 'european']",6.0
507,MOVIE,Cobra,['US'],1986,R,87,"['thriller', 'action', 'crime']",6.0
2265,MOVIE,Icahn: The Restless Billionaire,['US'],2022,PG-13,102,['documentation'],6.0
2022,MOVIE,The Apollo,['US'],2020,PG,98,"['documentation', 'european']",6.0
497,MOVIE,The Urban Crisis and the New Militants: Module 2 - Social Confrontation: The Battle of Michigan Ave.,[],1968,Unknown,12,['documentation'],6.0
879,MOVIE,City Hall,['US'],1996,R,111,"['thriller', 'crime', 'drama']",6.0
2101,MOVIE,Coffee Shop Names,['US'],2020,Unknown,8,['comedy'],6.0
678,MOVIE,Before Mickey Mouse: A History of American Animation,['US'],1982,G,58,['animation'],6.0
1424,MOVIE,Jumping the Broom,['US'],2011,PG-13,112,"['comedy', 'drama']",6.0
1341,MOVIE,The Spirit of Salsa,['US'],2010,Unknown,47,['documentation'],6.0
2106,MOVIE,The Name of the Son,['AR'],2019,Unknown,14,['drama'],6.0
2352,MOVIE,Aida Rodriguez: Fighting Words,['US'],2021,R,63,['comedy'],6.0
1514,MOVIE,Grand Piano,"['ES', 'US']",2013,R,90,"['thriller', 'music', 'drama', 'european']",6.0
1345,MOVIE,Bud Greenspan’s Athens 2004: Stories of Olympic Glory,['US'],2005,Unknown,96,"['documentation', 'sport']",6.0
1099,MOVIE,Lions for Lambs,['US'],2007,R,92,"['action', 'drama', 'history', 'thriller', 'war', 'crime']",6.0
610,MOVIE,Nice Dreams,['US'],1981,R,87,"['comedy', 'crime']",6.0
1596,MOVIE,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,['US'],2014,Unknown,62,"['documentation', 'history']",6.0
2342,MOVIE,Dangerous Play,[],2022,R,79,[],6.0
2227,MOVIE,Catwoman: Hunted,['US'],2022,PG-13,78,"['action', 'crime', 'animation', 'scifi']",6.0
1481,MOVIE,Into the Storm,['US'],2014,PG-13,89,"['action', 'thriller', 'drama']",6.0
1634,MOVIE,Mississippi Grind,['US'],2015,R,108,"['drama', 'comedy']",6.0
1082,MOVIE,When I Knew,['US'],2008,Unknown,36,['documentation'],6.0
306,MOVIE,Tom Jones,['GB'],1963,Unknown,128,"['comedy', 'romance', 'history', 'european']",6.0
1839,MOVIE,Beach Rats,['US'],2017,R,99,"['drama', 'romance']",6.0
2366,MOVIE,Skin Can Breathe,['US'],2022,PG-13,11,['drama'],6.0
1790,MOVIE,The Words That Built America,['US'],2017,G,49,['documentation'],6.0
683,MOVIE,Whoopi Goldberg's Fontaine... Why Am I Straight?,['US'],1988,Unknown,54,"['documentation', 'comedy']",6.0
1081,MOVIE,Joe's Palace,['GB'],2007,Unknown,108,['drama'],6.0
1484,MOVIE,A Million Ways to Die in the West,['US'],2014,R,116,"['comedy', 'western']",5.998
1021,MOVIE,Scary Movie 3,['US'],2003,R,84,"['comedy', 'horror']",5.986
1120,MOVIE,O,['US'],2001,R,95,"['thriller', 'drama', 'romance', 'european']",5.981
1256,MOVIE,The Sentinel,['US'],2006,PG-13,108,"['crime', 'thriller', 'action']",5.979
1102,MOVIE,Killers,['US'],2010,PG-13,100,"['action', 'thriller', 'romance', 'comedy']",5.975
1000,MOVIE,Miami Vice,"['DE', 'PY', 'UY', 'US']",2006,R,132,"['thriller', 'action', 'crime', 'drama', 'european']",5.974
1012,MOVIE,The Men Who Stare at Goats,"['US', 'GB']",2009,R,93,"['comedy', 'war']",5.972
90,MOVIE,The Emperor Jones,['US'],1933,Unknown,73,"['drama', 'music']",5.967
526,MOVIE,Prancer,"['US', 'CA']",1989,G,99,"['drama', 'fantasy', 'family']",5.961
2029,MOVIE,Line of Duty,"['US', 'GB']",2019,R,98,['thriller'],5.961
359,MOVIE,Godzilla Raids Again,['JP'],1955,Unknown,82,"['scifi', 'horror', 'family', 'action']",5.959
1069,MOVIE,Wild Hogs,['US'],2007,PG-13,100,"['comedy', 'action', 'reality']",5.947
123,MOVIE,Tea for Two,['US'],1950,Unknown,98,"['comedy', 'romance']",5.944
1146,MOVIE,"I Love You, Beth Cooper","['US', 'CA']",2009,PG-13,102,"['comedy', 'romance']",5.94
885,MOVIE,Free Willy 2: The Adventure Home,"['FR', 'US']",1995,PG,94,"['drama', 'family']",5.934
1202,MOVIE,A Guy Thing,['US'],2003,PG-13,101,"['comedy', 'romance']",5.933
832,MOVIE,Thinner,['US'],1996,R,92,"['thriller', 'fantasy', 'horror']",5.927
983,MOVIE,Ghost Ship,"['AU', 'US']",2002,R,91,"['horror', 'thriller', 'european']",5.921
1199,MOVIE,Jimmy Neutron: Boy Genius,['US'],2001,G,82,"['comedy', 'animation', 'family', 'scifi', 'action']",5.914
1647,MOVIE,Cooties,['US'],2015,R,88,"['comedy', 'horror', 'action', 'scifi', 'thriller']",5.912
1137,MOVIE,The New Guy,['US'],2002,PG-13,88,['comedy'],5.912
1666,MOVIE,USS Indianapolis: Men of Courage,['US'],2016,R,128,"['action', 'drama', 'history', 'thriller', 'war']",5.911
575,MOVIE,Vice Versa,['US'],1988,PG,94,"['comedy', 'fantasy', 'european']",5.911
1622,MOVIE,Suicide Squad,['US'],2016,PG-13,123,"['action', 'fantasy', 'crime', 'scifi']",5.91
1144,MOVIE,xXx,['US'],2002,PG-13,124,"['thriller', 'action']",5.91
803,MOVIE,Hollow Man,"['DE', 'US']",2000,R,112,"['thriller', 'action', 'horror', 'scifi']",5.908
295,MOVIE,The Bad News Bears in Breaking Training,['US'],1977,PG,100,"['comedy', 'family', 'sport']",5.906
1253,MOVIE,Wartorn: 1861-2010,['US'],2010,Unknown,90,"['documentation', 'war']",5.9
1025,MOVIE,Beerfest,['US'],2006,Unknown,110,['comedy'],5.9
846,MOVIE,Mannequin Two: On the Move,['US'],1991,PG,95,"['comedy', 'romance', 'fantasy']",5.9
1541,MOVIE,The Haunting in Connecticut 2: Ghosts of Georgia,['US'],2013,R,100,"['drama', 'thriller', 'horror']",5.9
829,MOVIE,Tyson,['US'],1995,Unknown,110,"['drama', 'sport']",5.9
775,MOVIE,The Big Hit,['US'],1998,R,91,"['action', 'thriller', 'comedy', 'crime']",5.9
2321,MOVIE,Covid Diaries NYC,['US'],2021,Unknown,40,['documentation'],5.9
1326,MOVIE,Salt Lake 2002: Stories of Olympic Glory,['US'],2003,Unknown,120,"['documentation', 'sport']",5.9
2137,MOVIE,Anacronte,"['MX', 'AR']",2019,Unknown,15,['animation'],5.9
898,MOVIE,In Pursuit of Honor,['US'],1995,PG-13,111,"['western', 'drama']",5.9
1783,MOVIE,Robin Hood,['US'],2018,PG-13,116,"['action', 'thriller', 'drama', 'fantasy']",5.9
1180,MOVIE,Fighting,['US'],2009,PG-13,105,"['action', 'drama', 'romance', 'sport', 'crime']",5.9
1681,MOVIE,While We're Young,['US'],2015,R,97,"['comedy', 'drama', 'thriller']",5.9
973,MOVIE,Jennifer's Body,['US'],2009,R,107,"['comedy', 'horror']",5.9
660,MOVIE,Things Are Tough All Over,['US'],1982,R,90,"['comedy', 'action']",5.9
1405,MOVIE,Larry Crowne,"['FR', 'US']",2011,PG-13,98,"['comedy', 'romance', 'drama']",5.9
1589,MOVIE,Make Your Move,"['KR', 'US']",2013,PG-13,105,"['music', 'comedy', 'drama', 'romance']",5.9
95,MOVIE,Downhill,['GB'],1927,Unknown,110,"['drama', 'thriller']",5.9
1871,MOVIE,Acts of Vengeance,"['US', 'BG']",2017,R,87,"['thriller', 'action', 'drama', 'crime', 'european']",5.9
1646,MOVIE,Dark Places,"['GB', 'US', 'FR']",2015,R,113,"['drama', 'crime', 'thriller', 'action', 'european']",5.9
1165,MOVIE,Man of the Year,['US'],2006,PG-13,115,"['comedy', 'thriller', 'drama', 'romance']",5.9
1627,MOVIE,Batman v Superman: Dawn of Justice,['US'],2016,R,153,"['action', 'fantasy', 'drama', 'scifi', 'crime']",5.9
1655,MOVIE,My Big Fat Greek Wedding 2,"['US', 'CA']",2016,PG-13,94,"['romance', 'comedy']",5.9
615,MOVIE,The Toy,['US'],1982,PG,102,['comedy'],5.9
1124,MOVIE,The Mexican,"['MX', 'US']",2001,R,123,"['romance', 'comedy', 'crime']",5.888
1095,MOVIE,Bad News Bears,['US'],2005,PG-13,113,"['comedy', 'sport']",5.884
633,MOVIE,She's Having a Baby,['US'],1988,PG-13,106,"['comedy', 'drama', 'romance']",5.882
918,MOVIE,"Late August, Early September",['FR'],1999,Unknown,112,"['drama', 'romance', 'european']",5.871
1088,MOVIE,Lara Croft: Tomb Raider,"['GB', 'US', 'DE', 'JP']",2001,PG-13,100,"['fantasy', 'action', 'thriller']",5.868
1277,MOVIE,Wide Awake,['US'],2006,R,79,"['documentation', 'horror']",5.864
473,MOVIE,Cleopatra Jones and the Casino of Gold,"['HK', 'US']",1975,R,94,['action'],5.842
1178,MOVIE,Planet 51,"['US', 'ES', 'GB']",2009,PG,91,"['comedy', 'fantasy', 'scifi', 'animation', 'family', 'european']",5.838
1628,MOVIE,Into the Forest,['CA'],2016,R,101,"['drama', 'scifi', 'thriller', 'horror']",5.836
1046,MOVIE,The Break-Up,['US'],2006,PG-13,106,"['comedy', 'romance', 'drama']",5.834
150,MOVIE,The Marathon,['US'],1919,Unknown,14,['comedy'],5.833
593,MOVIE,Crocodile Dundee II,"['US', 'AU']",1988,PG,110,"['action', 'comedy']",5.822
1376,MOVIE,The Campaign,['US'],2012,R,85,['comedy'],5.816
1008,MOVIE,Legion,['US'],2010,R,100,"['horror', 'action', 'fantasy', 'scifi', 'history']",5.813
1086,MOVIE,Alvin and the Chipmunks,['US'],2007,PG,87,"['fantasy', 'music', 'drama', 'animation', 'comedy', 'family']",5.806
888,MOVIE,Big Momma's House,"['US', 'DE']",2000,PG-13,98,"['crime', 'comedy', 'action']",5.805
1820,MOVIE,Batman Ninja,"['JP', 'US']",2018,PG-13,85,"['animation', 'action', 'scifi']",5.803
1205,MOVIE,The Perfect Score,"['US', 'DE']",2004,PG-13,93,"['crime', 'comedy', 'drama']",5.8
1562,MOVIE,Phil Spector,['US'],2013,Unknown,92,"['drama', 'music']",5.8
2401,MOVIE,The Weeknd: Live at SoFi Stadium,['US'],2023,R,98,['music'],5.8
1727,MOVIE,Princess Cut,['US'],2015,PG,97,"['romance', 'drama', 'crime']",5.8
2076,MOVIE,Sherlock Holmes and the Great Escape,['HK'],2019,Unknown,84,['animation'],5.8
1564,MOVIE,Dom Hemingway,['GB'],2013,R,93,"['drama', 'comedy', 'crime']",5.8
2293,MOVIE,Golden Arm,['US'],2021,Unknown,90,['comedy'],5.8
1546,MOVIE,The Captive,['CA'],2014,R,112,"['drama', 'thriller', 'crime']",5.8
1317,MOVIE,Dave Attell: Captain Miserable,['US'],2007,Unknown,58,"['comedy', 'documentation']",5.8
1758,MOVIE,The Nun,['US'],2018,R,97,"['thriller', 'horror']",5.8
1332,MOVIE,Liberty Kid,['US'],2008,Unknown,92,['drama'],5.8
1520,MOVIE,The Two Faces of January,"['GB', 'US', 'FR']",2014,Unknown,96,"['thriller', 'romance']",5.8
2033,MOVIE,Baby God,['US'],2020,Unknown,78,"['documentation', 'crime']",5.8
2331,MOVIE,Breathless,['DO'],2021,Unknown,106,"['drama', 'thriller', 'crime']",5.8
2332,MOVIE,A Hollywood Christmas,['US'],2022,PG,91,"['comedy', 'romance', 'drama', 'family']",5.8
293,MOVIE,Carol for Another Christmas,['US'],1964,Unknown,84,"['drama', 'fantasy']",5.8
1531,MOVIE,Nightingale,['US'],2014,Unknown,83,"['drama', 'crime']",5.8
2210,MOVIE,Julia,['US'],2022,PG-13,95,['documentation'],5.8
913,MOVIE,Gossip,['US'],2000,R,90,"['thriller', 'drama', 'european']",5.8
1601,MOVIE,Americans in Bed,['US'],2013,Unknown,80,['documentation'],5.8
487,MOVIE,The Urban Crisis and the New Militants: Module 7 - Cicero March,['US'],1966,Unknown,8,['documentation'],5.8
1970,MOVIE,Oprah Winfrey Presents: After Neverland,['US'],2019,PG-13,58,['documentation'],5.8
1683,MOVIE,Southern Rites,['US'],2015,Unknown,90,['documentation'],5.8
1301,MOVIE,Life Support,['US'],2008,Unknown,90,"['drama', 'animation', 'scifi']",5.8
1904,MOVIE,Outside the Bubble: On the Road with Alexandra Pelosi,['US'],2018,PG-13,54,['documentation'],5.8
870,MOVIE,Dead Silence,"['CA', 'US']",1997,R,105,"['action', 'crime', 'drama', 'thriller']",5.8
2108,MOVIE,La Afinadora de Árboles,"['AR', 'MX']",2019,PG,101,"['comedy', 'drama']",5.8
1598,MOVIE,Miss You Can Do It,['US'],2013,Unknown,75,"['documentation', 'family', 'drama']",5.8
1279,MOVIE,As You Like It,"['GB', 'US']",2006,PG,127,"['comedy', 'drama', 'romance', 'european']",5.8
934,MOVIE,Nagano ’98 Olympics: Stories of Honor and Glory,['US'],1998,Unknown,119,"['documentation', 'sport']",5.8
1403,MOVIE,Young Adult,['US'],2011,R,94,"['comedy', 'drama']",5.8
129,MOVIE,Intermezzo,['SE'],1936,Unknown,93,"['drama', 'european', 'romance']",5.8
1600,MOVIE,First Cousin Once Removed,['US'],2014,Unknown,78,['documentation'],5.8
466,MOVIE,Hanzo the Razor: Who's Got the Gold?,['JP'],1974,Unknown,84,"['drama', 'action']",5.796
1534,MOVIE,To the Wonder,['US'],2013,R,112,"['drama', 'romance']",5.793
1639,MOVIE,Class Divide,['US'],2016,Unknown,74,['documentation'],5.786
1092,MOVIE,The Eye,['US'],2008,PG-13,98,"['horror', 'thriller', 'drama', 'documentation', 'european']",5.782
1010,MOVIE,Scary Movie 2,"['CA', 'US']",2001,R,83,"['comedy', 'horror']",5.78
865,MOVIE,Robin Hood,"['DE', 'GB', 'US', 'CA']",1991,PG-13,104,"['action', 'drama', 'romance', 'european']",5.771
1649,MOVIE,Barely Lethal,['US'],2015,PG-13,96,"['romance', 'action', 'comedy']",5.769
1286,MOVIE,Ben 10: Race Against Time,['US'],2007,PG,67,"['action', 'family', 'scifi', 'thriller']",5.765
1174,MOVIE,Big Momma's House 2,['US'],2006,PG-13,99,"['comedy', 'crime']",5.753
922,MOVIE,Freedom on My Mind,['US'],1994,Unknown,105,['documentation'],5.75
606,MOVIE,Star Trek V: The Final Frontier,['US'],1989,PG,107,"['action', 'thriller', 'fantasy', 'scifi', 'european']",5.739
848,MOVIE,Michael,['US'],1996,PG,105,"['fantasy', 'comedy', 'drama']",5.733
1123,MOVIE,The Ring Two,['US'],2005,PG-13,110,"['horror', 'thriller', 'drama']",5.732
461,MOVIE,It Happened at the World's Fair,['US'],1963,Unknown,105,"['comedy', 'romance']",5.727
600,MOVIE,The Pick-up Artist,['US'],1987,PG-13,81,"['comedy', 'romance', 'crime', 'drama']",5.72
594,MOVIE,Working Girls,['US'],1987,Unknown,93,['drama'],5.714
1204,MOVIE,The Whole Ten Yards,['US'],2004,PG-13,98,"['comedy', 'thriller', 'crime']",5.706
1066,MOVIE,The Heartbreak Kid,['US'],2007,R,115,"['romance', 'comedy']",5.704
339,MOVIE,Cleopatra Jones,['US'],1973,R,89,"['thriller', 'action', 'crime']",5.702
1107,MOVIE,Fool's Gold,['US'],2008,PG-13,112,"['comedy', 'action', 'romance', 'thriller']",5.7
1849,MOVIE,T.J. Miller: Meticulously Ridiculous,['US'],2017,Unknown,59,['comedy'],5.7
2291,MOVIE,Persona: The Dark Truth Behind Personality Tests,['US'],2021,Unknown,85,['documentation'],5.7
1325,MOVIE,Alive Day Memories: Home from Iraq,['US'],2007,Unknown,57,['documentation'],5.7
2057,MOVIE,The Tomorrow Man,['US'],2019,PG-13,94,"['drama', 'romance']",5.7
2370,MOVIE,Pure,[],2021,Unknown,12,"['drama', 'romance']",5.7
2060,MOVIE,On the Trail: Inside the 2020 Primaries,['US'],2020,Unknown,94,['documentation'],5.7
1103,MOVIE,Garfield,['US'],2004,PG,80,"['comedy', 'family', 'fantasy', 'animation']",5.7
