,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
2423,TV Show,The Cravings,South Korea,Unknown,"Park Hee-bon, Phillip Choi, Hong Wan-pyo, Choi Bae-yeong, Hyuk-kwon Park, Yang Hyeon-min",2016," April 20, 2017",TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",8.303
2306,TV Show,"O-Negative, Love Can’t Be Designed",Unknown,Unknown,"Jirayu La-ongmanee, Thanapob Leeratanakajorn, Violette Wautier, Supassra Thanachat, Arachaporn Pokinpakorn",2016,"April 13, 2018",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",8.3
1354,TV Show,The Missing Menu,Unknown,Unknown,"Frederick Lee, Jojo Goh, Karena Teo, Jeffrey Cheng, Janelle Chin",2016,"May 8, 2019",TV-PG,1 Season,"International TV Shows, TV Dramas",8.3
2037,TV Show,Battle Creek,United States,Unknown,"Josh Duhamel, Dean Winters, Aubrey Dollar, Edward Fordham Jr., Kal Penn, Janet McTeer, Liza Lapira, Damon Herriman, Meredith Eaton",2015,"December 31, 2015",TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",8.3
1238,TV Show,IZombie,United States,Unknown,"Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley, David Anders, Aly Michalka",2019,"August 9, 2019",TV-MA,5 Seasons,"TV Comedies, TV Dramas, TV Horror",8.3
1528,TV Show,Fugitiva,Spain,Unknown,"Paz Vega, Julio Bracho, Arantza Ruiz, Luisa Rubino, Lander Otaola, Iván Pellicer, José Manuel Poga, Mercedes Sampietro, Charo López, Roberto Álamo, Raúl Medina, Melina Matthews, Pedro Mari Sánchez, Odiseo Bichir",2018,"November 23, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8.3
1462,TV Show,Z Nation,United States,Unknown,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao",2018,"January 27, 2019",TV-MA,5 Seasons,"TV Action & Adventure, TV Comedies, TV Horror",8.3
1622,TV Show,Ultimate Beastmaster México,Unknown,Unknown,"Luis Ernesto Franco, Inés Sainz, Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Rafinha Bastos, Anderson Silva, Sylvester Stallone",2018,"August 31, 2018",TV-PG,3 Seasons,"Reality TV, Spanish-Language TV Shows",8.3
1543,TV Show,The Queen of Flow,Colombia,Unknown,"Carolina Ramírez, Carlos Torres, Andrés Sandoval, Adriana Arango, Mabel Moreno, Luis Alfredo Velasco, Pacho Rueda, Diana Wiswell, Mariana Garzón, Kiño, Sebastián Silva, Mariana Gómez, María José Vargas, Guillermo Blanco, Juan Manuel Restrepo, Alejandro Otero, David Ojalvo",2018,"November 9, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8.3
32,TV Show,Yowamushi Pedal,Japan,Unknown,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",2013,"September 14, 2021",TV-14,1 Season,"Anime Series, International TV Shows",8.297
674,TV Show,Family Business,France,Unknown,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère, Olivier Rosemberg, Ali Marhyar, Lina El Arabi, Louise Coldefy, Enrico Macias, Valérie Damidot",2020,"September 11, 2020",TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",8.289
1851,TV Show,Unriddle,Singapore,Unknown,"Rui En, Chen Liping, Tay Ping Hui, Andie Chen, Xiang Yun, Joshua Ang, Zhou Ying",2012,"July 1, 2017",TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",8.28
890,TV Show,Nicky Jam: El Ganador,"Puerto Rico, United States, Colombia",Unknown,"Nicky Jam, Diego Cadavid, Ana Lucia Dominguez, Darkiel, Osvaldo Friger, Jarlin Javier Martinez, Luis Rivera, Nestor Rodulfo, Luis Gonzaga",2018,"April 21, 2020",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8.267
883,TV Show,Love 101,Turkey,Unknown,"Pınar Deniz, Kubilay Aka, Mert Yazıcıoğlu, Alina Boz, Selahattin Paşalı, İpek Filiz Yazıcı, Kaan Urgancıoğlu, Müfit Kayacan, Bade İşçil, Tuba Ünsal",2020,"April 24, 2020",TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",8.262
1404,TV Show,The Terminal,Unknown,Unknown,"Mohammad Mansour, Bouthayna Al Raesi, Bassima Hamada, Ahlaam Muhammed, Shaimaa Ali, Foaz Al -Shatti, Abdullah Bahman, Abdulmohsen Al-Qaffas, Mohammed Al Dosari",2018,"March 29, 2019",TV-14,1 Season,"International TV Shows, TV Dramas",8.258
109,TV Show,Control Z,Mexico,Unknown,"Ana Valeria Becerril, Michael Ronda, Yankel Stevan, Zion Moreno, Luis Curiel, Samantha Acuña, Macarena García, Fiona Palomo, Andrés Baida, Patricio Gallardo, Iván Aragón, Xabiani Ponce de León, Patricia Maqueo, Rodrigo Cachero, Rocío Verdejo, Mauro Sánchez Navarro, Lidia San José, Thanya López, Renata del Castillo, Arturo Barba, Kariam Castro, Ariana Saavedra, Alexander Holtmann, Nastassia Villasana, Marco Zunino",2021,"August 4, 2021",TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",8.256
2135,TV Show,Father Brown,United Kingdom,Ian Barber,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn",2017," March 31, 2018",TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas",8.254
548,TV Show,Oddbods,"United Kingdom, Singapore",Unknown,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi",2017,"December 1, 2020",TV-Y,1 Season,"Kids' TV, TV Comedies",8.251
1473,TV Show,Lavender,Taiwan,Unknown,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi",2002,"January 15, 2019",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",8.241
680,TV Show,Get Organized with The Home Edit,United States,Unknown,Unknown,2020,"September 9, 2020",TV-PG,1 Season,Reality TV,8.24
291,TV Show,Word of Honor,Unknown,Gary Sing,"Zhang Zhehan, Gong Jun, Zhou Ye, Asher Ma, Sun Xilun, Chen Zihan, Rolling Wang, Zhang Yonggang, Li Daikun, Huang Youming, Damon Guo",2021,"May 28, 2021",TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",8.236
2157,TV Show,Geronimo Stilton,"Italy, Canada, France",Guy Vasilovich,"Brian Drummond, Erin Mathews, Richard Ian Cox, Sarah Edmondson, Moneca Stori",2011,"December 31, 2017",TV-Y,1 Season,"Kids' TV, TV Comedies",8.232
1302,TV Show,Shooter,United States,Unknown,"Ryan Phillippe, Omar Epps, David Marciano, Cynthia Addai-Robinson, Shantel VanSanten, Tom Sizemore",2018,"June 21, 2019",TV-14,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",8.231
382,TV Show,The Irregulars,United Kingdom,Unknown,"Mckell David, Thaddea Graham, Jojo Macari, Harrison Osterfield, Darci Shaw, Clarke Peters, Royce Pierreson, Henry Lloyd-Hughes",2021,"March 26, 2021",TV-14,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",8.23
311,TV Show,The Upshaws,United States,Unknown,"Mike Epps, Wanda Sykes, Kim Fields, Page Kennedy, Diamond Lyons, Khali Daniya-Renee Spraggins, Jermelle Simon, Gabrielle Dennis, Journey Christine",2021,"May 12, 2021",TV-14,1 Season,TV Comedies,8.228
2399,TV Show,Strong Girl Bong-soon,South Korea,Unknown,"Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae",2017,"November 24, 2019",TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",8.224
220,TV Show,This Is Pop,Unknown,Unknown,Unknown,2021,"June 22, 2021",TV-MA,1 Season,"Docuseries, International TV Shows",8.219
1448,TV Show,One Day at a Time,United States,Unknown,"Justina Machado, Rita Moreno, Todd Grinnell, Isabella Gomez, Marcel Ruiz, Stephen Tobolowsky",2019,"February 8, 2019",TV-PG,3 Seasons,TV Comedies,8.218
1377,TV Show,KO One,Taiwan,Unknown,"Aaron Yan, Jiro Wang, Calvin Ka-Sing Chen, Danson Tang, Tsai Yi-chen, Alien Huang",2005,"April 19, 2019",TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",8.211
1918,TV Show,Ice Fantasy,China,Unknown,"Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",2016,"December 15, 2016",TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",8.21
269,TV Show,Locombianos,Colombia,Unknown,"Freddy Beltrán, Pamela Ospina, Diego Camargo, Catalina Guzmán",2021,"June 10, 2021",TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",8.202
2047,TV Show,Bh Se Bhade,India,Unknown,"Deven Bhojani, Suchita Trivedi, Sarita Joshi, Varun Khandelwal, Bhavna Khatri, Dushyant Wagh, Gulfam Khan, Atul Parchure",2013,"April 1, 2018",TV-PG,1 Season,"International TV Shows, TV Comedies",8.2
186,TV Show,Shtisel,Israel,Unknown,"Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit",2021,"July 6, 2021",TV-14,3 Seasons,"International TV Shows, TV Dramas",8.2
692,TV Show,Borgen,Denmark,Unknown,"Sidse Babett Knudsen, Birgitte Hjort Sørensen, Pilou Asbæk, Emil Poulsen, Freja Riemann, Søren Malling, Thomas Levin, Benedikte Hansen, Mikael Birkkjær, Anders Juul, Lisbeth Wulff, Kasper Lange, Lars Knutzon, Søren Spanning, Christoph Bastrup, Morten Kirkskov, Bjarne Henriksen, Peter Mygind, Ole Thestrup, Iben Dorner, Dar Salim, Jens Albinus, Christian Tafdrup, Alastair Mackenzie, Julie Agnete Vang, Kristian Halken, Ricard Lawrence, Marie Askehave, Rikke Lylloff, Mille Dinesen, Anne Sofie Espersen",2012,"September 1, 2020",TV-MA,3 Seasons,"International TV Shows, TV Dramas",8.2
65,TV Show,The Ingenuity of the Househusband,Unknown,Unknown,Kenjiro Tsuda,2021,"August 29, 2021",TV-G,1 Season,"International TV Shows, TV Comedies",8.2
1698,TV Show,Troy,"United Kingdom, South Africa, Australia, United States",Unknown,"Louis Hunter, Bella Dayne, Frances O'Connor, David Threlfall, Chloe Pirrie, Tom Weston-Jones, Alfred Enoch, Jonas Armstrong",2018,"April 6, 2018",TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",8.2
1766,TV Show,The Many Faces of Ito,Japan,Unknown,"Fumino Kimura, Nozomi Sasaki, Mirai Shida, Elaiza Ikeda, Kaho, Yuki Yamada, Tomoya Nakamura, Kei Tanaka",2017,"November 24, 2017",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",8.2
1583,TV Show,Monty Python's Fliegender Zirkus,"United Kingdom, West Germany",Unknown,"Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth",1972,"October 2, 2018",TV-MA,1 Season,"International TV Shows, TV Comedies",8.197
361,TV Show,Unnatural Selection,United States,Unknown,Unknown,2019,"April 14, 2021",TV-MA,1 Season,"Docuseries, Science & Nature TV",8.192
1562,TV Show,Marvel's Daredevil,United States,Unknown,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton",2018,"October 19, 2018",TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure",8.19
1480,TV Show,See You in Time,Unknown,Unknown,"Hans Chung, Mini Tsai, Albee Huang, David Chiu, Johnny Yang, Kuan Lin, Ray Yang, Liu Yu Shan",2017,"January 4, 2019",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",8.188
1058,TV Show,Don't F**k with Cats: Hunting an Internet Killer,"United Kingdom, United States",Mark Lewis,Unknown,2019,"December 18, 2019",TV-MA,1 Season,"Crime TV Shows, Docuseries",8.171
477,TV Show,Pretend It’s a City,United States,Unknown,Fran Lebowitz,2021,"January 8, 2021",TV-14,1 Season,Docuseries,8.169
2118,TV Show,Easy Fortune Happy Life,Taiwan,Unknown,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",2009,"September 1, 2016",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",8.168
896,TV Show,El Dragón: Return of a Warrior,Mexico,Unknown,"Sebastián Rulli, Renata Notni, Roberto Mateos, Irina Baeva, Cassandra Sánchez Navarro, Manuel Balbi, Javier Gómez, Alejandro Ávila, Sofía Castro, Juan Pablo Gil",2020,"April 17, 2020",TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8.163
2426,TV Show,The Devil Is a Part-Timer!,Japan,Unknown,"Ryota Osaka, Yoko Hikasa, Nao Toyama, Yuki Ono, Hiro Shimono, Kanae Ito, Josh Grelle, Felecia Angelle, Anthony Bowling, R. Bruce Elliott, Tia Lynn Ballard, Aaron Dismuke",2013,"April 1, 2019",TV-14,1 Season,Anime Series,8.162
459,TV Show,BONDING,United States,Unknown,"Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman, Alex Hurt, D'Arcy Carden, Gabrielle Ryan, Charles Gould",2021,"January 27, 2021",TV-MA,2 Seasons,"TV Comedies, TV Dramas",8.152
1701,TV Show,Fallet,Sweden,Unknown,"Lisa Henni, Adam Godley, Tomas von Brömssen, Lia Boysen, Christoffer Nordenrot, Stina Rautelin, Erik Madsen, Magnus Krepper, Meliz Karlge, Linda Nilarve, Björn Granath, Richenda Carey, Dag Malmberg",2017,"April 1, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",8.145
1492,TV Show,Watership Down,"United Kingdom, Ireland, United States",Noam Murro,"James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley, Tom Wilkinson, Gemma Arterton, Peter Capaldi, Olivia Colman, Mackenzie Crook, Anne-Marie Duff, Taron Egerton, James Faulkner, Freddie Fox, Lee Ingleby, Miles Jupp, Daniel Kaluuya, Rory Kinnear, Craig Parkinson, Rosamund Pike, Daniel Rigby, Jason Watkins",2018,"December 23, 2018",TV-PG,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",8.143
1275,TV Show,True Tunes,Unknown,Unknown,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux",2019,"July 12, 2019",TV-Y,1 Season,Kids' TV,8.135
1625,TV Show,GHOUL,India,Patrick Graham,"Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee, Mahesh Balraj",2018,"August 24, 2018",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",8.132
2450,TV Show,The Minimighty Kids,France,Unknown,Unknown,2012," April 15, 2018",TV-G,2 Seasons,"Kids' TV, TV Comedies",8.128
390,TV Show,Formula 1: Drive to Survive,United Kingdom,Unknown,Unknown,2021,"March 19, 2021",TV-MA,3 Seasons,Docuseries,8.121
4,TV Show,Midnight Mass,US,Mike Flanagan,"Kate Siegel, Zach Gilford, Hamish Linklater, Henry Thomas, Kristin Lehman, Samantha Sloyan, Igby Rigney, Rahul Kohli, Annarah Cymone, Annabeth Gish, Alex Essoe, Rahul Abburi, Matt Biedel, Michael Trucco, Crystal Balint, Louis Oliver",2021,"September 24, 2021",TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",8.118
1933,TV Show,Gilmore Girls: A Year in the Life,United States,Unknown,"Lauren Graham, Alexis Bledel, Kelly Bishop, Scott Patterson, Yanic Truesdale, Matt Czuchry, Liza Weil, Milo Ventimiglia, Sean Gunn, Keiko Agena, Rose Abdoo, Melissa McCarthy",2016,"November 25, 2016",TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",8.117
789,TV Show,Crazy Delicious,United Kingdom,Unknown,"Jayde Adams, Carla Hall, Heston Blumenthal, Niklas Ekstedt",2020,"June 24, 2020",TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",8.111
525,TV Show,Children of Adam,Lebanon,Unknown,"Maguy Bou Ghosn, Daniella Rahme, Maxim Khalil, Qays Sheikh Najib, Mohamed Yaghy, Rodney Haddad, Nada Abou Farhat",2020,"December 12, 2020",TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",8.105
2473,TV Show,The Vietnam War: A Film by Ken Burns and Lynn Novick,United States,"Ken Burns, Lynn Novick",Unknown,2017,"June 20, 2018",TV-MA,1 Season,Docuseries,8.1
1123,TV Show,Victorious,United States,Unknown,"Victoria Justice, Leon Thomas III, Matt Bennett, Elizabeth Gillies, Ariana Grande, Avan Jogia, Daniella Monet, Michael Eric Reid, Jake Farrow, Eric Lange",2013,"November 2, 2019",TV-G,3 Seasons,"Kids' TV, TV Comedies",8.1
707,TV Show,Hoops,United States,Unknown,"Jake Johnson, Ron Funches, Cleo King, Natasha Leggero, A.D. Miles, Rob Riggle, Steve Berg, Eric Edelstein, Ben Hoffman, Mary Holland, Gil Ozeri, Sam Richardson, Nick Swardson",2020,"August 21, 2020",TV-MA,1 Season,TV Comedies,8.1
1084,TV Show,Merry Happy Whatever,United States,Unknown,"Dennis Quaid, Bridgit Mendler, Brent Morin, Ashley Tisdale, Siobhan Murphy, Adam Rose, Elizabeth Ho, Hayes MacArthur, Garcelle Beauvais, Tyler Ritter, Mason Davis, Lucas Jaye",2019,"November 28, 2019",TV-PG,1 Season,TV Comedies,8.1
590,TV Show,60 Days In,United States,Unknown,Unknown,2019,"November 1, 2020",TV-MA,1 Season,Reality TV,8.1
2303,TV Show,Nura: Rise of the Yokai Clan: Demon Capital,Japan,Unknown,"Jun Fukuyama, Darrel Guilbeau, Eri Kitamura, Grant George, Yui Horie, Cassandra Lee, Hiroki Yasumoto, Kyle Hebert",2011,"December 1, 2016",TV-MA,1 Season,"Anime Series, Crime TV Shows",8.082
847,TV Show,Strangers from Hell,South Korea,Unknown,"Lee Dong-wook, Im Si-wan, Lee Jung-eun, Lee Hyun-wook, Park Jong-hwan, Lee Joong-ok, Ahn Eun-jin",2019,"May 15, 2020",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Horror",8.078
336,TV Show,Izzy's Koala World,Australia,Unknown,"Izzy Bee, Ali Bee, Tim Bee",2021,"April 20, 2021",TV-Y,2 Seasons,Kids' TV,8.078
1907,TV Show,We're Lalaloopsy,United States,Unknown,"Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre",2017,"January 10, 2017",TV-Y,1 Season,"Kids' TV, TV Comedies",8.078
499,TV Show,A Love So Beautiful,South Korea,Unknown,"Kim Yo-han, So Joo-yeon, Yeo Hoi-hyun, Jeong Jin-hwan, Jo Hye-joo, Yun Seo-hyun, Cho Ryun, Kim Sung-gon, Seong Hye-min, Park Ji-won",2020,"December 28, 2020",TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",8.067
1384,TV Show,New Girl,United States,Unknown,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr.",2018,"April 11, 2019",TV-14,7 Seasons,"Romantic TV Shows, TV Comedies",8.067
684,TV Show,Cleverman,"Australia, New Zealand, United States",Unknown,"Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs",2017,"September 5, 2020",TV-MA,1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers",8.066
385,TV Show,Men on a Mission,South Korea,Jung-ah Im,"Ho-dong Kang, Soo-geun Lee, Sang-min Lee, Young-chul Kim, Jang-hoon Seo, Hee-chul Kim, Kyung-hoon Min",2021,"March 23, 2021",TV-14,6 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",8.059
1551,TV Show,The Great British Baking Show: The Beginnings,Unknown,Unknown,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",2012,"November 1, 2018",TV-PG,1 Season,"British TV Shows, Reality TV",8.05
1059,TV Show,Soundtrack,United States,Unknown,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan, Jahmil French, Megan Ferguson, Madeleine Stowe, Campbell Scott, Isaiah Givens",2019,"December 18, 2019",TV-MA,1 Season,"Romantic TV Shows, TV Dramas",8.045
1754,TV Show,The Indian Detective,"Canada, Germany, South Africa",Unknown,"Russell Peters, Anupam Kher, Christina Cole, Mishqah Parthiephal, Hamza Haq, Meren Reddy, William Shatner",2017,"December 19, 2017",TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",8.042
2486,TV Show,Twin Peaks,United States,Unknown,"Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie",1990,"July 1, 2017",TV-14,2 Seasons,"Classic & Cult TV, Crime TV Shows, TV Dramas",8.03
855,TV Show,The Eddy,"United Kingdom, Germany, United States, France","Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul","André Holland, Joanna Kulig, Amandla Stenberg, Leïla Bekhti, Tahar Rahim, Benjamin Biolay, Adil Dehbi, Melissa George, Lada Obradovic, Tchéky Karyo, Randy Kerber, Elyes Aguis, Damian Nueva Cortes",2020,"May 8, 2020",TV-MA,1 Season,"International TV Shows, TV Dramas",8.028
488,TV Show,Monarca,Mexico,Unknown,"Irene Azuela, Juan Manuel Bernal, Osvaldo Benavides, Rosa María Bianchi, Antonio de la Vega, Luis Rábago, Sophie Gómez, James Hyde, Carla Adell, Regina Pavón, Dalí González, Alejandro de Hoyos Parera, José Manuel Rincón, Daniela Schmidt, Gabriela de la Garza",2021,"January 1, 2021",TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",8.025
669,TV Show,Signs,Poland,Unknown,"Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michał Czernecki, Mariusz Ostrowski, Robert Gulaczyk, Mirosław Kropielnicki, Helena Englert, Paulina Gałązka, Magdalena Źak",2020,"September 16, 2020",TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",8.019
1012,TV Show,Soul Eater,Japan,Unknown,"Chiaki Omigawa, Laura Bailey, Emiri Kato, Kouki Uchiyama, Micah Solusod, Yumiko Kobayashi, Brittney Karbowski, Mamoru Miyano, Todd Haberkorn, Kaori Nazuka, Monica Rial, Akeno Watanabe, Jamie Marchi, Narumi Takahira, Cherami Leigh, Houko Kuwashima",2008,"January 16, 2020",TV-14,1 Season,"Anime Series, International TV Shows",8.011
1314,TV Show,Girlfriends' Guide to Divorce,United States,Unknown,"Lisa Edelstein, Beau Garrett, Necar Zadegan, Paul Adelstein, Janeane Garofalo, Alanna Ubach",2019,"June 14, 2019",TV-MA,5 Seasons,"TV Comedies, TV Dramas",8.005
2299,TV Show,Nobel,Norway,Unknown,"Aksel Hennie, Tuva Novotny, Anders Danielsen Lie, Mads Sjøgård Pettersen, Danica Curcic, Christian Rubeck, Odd Magnus Williamson, Mattis Herman Nyquist, Hallvard Holmen, Atheer Adel, Mohammad-Ali Behboudi, Ayesha Wolasmal, Ramin Yazdani, Rolf Kristian Larsen, Dennis Storhøi",2016,"December 10, 2016",R,1 Season,"International TV Shows, TV Dramas, TV Thrillers",8.004
577,TV Show,A Queen Is Born,Brazil,Carla Barros,"Gloria Groove, Alexia Twister",2020,"November 11, 2020",TV-14,1 Season,"International TV Shows, Reality TV",8.0
515,TV Show,Marvel Anime: Wolverine,"United States, Japan",Unknown,"Rikiya Koyama, Romi Park, Fumiko Orikasa, Hidekatsu Shibata, Kazuki Yao, Masato Hagiwara",2011,"December 16, 2020",TV-14,1 Season,"Anime Series, International TV Shows",8.0
2064,TV Show,Brown Nation,United States,Unknown,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",2016,"November 15, 2016",TV-14,1 Season,TV Comedies,8.0
725,TV Show,The Governor,Nigeria,Unknown,"Caroline Chikezie, Bimbo Manuel, Lord Frank, Edmond Enaibe, Taiwo Obileye, Jude Chukwuka, Kunle Coker, Paul Christian Chukwudi, Samuel Abiola Robinson, Simi Adejumo, Ani Iyoho",2016,"August 8, 2020",TV-14,1 Season,"International TV Shows, TV Dramas",8.0
805,TV Show,Curon,Italy,Unknown,"Valeria Bilello, Luca Lionello, Federico Russo, Margherita Morchio, Anna Ferzetti, Alessandro Tedeschi, Juju Di Domenico, Giulio Brizzi, Max Malatesta",2020,"June 10, 2020",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",8.0
874,TV Show,Extracurricular,South Korea,Unknown,"Kim Dong-hee, Jung Da-bin, Park Ju-hyun, Nam Yoon-su, Choi Min-soo, Kim Yeo-jin, Park Hyuk-kwon",2020,"April 29, 2020",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",8.0
726,TV Show,High Seas,Spain,Unknown,"Ivana Baquero, Jon Kortajarena, Alejandra Onieva, Eloy Azorín, Chiqui Fernández, Tamar Novas, Daniel Lundh, Manuela Vellés, Natalia Rodríguez, Laura Prats, Ignacio Montes, Begoña Vargas, Luis Bermejo, Pepe Ocio, Ben Temple, Félix Gómez, Antonio Durán 'Morris', Eduardo Blanco, José Sacristán",2020,"August 7, 2020",TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8.0
1755,TV Show,"Hello, My Twenties!",South Korea,Unknown,"Ye-ri Han, Seung-Yeon Han, Eun-bin Park, Hwa-young Ryu, Hye-soo Park",2017,"December 18, 2017",TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",8.0
