,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
4333,Movie,Full Out,"Canada, United States",Sean Cisterna,"Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher",2015,"September 1, 2016",TV-PG,88 min,"Children & Family Movies, Dramas, Sports Movies",6.117
1795,Movie,MR. RIGHT,United States,Paco Cabezas,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra",2015,"February 16, 2020",R,96 min,"Action & Adventure, Comedies, Romantic Movies",6.117
3329,Movie,Michael Lost and Found,"Canada, United States",Daniel Wilner,Unknown,2017,"June 1, 2017",TV-PG,19 min,"Documentaries, International Movies, LGBTQ Movies",6.114
5487,Movie,The Heyday of the Insensitive Bastards,United States,"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White","James Franco, Rico Rodriguez, Abigail Spencer, Natalie Portman, Kristen Wiig, Amber Tamblyn, Jim Parrack, Kate Mara, Thomas Mann, Matthew Modine, Jacob Loeb",2017,"February 26, 2018",TV-MA,96 min,"Dramas, Independent Movies",6.113
4847,Movie,Moor,"Pakistan, United States",Jami,"Hameed Sheikh, Samiya Mumtaz, Shaz Khan, Abdul Qadir, Shabbir Rana, Sultan Hussain, Ayaz Samoo, Nayyar Ejaz, Sonia Hussain",2015,"November 1, 2017",TV-14,135 min,"Dramas, Independent Movies, International Movies",6.113
4878,Movie,My Scientology Movie,United Kingdom,John Dower,Louis Theroux,2015,"July 13, 2017",TV-MA,99 min,Documentaries,6.112
228,Movie,Valentine's Day,United States,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",2010,"August 1, 2021",PG-13,125 min,"Comedies, Romantic Movies",6.112
377,Movie,Voiceless,Nigeria,Robert O. Peters,"Uzee Usman, Yakubu Mohammed, Asabe Madaki, Sani Mu’azu, Rekiya Ibrahim Atta, Adam Garba, Abba Ali Zaky, Habiba Zock-Sock, Abdul’ Usman Zada, Nadia Dutch, Abubakar Maina, Healing Marcus Udor, Jamila Ibrahim",2020,"July 1, 2021",TV-MA,112 min,"Dramas, International Movies, Thrillers",6.108
4510,Movie,"I, Daniel Blake","United Kingdom, France, Belgium",Ken Loach,"Dave Johns, Hayley Squires, Briana Shann, Dylan McKiernan, Kate Rutter, Sharon Percy, Kema Sikazwe, Steven Richens",2016,"April 19, 2019",R,100 min,"Dramas, Independent Movies",6.108
5081,Movie,Ramen Shop,"Singapore, Japan, France",Eric Khoo,"Takumi Saitoh, Seiko Matsuda, Mark Lee, Jeanette Aw, Tsuyoshi Ihara, Tetsuya Bessho, Beatrice Chien",2018,"July 31, 2019",TV-PG,90 min,"Dramas, International Movies",6.107
481,Movie,Sniper: Legacy,"United States, Bulgaria",Don Michael Paul,"Tom Berenger, Chad Michael Collins, Doug Allen, Dominic Mafham, Mercedes Mason, Mark Lewis Jones, Nestor Serrano, Dennis Haysbert, Alex Roe, Yana Marinova",2014,"June 2, 2021",R,98 min,Action & Adventure,6.107
94,Movie,Love Don't Cost a Thing,United States,Troy Byer,"Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman",2003,"September 1, 2021",PG-13,101 min,"Comedies, Romantic Movies",6.106
4797,Movie,Menorca,"Canada, Spain",John Barnard,"Tammy Gillis, Sheila Campbell, Talia Pura, Dorothy Carroll, Logan Creran, Jason Wishnowski, Aaron Merke, Krystle Snow, Michael O'Sullivan",2016,"August 27, 2017",TV-MA,81 min,"Dramas, Independent Movies",6.105
4799,Movie,Merry Men: The Real Yoruba Demons,Nigeria,Toka McBaror,"Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru",2018,"September 21, 2019",TV-MA,106 min,"Comedies, International Movies",6.105
3765,Movie,A Wednesday,India,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit",2008,"November 1, 2018",TV-MA,103 min,"Action & Adventure, Dramas, International Movies",6.104
5211,Movie,Shararat,India,Gurudev Bhalla,"Abhishek Bachchan, Hrishitaa Bhatt, Amrish Puri, Mohnish Bahl, Helen, Om Puri, Ashish Vidyarthi, A.K. Hangal, Tinnu Anand, Daisy Irani, Dara Singh, Viju Khote, Shubha Khote",2002,"March 1, 2018",TV-PG,148 min,"Comedies, International Movies, Music & Musicals",6.104
5474,Movie,The Gospel of Mark,,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef",2015,"October 19, 2018",TV-14,123 min,"Dramas, Faith & Spirituality",6.103
740,Movie,Quiet,,Luis Alejandro Pérez,"Max Salgado, René Miranda, Ignacia Uribe, Javier Castillo, Steevens Benjamin, Andrés Rebolledo, Alejandro Trejo",2020,"March 12, 2021",TV-MA,103 min,"Dramas, International Movies, Music & Musicals",6.102
4248,Movie,Equilibrium,United States,Kurt Wimmer,"Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen, Sean Bean, Sean Pertwee, Matthew Harbour, William Fichtner",2002,"June 8, 2019",R,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",6.1
3999,Movie,Boom,India,Kaizad Gustad,"Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani",2003,"March 1, 2018",TV-MA,79 min,"Action & Adventure, Dramas, International Movies",6.1
3729,Movie,6 Days,"New Zealand, United Kingdom",Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott",2017,"February 8, 2018",R,94 min,"Action & Adventure, Dramas, International Movies",6.1
2504,Movie,Mi Obra Maestra,"Argentina, Spain",Gastón Duprat,"Guillermo Francella, Luis Brandoni, Raúl Arévalo, Andrea Frigerio, María Soldi, Mónica Duprat, Mahmoud Azim, Santiago Korovsky, Julio Marticorena, Alejandro Paker",2018,"January 25, 2019",TV-MA,105 min,"Comedies, International Movies",6.1
1413,Movie,Under the Riccione Sun,Italy,Younuts!,"Cristiano Caccamo, Lorenzo Zurzolo, Ludovica Martino, Davide Calgaro, Matteo Oscar Giuggioli, Saul Nanni, Fotinì Peluso, Claudia Tranchese, Isabella Ferrari, Luca Ward, Andrea Roncato, Giulia Schiavo, Maria Luisa De Crescenzo, Sergio Ruggeri, Rosanna Sapia, Tommaso Paradiso",2020,"July 1, 2020",TV-MA,102 min,"Comedies, International Movies, Romantic Movies",6.1
2647,Movie,Loudon Wainwright III: Surviving Twin,,Christopher Guest,Loudon Wainwright III,2018,"November 13, 2018",TV-14,92 min,Music & Musicals,6.1
4018,Movie,Bugs,"Netherlands, Denmark, France, Germany",Andreas Johnsen,Unknown,2016,"February 20, 2018",TV-G,73 min,"Documentaries, International Movies",6.1
5561,Movie,The Only Mother To You All,Philippines,Wenn V. Deramas,"Ai-Ai de las Alas, Shaina Magdayao, Carlo Aquino, Alwyn Uytingco, Eugene Domingo, Deejay Durano, Serena Dalrymple, Jiro Manio, Yuki Kadooka, Cherry Pie Picache, Gloria Diaz",2008,"February 27, 2019",TV-PG,106 min,"Comedies, International Movies",6.1
3929,Movie,Becoming Jane,"United Kingdom, Ireland",Julian Jarrold,"Anne Hathaway, James McAvoy, Julie Walters, James Cromwell, Maggie Smith, Laurence Fox, Ian Richardson",2007,"January 12, 2019",PG-13,121 min,"Dramas, Romantic Movies",6.1
1330,Movie,Sugar High,United States,Ariel Boles,Hunter March,2020,"July 31, 2020",TV-G,44 min,Children & Family Movies,6.1
2562,Movie,A Twelve Year Night,"Uruguay, Argentina, Spain",Álvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort, Soledad Villamil, César Troncoso, Silvia Pérez Cruz, César Bordón, Mirella Pascual, Nidia Telles, Eduardo Recabarren",2018,"December 28, 2018",TV-MA,122 min,"Dramas, International Movies",6.1
4238,Movie,Emma' (Mother),Indonesia,Riri Riza,"Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer, Indah Permatasari, Dimi Cindyastira, Irmawati Jabbar, Andreuw Parinussa, Fanesa Kayla",2016,"October 5, 2018",TV-PG,74 min,"Dramas, International Movies",6.1
4505,Movie,I Am Vengeance,United Kingdom,Ross Boyask,"Stu Bennett, Anna Shaffer, Mark Griffin, Bryan Larkin, Kevin Leslie, Gary Daniels",2018,"December 22, 2018",R,93 min,Action & Adventure,6.1
2418,Movie,The Hard Way,United States,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",2019,"March 5, 2019",TV-MA,94 min,Action & Adventure,6.1
5623,Movie,The Spectacular Now,United States,James Ponsoldt,"Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh, Mary Elizabeth Winstead, Kyle Chandler, Dayo Okeniyi, Bob Odenkirk, Andre Royo, Masam Holden",2013,"July 15, 2018",R,95 min,"Dramas, Independent Movies, Romantic Movies",6.1
5621,Movie,The Social Network,United States,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",2010,"April 1, 2020",PG-13,121 min,Dramas,6.1
1753,Movie,Angu Vaikuntapurathu (Malayalam),,Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",2020,"March 5, 2020",TV-14,162 min,"Action & Adventure, Comedies, Dramas",6.1
4492,Movie,Hungerford,United Kingdom,Drew Casson,"Drew Casson, Georgia Bradley, Sam Carter, Tom Scarlett, Nigel Morgan, Colin Stark, Kitty Speed",2014,"June 23, 2018",TV-MA,79 min,"Horror Movies, Independent Movies, International Movies",6.1
3865,Movie,As Good as It Gets,United States,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros",1997,"January 1, 2020",PG-13,139 min,"Comedies, Romantic Movies",6.1
1177,Movie,American Murder: The Family Next Door,United States,Jenny Popplewell,Unknown,2020,"September 30, 2020",TV-MA,84 min,Documentaries,6.1
1553,Movie,Rencor tatuado,Mexico,Julián Hernández,"Diana Lein, Irving Peña, César Romero, César Ramos, Giovanna Zacarías, Mónica Del Carmen, Rocío Verdejo, Itatí Cantoral",2018,"May 14, 2020",TV-MA,152 min,"Dramas, Independent Movies, International Movies",6.1
2345,Movie,Rainbow Jelly,India,Soukarya Ghosal,"Mahabrata Basu, Anumegha Banerjee, Koushik Sen, Sreelekha Mitra, Shantilal Mukherjee, Iqbal Sultan, Daminee Basu, Subhajit Das",2018,"April 15, 2019",TV-14,119 min,"Dramas, International Movies, Sci-Fi & Fantasy",6.1
1098,Movie,Exes Baggage,Philippines,Dan Villegas,"Angelica Panganiban, Carlo Aquino, Dionne Monsanto",2018,"October 22, 2020",TV-MA,103 min,"Dramas, International Movies, Romantic Movies",6.1
4945,Movie,Nymphomaniac: Volume II,"Denmark, Germany, Belgium, United Kingdom, France, Sweden",Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Christian Slater, Jamie Bell, Uma Thurman, Willem Dafoe, Mia Goth, Sophie Kennedy Clark, Michael Pas, Stellan Skarsgard",2013,"August 25, 2018",TV-MA,124 min,"Dramas, Independent Movies, International Movies",6.1
5329,Movie,Taal,India,Subhash Ghai,"Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik",1999,"March 1, 2018",TV-PG,177 min,"Dramas, International Movies, Music & Musicals",6.1
607,Movie,Perfume Imaginary Museum “Time Warp”,,"MIKIKO, Daito Manabe",Perfume,2020,"April 23, 2021",TV-G,54 min,"International Movies, Music & Musicals",6.1
3161,Movie,DeRay Davis: How to Act Black,United States,Marcus Raboy,DeRay Davis,2017,"November 14, 2017",TV-MA,66 min,Stand-Up Comedy,6.1
4919,Movie,NOVA: Black Hole Apocalypse,United States,Rushmore DeNooyer,Janna Levin,2018,"July 1, 2019",TV-G,113 min,Documentaries,6.1
5230,Movie,Silicon Cowboys,United States,Jason Cohen,Unknown,2016,"April 1, 2017",TV-PG,77 min,Documentaries,6.1
4907,Movie,Night Comes On,United States,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Nastashia Fuller, Angel Bismark Curiel, John Earl Jelks, Max Casella, James McDaniel, Cymbal Byrd",2018,"August 27, 2020",TV-MA,87 min,"Dramas, Independent Movies",6.1
1838,Movie,Kevin Hart: I'm a Grown Little Man,United States,Shannon Hartman,Kevin Hart,2009,"January 30, 2020",TV-MA,62 min,Stand-Up Comedy,6.1
4876,Movie,My Only Mother,,Wenn V. Deramas,"Ai-Ai de las Alas, Marvin Agustin, Carlo Aquino, Heart Evangelista, Nikki Valdez, Shaina Magdayao, Serena Dalrymple, Jiro Manio",2013,"March 4, 2019",TV-14,104 min,"Comedies, Dramas, International Movies",6.1
4854,Movie,Mr. Church,United States,Bruce Beresford,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry, Christian Madsen, Natalie Coughlin, Madison Wolfe, Thom Barry, Mckenna Grace",2016,"December 22, 2018",PG-13,105 min,Dramas,6.1
716,Movie,Any Crybabies Around?,Japan,Takuma Sato,"Taiga Nakano, Riho Yoshioka, Kanichiro, Takashi Yamanaka, Kimiko Yo, Toshiro Yanagiba",2020,"March 20, 2021",TV-MA,108 min,"Dramas, International Movies",6.1
3265,Movie,The Saint,United States,Ernie Barbarash,"Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar, Roger Moore, Enrique Murciano, Thomas Kretschmann, Beatrice Rosen, Greg Grunberg, Yani Gellman",2017,"August 10, 2017",TV-14,92 min,Action & Adventure,6.1
773,Movie,Ginny & Georgia - The Afterparty,,Unknown,"David Spade, London Hughes, Fortune Feimster, Brianne Howey, Antonia Gentry, Jennifer Robertson, Sara Waisglass",2021,"February 26, 2021",TV-MA,35 min,"Comedies, Dramas",6.1
2815,Movie,Lessons from a School Shooting: Notes from Dunblane,United States,Kim A. Snyder,Unknown,2018,"September 28, 2018",TV-14,24 min,Documentaries,6.1
3359,Movie,English Babu Desi Mem,India,Praveen Nischol,"Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey, Kiran Kumar, Baba Brahmbhatt, Ishita Haria, Sunny Singh, Gulshan Bawra",1996,"May 1, 2017",TV-14,163 min,"Comedies, Dramas, International Movies",6.1
2800,Movie,Sat Shri Akaal England,India,Vikram Pradhan,"Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Baljinder Darapuri",2017,"October 1, 2018",TV-14,127 min,"Comedies, Dramas, International Movies",6.1
4669,Movie,Lady Bloodfight,Hong Kong,Chris Nahon,"Amy Johnston, Muriel Hofmann, Jenny Wu, Kathy Wu, Jet Tranter, Mayling Ng",2016,"August 5, 2017",R,101 min,Action & Adventure,6.1
2801,Movie,Thaandavam,India,Vijay,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",2012,"October 1, 2018",TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",6.1
5469,Movie,The Good Catholic,United States,Paul Shoulberg,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",2017,"January 24, 2018",PG-13,97 min,"Comedies, Dramas, Romantic Movies",6.1
2034,Movie,Christmas in the Heartland,United States,Harvey Lowry,"Sierra McCormick, Brighton Sharbino, Bo Derek, Shelley Long, Christopher Rich, JoeDon Rooney, Tiffany Fallon, Paula Trickey, Christian Kane",2017,"November 1, 2019",TV-PG,112 min,Dramas,6.1
2196,Movie,No One Will Ever Know,Mexico,Jesús Torres Torres,"Adriana Paz, Jorge A. Jiménez, David Medel, Arcelia Ramírez, Luciano Marti, Joanna Larequi, Claudia Santiago, Paul Choza, Gabriel Casanova, Alisson Santiago, Manuel Ojeda, Ofelia Medina, Silvia Pasquel",2017,"August 5, 2019",TV-MA,102 min,"Dramas, International Movies",6.1
5710,Movie,Tremors 6: A Cold Day in Hell,"United States, South Africa",Don Michael Paul,"Michael Gross, Jamie Kennedy, Tanya van Graan, Jamie-Lee Money, Stephanie Schildknecht, Greg Kriek, Jenna Upton, Jay Anstey, Christie Peruso",2018,"May 1, 2018",PG-13,98 min,"Action & Adventure, Comedies, Horror Movies",6.1
2051,Movie,Little Miss Sumo,United Kingdom,Matt Kay,Hiyori Kon,2018,"October 28, 2019",TV-G,20 min,"Documentaries, International Movies, Sports Movies",6.1
5316,Movie,Superfly,United States,Gordon Parks,"Ron O'Neal, Carl Lee, Sheila Frazier, Julius Harris, Charles McGregor, Nate Adams, Polly Niles, Yvonne Delaine",1972,"November 1, 2019",R,91 min,"Action & Adventure, Classic Movies, Dramas",6.1
5314,Movie,Super Nani,India,Indra Kumar,"Rekha, Randhir Kapoor, Sharman Joshi, Anupam Kher, Shweta Kumar, Varsha Usgaonkar, Rajesh Kumar, Shreya Narayan",2014,"March 1, 2018",TV-PG,127 min,"Comedies, Dramas, International Movies",6.1
5713,Movie,Trixie Mattel: Moving Parts,United States,Nicholas Zeig-Owens,Brian Firkus,2019,"March 27, 2020",TV-MA,91 min,"Documentaries, Music & Musicals",6.1
5053,Movie,Prelude to War,United States,Frank Capra,Unknown,1942,"March 31, 2017",TV-14,52 min,"Classic Movies, Documentaries",6.1
1810,Movie,Good Time,United States,"Benny Safdie, Josh Safdie","Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Barkhad Abdi, Buddy Duress, Peter Verby, Taliah Webster, Necro",2017,"February 11, 2020",R,101 min,"Dramas, Independent Movies, Thrillers",6.1
4571,Movie,Jimi Hendrix,United States,Joe Boyd,"Jimi Hendrix, Eric Clapton, Billy Cox",1973,"November 1, 2019",R,102 min,"Documentaries, Music & Musicals",6.1
3026,Movie,Sofía Niño de Rivera: Selección Natural,Mexico,"Raúl Campos, Jan Suter",Sofía Niño de Rivera,2018,"March 30, 2018",TV-MA,62 min,Stand-Up Comedy,6.1
4584,Movie,Julie & Julia,United States,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck",2009,"January 1, 2021",PG-13,123 min,"Comedies, Dramas",6.1
474,Movie,I Am Sam,United States,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison",2001,"June 2, 2021",PG-13,132 min,Dramas,6.1
5490,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,India,Rudradeep Bhattacharjee,Unknown,2013,"April 1, 2017",TV-PG,53 min,"Documentaries, International Movies, Music & Musicals",6.098
2363,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,India,Shelly Chopra Dhar,"Anil Kapoor, Sonam Kapoor, Rajkummar Rao, Juhi Chawla, Abhishek Duhan, Regina Cassandra, Madhumalti Kapoor, Seema Pahwa, Brijendra Kala, Alka Badola Kaushal",2019,"April 2, 2019",TV-14,120 min,"Comedies, Dramas, International Movies",6.097
5617,Movie,The Sign of Venus,Italy,Dino Risi,"Sophia Loren, Franca Valeri, Vittorio De Sica, Raf Vallone, Virgilio Riento, Tina Pica, Lina Gennari, Eloisa Cianni, Leopoldo Trieste, Maurizio Arena, Franco Fantasia, Peppino De Filippo, Alberto Sordi",1955,"November 13, 2020",TV-14,97 min,"Classic Movies, Comedies, Independent Movies",6.094
5634,Movie,The Texas Chainsaw Massacre,United States,Tobe Hooper,"Gunnar Hansen, Jim Siedow, Marilyn Burns, Edwin Neal, Paul A. Partain, Teri McMinn, William Vail, John Dugan, John Henry Faulk, Allen Danziger",1974,"October 22, 2019",R,83 min,"Cult Movies, Horror Movies, Independent Movies",6.092
2822,Movie,The Land of Steady Habits,United States,Nicole Holofcener,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais",2018,"September 14, 2018",TV-MA,98 min,"Comedies, Dramas, Independent Movies",6.09
5418,Movie,The Crow,United States,Alex Proyas,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas, Anna Levine, David Patrick Kelly, Angel David, Laurence Mason, Michael Massee, Tony Todd, Jon Polito",1994,"January 1, 2019",R,102 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",6.089
506,Movie,Nail Bomber: Manhunt,,Daniel Vernon,Unknown,2021,"May 26, 2021",TV-MA,73 min,"Documentaries, International Movies",6.088
3296,Movie,10 jours en or,France,Nicolas Brossette,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",2012,"July 1, 2017",TV-14,97 min,"Comedies, Dramas, International Movies",6.088
1494,Movie,My Horrible Grandma,Egypt,Sameh Abdulaziz,"Shaimaa Abdelkader, Samiha Ayyoub, Fify El Sebaay, Emy Samir Ghanim, Mohamed Henedi, Bassem Samra",2012,"June 2, 2020",TV-MA,100 min,"Comedies, Dramas, International Movies",6.088
5792,Movie,Where the Money Is,"Germany, United States, United Kingdom, Canada",Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett",2000,"January 15, 2020",PG-13,89 min,"Action & Adventure, Comedies, Dramas",6.086
4974,Movie,Operation Chromite,South Korea,John H. Lee,"Jung-jae Lee, Beom-su Lee, Liam Neeson, Se-yeon Jin, Jun-ho Jeong, Cheol-min Park",2016,"January 15, 2018",NR,111 min,"Action & Adventure, Dramas, International Movies",6.086
3046,Movie,Ladies First,India,Uraaz Bahl,Unknown,2018,"March 8, 2018",TV-G,40 min,"Documentaries, International Movies, Sports Movies",6.083
1802,Movie,Isi & Ossi,Germany,Oliver Kienle,"Lisa Vicari, Dennis Mojen, Walid Al-Atiyat, Christina Hecke, Zoë Straub, Lisa Hagmeister, Hans-Jochen Wagner, André Eisermann, Ernst Stötzner",2020,"February 14, 2020",TV-MA,113 min,"Comedies, International Movies, Romantic Movies",6.083
1816,Movie,Thottappan,India,Shanavas K. Bavakutty,"Priyamvada Krishnan, Vinayakan, Roshan Mathew, Dileesh Pothan, Manoj K. Jayan, Lal, Irshad Ali, Sunitha",2019,"February 8, 2020",TV-14,139 min,"Comedies, Dramas, International Movies",6.08
5610,Movie,The Score,"Germany, Canada, United States",Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde",2001,"November 28, 2019",R,124 min,"Dramas, Thrillers",6.078
3023,Movie,Revolt,United Kingdom,Joe Miale,"Lee Pace, Bérénice Marlohe, Jason Flemyng, Sibulele Gcilitshana, Wandile Molebatsi, Sekoati Sk Tsubane, Leroy Gopal, Welile Nzunza, Patrick Bakoba, Tom Fairfoot",2017,"March 31, 2018",R,87 min,"Action & Adventure, Sci-Fi & Fantasy",6.077
4626,Movie,Kills on Wheels,Hungary,Attila Till,"Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi",2016,"March 15, 2018",TV-MA,103 min,"Action & Adventure, Dramas, International Movies",6.077
5501,Movie,The Intent,United Kingdom,"Femi Oyeniran, Kalvadour Peterson","Dylan Duffus, Scorcher, Shone Romulus, Jade Asha, Femi Oyeniran, Ashley Chin, Nicky Slimting Walker, Fekky",2016,"May 15, 2017",TV-MA,99 min,"Dramas, International Movies, Thrillers",6.076
787,Movie,The Conjuring 2,"Canada, United States, United Kingdom",James Wan,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito, Benjamin Haigh, Patrick McAuley, Simon McBurney, Maria Doyle Kennedy, Simon Delaney, Franka Potente",2016,"February 21, 2021",R,134 min,Horror Movies,6.075
1409,Movie,Stardust,"United Kingdom, United States",Matthew Vaughn,"Claire Danes, Michelle Pfeiffer, Robert De Niro, Charlie Cox, Sienna Miller, Ricky Gervais, Jason Flemyng, Rupert Everett, Peter O'Toole, Mark Strong, Kate Magowan, Ian McKellen",2007,"July 1, 2020",PG-13,128 min,"Action & Adventure, International Movies, Romantic Movies",6.072
5702,Movie,Trash Fire,United States,Richard Bates Jr.,"Adrian Grenier, Angela Trimbur, AnnaLynne McCord, Fionnula Flanagan, Matthew Gray Gubler, Ray Santiago, Sally Kirkland, Ezra Buzzington",2016,"February 2, 2017",R,94 min,"Comedies, Dramas, Independent Movies",6.071
2629,Movie,Puppy Star Christmas,"United States, Canada",Robert Vince,"Kaitlyn Maher, Mackenzie Sol, Makenzie Moss, David DeLuise, George Newbern, Reggie De Leon, Diedrich Bader, Chloe Coleman, Oakley Bull, Dillon Fontana, vivienne Rutherford, Tyreese Burnett",2018,"November 20, 2018",PG,91 min,"Children & Family Movies, Comedies",6.071
556,Movie,Au coeur des gangs,United States,Vondie Curtis-Hall,"Tyrese Gibson, Meagan Good, Larenz Tate, Henry Hunter Hall, Kimora Lee Simmons, Game",2006,"May 1, 2021",R,97 min,"Action & Adventure, Dramas",6.071
1608,Movie,Lembi 8 Giga,,Ashraf Fayeq,"Mohamed Saad, Mai Ezz El-Din, Hassan Hosny, Youssef Fawzy, Youssef Eid, Ahmad Mounir, Khaled Talaat, Maged El Kedwany, Entsar, Maysara",2010,"April 28, 2020",TV-MA,111 min,"Comedies, International Movies",6.069
1157,Movie,A Chaster Marriage,Turkey,Umut Kirca,"Emre Karayel, Ceren Moray, Begüm Kütük, Ececan Gümeci, Ümit Erdim, Cem Kiliç, Haldun Boysan, Ferdi Akarnur, Mine Teber, Güneş Hayat",2016,"October 2, 2020",TV-14,94 min,"Comedies, International Movies, Romantic Movies",6.067
2143,Movie,Bill Burr: Paper Tiger,"United States, United Kingdom",Mike Binder,Bill Burr,2019,"September 10, 2019",TV-MA,67 min,Stand-Up Comedy,6.063
558,Movie,Dead Again in Tombstone,,Roel Reiné,"Danny Trejo, Jake Busey, Elysia Rotaru, Dean McDermott, Elizabeth Lavender, Peter Skagen",2017,"May 1, 2021",R,99 min,"Action & Adventure, Horror Movies",6.063
2961,Movie,Ali Wong: Hard Knock Wife,United States,Jay Karas,Ali Wong,2018,"May 13, 2018",TV-MA,64 min,Stand-Up Comedy,6.063
